"TREASURE"	"TREASURE"	"allowUnitTypes1"	"allowUnitTypes2"	"allowUnitTypes3"	"allowUnitTypes4"	"allowUnitTypes5"	"allowUnitTypes6"	"globalThemeRequired"	"unknown02"	"pickTypes"	"picks"	"undefined01"	"undefined02"	"undefined03"	"undefined04"	"undefined05"	"noDrop"	"levelBoost"	"moneyChanceMultiplier"	"moneyLuckChanceMultiplier"	"moneyAmountMultiplier"	"item1m"	"item1"	"value1"	"item2m"	"item2"	"value2"	"item3m"	"item3"	"value3"	"item4m"	"item4"	"value4"	"item5m"	"item5"	"value5"	"item6m"	"item6"	"value6"	"item7m"	"item7"	"value7"	"item8m"	"item8"	"value8"	"spawnCondition"	"spawnFromMonsterUnitType"	"spawnFromLevelTheme"
"3,62,0,-1,0,-1"	"cube_reroll_legendary_portable_volcano"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	868	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_portable_volcano_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	871	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_portable_volcano_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	871	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_portable_volcano_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	871	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_portable_volcano_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	874	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_portable_volcano_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	874	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_portable_volcano_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	874	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_assassin_bug_hive"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	877	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_assassin_bug_hive"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	877	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_assassin_bug_hive"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	877	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_assassin_bug_hive_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	882	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_assassin_bug_hive_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	882	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_assassin_bug_hive_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	882	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_assassin_bug_hive_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	885	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_assassin_bug_hive_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	885	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_assassin_bug_hive_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	885	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_eel_launcher"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	888	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_eel_launcher"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	888	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_eel_launcher"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	888	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_eel_launcher_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	891	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_eel_launcher_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	891	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_eel_launcher_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	891	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_hive_beam"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	894	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_hive_beam"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	894	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_hive_beam"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	894	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_harp"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	897	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_harp"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	897	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_harp"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	897	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_harp_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	900	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_harp_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	900	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_harp_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	900	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_hive_queen_discharger"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	903	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_hive_queen_discharger"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	903	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_hive_queen_discharger"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	903	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_hive_queen_discharger_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	906	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_hive_queen_discharger_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	906	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_hive_queen_discharger_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	906	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_puppet_master"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	909	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_puppet_master"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	909	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_puppet_master"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	909	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_puppet_master_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	912	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_puppet_master_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	912	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_puppet_master_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	912	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_puppet_master_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	915	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_puppet_master_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	915	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_puppet_master_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	915	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_vampire_pistol"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	918	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_vampire_pistol"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	918	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_vampire_pistol"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	918	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_vampire_pistol_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	921	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_vampire_pistol_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	921	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_vampire_pistol_mk2"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	921	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_vampire_pistol_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	924	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_vampire_pistol_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	924	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_vampire_pistol_mk3"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	924	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_id_pulsar"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	928	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_id_pulsar"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	928	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_id_pulsar"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	928	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_c_starter1_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1103	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_c_starter1_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1103	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_c_starter1_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1103	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_c_starter1_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1104	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_c_starter1_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1104	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_c_starter1_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1104	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_c_starter1_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1105	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_c_starter1_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1105	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_c_starter1_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1105	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_c_starter1_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1106	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_c_starter1_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1106	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_c_starter1_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1106	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_c_starter1_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1107	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_c_starter1_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1107	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_c_starter1_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1107	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_c_starter1_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1108	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_c_starter1_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1108	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_c_starter1_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1108	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_c_starter1_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1109	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_c_starter1_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1109	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_c_starter1_boots"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1109	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_c_starter2_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1110	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_c_starter2_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1110	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_c_starter2_belt"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1110	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_c_starter2_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1112	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_c_starter2_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1112	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_c_starter2_gloves"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1112	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_c_starter2_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1114	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_c_starter2_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1114	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_c_starter2_head"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1114	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_c_starter2_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1115	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_c_starter2_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1115	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_c_starter2_pants"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1115	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_c_starter2_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1117	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_rare_c_starter2_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1117	1	3	4440	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_legendary_c_starter2_shoulders"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1117	1	3	4441	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
"3,62,0,-1,0,-1"	"cube_reroll_enhanced_c_starter2_torso"	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	1	1	1119	1	3	4439	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
