LEVELS_RULES	drlgFileName	undefined1	drlgRuleSet	label	minSubs	minSubsNightMare	maxSubs	maxSubsNightMare	attempts	replaceAll	replaceAndCheck	onceForReplacement	mustPlace	weighted	exitRule	deadEndRule	looping	loopLabel	askQuests	randomQuestPercent	questTaskComplete	theme_RunRule	theme_SkipRule
"3,60,0,-1,0,-1"	Rule_B12	2	DRLG_MiniTubesShort		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_B05	2	DRLG_MiniTubesShort		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_B04	2	DRLG_MiniTubesShort		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_B06	2	DRLG_MiniTubesShort		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_B07	2	DRLG_MiniTubesShort		5	5	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateB	2	DRLG_DeathsTunnels		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_B01	2	DRLG_DeathsTunnels	DarkTunnelsLoopB1	2	3	3	4	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_B02	2	DRLG_DeathsTunnels		1	1	1	1	0	0	0	0	0	0	0	0	0	DarkTunnelsLoopB1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_B08	2	DRLG_DeathsTunnels		0	0	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_B09_dark	2	DRLG_DeathsTunnels		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_B11	2	DRLG_DeathsTunnels		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_B12	2	DRLG_DeathsTunnels		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_B05	2	DRLG_DeathsTunnels		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_B04	2	DRLG_DeathsTunnels		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_B06	2	DRLG_DeathsTunnels		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateN	2	DRLG_UndergroundPassage		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_J01	2	DRLG_UndergroundPassage		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_J02	2	DRLG_UndergroundPassage		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_J03	2	DRLG_UndergroundPassage		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_J04	2	DRLG_UndergroundPassage		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_J05	2	DRLG_UndergroundPassage		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_J06	2	DRLG_UndergroundPassage		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_J07	2	DRLG_UndergroundPassage		1	1	3	3	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_J08	2	DRLG_UndergroundPassage		1	1	3	3	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateC	2	DRLG_Northern Line South		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_C01	2	DRLG_Northern Line South	FoetidLoopC1	2	2	3	3	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_C02	2	DRLG_Northern Line South		1	1	1	1	0	0	0	0	0	0	0	0	0	FoetidLoopC1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_C03	2	DRLG_Northern Line South		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_C04	2	DRLG_Northern Line South		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_C05	2	DRLG_Northern Line South		0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_C06	2	DRLG_Northern Line South		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_C07	2	DRLG_Northern Line South		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	TemplateD	2	DRLG_MiniRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D05	2	DRLG_MiniRooms	MiniRoomLoop1	1	1	1	1	0	0	0	0	0	0	0	0	2		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D04	2	DRLG_MiniRooms		1	1	1	1	0	0	0	0	0	0	0	0	0	MiniRoomLoop1	0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D05	2	DRLG_MiniRooms	MiniRoomLoop2	1	1	1	1	0	0	0	0	0	0	0	0	2		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D04	2	DRLG_MiniRooms		1	1	1	1	0	0	0	0	0	0	0	0	0	MiniRoomLoop2	0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D05	2	DRLG_MiniRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D06	2	xxx		1	1	1	1	0	0	0	0	1	0	0	0	0		1	10	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D09	2	DRLG_MiniRooms		1	1	1	1	0	0	0	0	1	0	1	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D10	2	DRLG_MiniRooms		1	1	1	1	0	0	0	0	1	0	0	1	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D07	2	DRLG_MiniRooms		7	7	11	11	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	TemplateTutorial	2	DRLG_Tutorial		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D05	2	DRLG_Tutorial		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D04	2	DRLG_Tutorial		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_Tutorial01	2	DRLG_Tutorial		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D05	2	DRLG_Tutorial		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D04	2	DRLG_Tutorial		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_Tutorial02	2	DRLG_Tutorial		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D05	2	DRLG_Tutorial		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D04	2	DRLG_Tutorial		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D09	2	DRLG_Tutorial		1	1	1	1	0	0	0	0	1	0	1	0	0		0	0	-1	-1	-1
"3,62,0,-1,0,-1"	Rule_D07	2	DRLG_Tutorial		7	7	11	11	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateA	4	DRLG_IndustrialRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_05	4	DRLG_IndustrialRooms		5	5	6	6	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_10	4	DRLG_IndustrialRooms		1	1	1	1	0	0	0	0	1	0	1	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_11	4	DRLG_IndustrialRooms		1	1	1	1	0	0	0	0	1	0	0	1	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateA	4	DRLG_IndustrialHalls		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_05	4	DRLG_IndustrialHalls	IndustrialHallsLoop1	1	1	1	1	0	0	0	0	0	0	0	0	4		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_07	4	DRLG_IndustrialHalls		1	2	3	4	0	0	0	0	0	0	0	0	0	IndustrialHallsLoop1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_10	4	DRLG_IndustrialHalls		1	1	1	1	0	0	0	0	1	0	1	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_11	4	DRLG_IndustrialHalls		1	1	1	1	0	0	0	0	1	0	0	1	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateP	2	DRLG_MiniRoomsAdventure		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_P01	2	DRLG_MiniRoomsAdventure		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_P02	2	DRLG_MiniRoomsAdventure		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_P01	2	DRLG_MiniRoomsAdventure		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_P03	2	DRLG_MiniRoomsAdventure		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateP	2	DRLG_MiniRoomsAdventureSmall		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_P01	2	DRLG_MiniRoomsAdventureSmall		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_P03	2	DRLG_MiniRoomsAdventureSmall		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateL	2	DRLG_MiniRoomsDark		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_I05	2	DRLG_MiniRoomsDark	RoomDarkLoopD2	1	1	1	1	0	0	0	0	0	0	0	0	3		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_I04	2	DRLG_MiniRoomsDark		1	1	1	1	0	0	0	0	0	0	0	0	0	RoomDarkLoopD2	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_I09	2	DRLG_MiniRoomsDark		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateL	2	DRLG AldwychDark		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_I05	2	DRLG AldwychDark	AldwychLoop	1	1	1	1	0	0	0	0	0	0	0	0	3		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_I04	2	DRLG AldwychDark		1	1	1	1	0	0	0	0	0	0	0	0	0	AldwychLoop	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_I09firstsample	2	DRLG AldwychDark		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateK	2	DRLG_Central Line West		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_H01	2	DRLG_Central Line West	FoetidLoopH1	2	2	3	3	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_H02	2	DRLG_Central Line West		1	1	1	1	0	0	0	0	0	0	0	0	0	FoetidLoopH1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_H03	2	DRLG_Central Line West		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_H04	2	DRLG_Central Line West		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_H05	2	DRLG_Central Line West		0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_H06	2	DRLG_Central Line West		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_H07	2	DRLG_Central Line West		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateE	2	DRLG_MiniTubes		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E01	2	DRLG_MiniTubes	MiniTubesLoop1	1	2	2	3	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E02	2	DRLG_MiniTubes		1	1	1	1	0	0	0	0	0	0	0	0	0	MiniTubesLoop1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E03	2	DRLG_MiniTubes		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E01	2	DRLG_MiniTubes		1	1	2	2	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E02	2	DRLG_MiniTubes		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E04	2	DRLG_MiniTubes		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E05	2	DRLG_MiniTubes		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E08	2	DRLG_MiniTubes		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateE	2	DRLG_MiniTubesStationA		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E01	2	DRLG_MiniTubesStationA		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E02	2	DRLG_MiniTubesStationA		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_U05	2	DRLG_MiniTubesStationA		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E03	2	DRLG_MiniTubesStationA		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E02	2	DRLG_MiniTubesStationA		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E03	2	DRLG_MiniTubesStationA		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E04	2	DRLG_MiniTubesStationA		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_E08	2	DRLG_MiniTubesStationA		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateExodus	2	DRLG_Exodus		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_R01	2	old DRLG_Exodus	ExodusLoop1	1	1	3	3	0	0	0	0	0	0	0	0	3		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_R02	2	old DRLG_Exodus		2	2	5	5	0	0	0	0	0	0	0	0	0	ExodusLoop1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_R01	2	DRLG_Exodus		10	10	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_R05	2	DRLG_Exodus		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateS	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q01	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q03	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q02	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q04	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q05	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q06	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q07	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q03	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q02	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q03	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q05	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q06	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q10	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q03	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q02	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q03	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q05	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q06	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q07	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q03	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q02	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q04	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q05	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q06	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q13	2	DRLG_MiniTubesAndRooms		8	8	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q15	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	1	0	1	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q16	2	DRLG_MiniTubesAndRooms		1	1	1	1	0	0	0	0	1	0	0	1	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateS	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q01	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_S02	2	DRLG_IndustrialTubes		2	2	3	3	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q05	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q06	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_S07	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_S02	2	DRLG_IndustrialTubes		2	2	3	3	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q05	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q06	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q10	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_S02	2	DRLG_IndustrialTubes		2	2	3	3	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q05	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q06	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_S07	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_S02	2	DRLG_IndustrialTubes		2	2	3	3	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q05	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q06	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q13	2	DRLG_IndustrialTubes		8	8	10	10	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q15	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	1	0	1	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_Q16	2	DRLG_IndustrialTubes		1	1	1	1	0	0	0	0	1	0	0	1	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Template_TrainFix	2	DRLG CannonStreetRail		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_S02	2	DRLG CannonStreetRail	CannonLoop	1	1	1	2	0	0	0	0	0	0	0	0	3		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_STrainFix	2	DRLG CannonStreetRail		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_StrainFix_End	2	DRLG CannonStreetRail		1	1	1	1	0	0	0	0	1	0	0	0	0	CannonLoop	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_StrainFix_End	2	DRLG CannonStreetRail		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateF	2	DRLG_Tutorial		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateJ	2	DRLG_Bakerloo Line South		1	1	1	1	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_G01	2	DRLG_Bakerloo Line South	FoetidLoopG1	1	1	3	3	0	0	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_G02	2	DRLG_Bakerloo Line South		1	1	1	1	0	0	0	0	0	0	0	0	0	FoetidLoopG1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_G03	2	DRLG_Bakerloo Line South		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Rule_G04	2	DRLG_Bakerloo Line South		0	0	0	0	0	1	0	0	0	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	Template	22	DRLG_HellTower		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateB	22	DRLG_HellTowerFawkes		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateC	22	DRLG_HellTowerHellPortal		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateD	22	DRLG_HellTowerAdventure		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
"3,60,0,-1,0,-1"	TemplateE	22	DRLG_HellTowerHellPortalPrevious		1	1	1	1	0	0	0	0	1	0	0	0	0		0	0	-1	-1	-1
