"QUEST"	"name"	"code"	"style"	"nameStringKey"	"subscriberOnly"	"multiplayerOnly"	"startingQuestCheat"	"questCheatCompleted"	"closeOnComplete"	"repeatable"	"hideQuestLog"	"repeatRateInSeconds"	"skipActivateFanfare"	"skipCompleteFanfare"	"endOfActNumber"	"autoTrackOnActivate"	"autoActivateLevel"	"onlyOneDifficulty"	"questPreReqs01"	"questPreReqs02"	"questPreReqs03"	"questPreReqs04"	"questPreReqs05"	"questPreReqs06"	"questPreReqs07"	"questPreReqs08"	"currentlyUnavailable"	"minLevelPreReq"	"maxLevelPreReq"	"factionTypePreReq"	"factionAmountPreReq"	"levelsPreLoadedWith01"	"levelsPreLoadedWith02"	"levelsPreLoadedWith03"	"levelsPreLoadedWith04"	"levelsPreLoadedWith05"	"levelsPreLoadedWith06"	"levelsPreLoadedWith07"	"levelsPreLoadedWith08"	"levelsPreLoadedWith09"	"levelsPreLoadedWith10"	"levelsPreLoadedWith11"	"levelsPreLoadedWith12"	"levelsPreLoadedWith13"	"levelsPreLoadedWith14"	"levelsPreLoadedWith15"	"levelsPreLoadedWith16"	"startingItemsTreasureClass"	"removeStartingItemsOnComplete"	"offerReward"	"castGiver"	"levelStoryQuestStartsIn"	"castRewarder"	"levelRewarderNpc"	"giverItem"	"giverItemMonster"	"giverItemLevel"	"giverItemDropRate"	"level"	"levelNightmare"	"undefined1"	"experienceMultiplier"	"moneyMultiplier"	"statPoints"	"skillPoints"	"factionTypeReward"	"factionAmountReward"	"InitFunction"	"FreeFunction"	"onEnterGameFunction"	"CompleteFunction"	"warpToOpenOnActivate"	"warpToOpenOnComplete"	"itemsToRemoveOnAbandon01"	"itemsToRemoveOnAbandon02"	"itemsToRemoveOnAbandon03"	"itemsToRemoveOnAbandon04"	"itemsToRemoveOnAbandon05"	"itemsToRemoveOnAbandon06"	"itemsToRemoveOnAbandon07"	"itemsToRemoveOnAbandon08"	"itemsToRemoveOnAbandon09"	"itemsToRemoveOnAbandon10"	"itemsToRemoveOnAbandon11"	"itemsToRemoveOnAbandon12"	"itemsToRemoveOnAbandon13"	"itemsToRemoveOnAbandon14"	"itemsToRemoveOnAbandon15"	"itemsToRemoveOnAbandon16"	"itemsToRemoveOnAbandon17"	"itemsToRemoveOnAbandon18"	"itemsToRemoveOnAbandon19"	"itemsToRemoveOnAbandon20"	"itemsToRemoveOnAbandon21"	"itemsToRemoveOnAbandon22"	"itemsToRemoveOnAbandon23"	"itemsToRemoveOnAbandon24"	"itemsToRemoveOnAbandon25"	"itemsToRemoveOnAbandon26"	"itemsToRemoveOnAbandon27"	"itemsToRemoveOnAbandon28"	"itemsToRemoveOnAbandon29"	"itemsToRemoveOnAbandon30"	"itemsToRemoveOnAbandon31"	"itemsToRemoveOnAbandon32"	"itemsToRemoveOnComplete01"	"itemsToRemoveOnComplete02"	"itemsToRemoveOnComplete03"	"itemsToRemoveOnComplete04"	"itemsToRemoveOnComplete05"	"itemsToRemoveOnComplete06"	"itemsToRemoveOnComplete07"	"itemsToRemoveOnComplete08"	"itemsToRemoveOnComplete09"	"itemsToRemoveOnComplete10"	"itemsToRemoveOnComplete11"	"itemsToRemoveOnComplete12"	"itemsToRemoveOnComplete13"	"itemsToRemoveOnComplete14"	"itemsToRemoveOnComplete15"	"itemsToRemoveOnComplete16"	"itemsToRemoveOnComplete17"	"itemsToRemoveOnComplete18"	"itemsToRemoveOnComplete19"	"itemsToRemoveOnComplete20"	"itemsToRemoveOnComplete21"	"itemsToRemoveOnComplete22"	"itemsToRemoveOnComplete23"	"itemsToRemoveOnComplete24"	"itemsToRemoveOnComplete25"	"itemsToRemoveOnComplete26"	"itemsToRemoveOnComplete27"	"itemsToRemoveOnComplete28"	"itemsToRemoveOnComplete29"	"itemsToRemoveOnComplete30"	"itemsToRemoveOnComplete31"	"itemsToRemoveOnComplete32"	"versionFunction"	"removeOnJoinGame"	"beatGameOnComplete"	"weight"	"radius"	"height"	"flatZTolerance"	"allowedDRLGStyles01"	"allowedDRLGStyles02"	"allowedDRLGStyles03"	"allowedDRLGStyles04"	"allowedDRLGStyles05"	"allowedDRLGStyles06"	"allowedDRLGStyles07"	"allowedDRLGStyles08"	"allowedDRLGStyles09"	"allowedDRLGStyles10"	"allowedDRLGStyles11"	"allowedDRLGStyles12"	"allowedDRLGStyles13"	"allowedDRLGStyles14"	"allowedDRLGStyles15"	"allowedDRLGStyles16"	"levelDestinations01"	"levelDestinations02"	"levelDestinations03"	"levelDestinations04"	"levelDestinations05"	"levelDestinations06"	"levelDestinations07"	"levelDestinations08"	"layoutAdventure"	"objectAdventure"	"treasureRoomClass"	"template"	"descriptionDialog"	"inCompleteDialog"	"completeDialog"	"rewardDialog"	"unavailableDialog"	"acceptButtonText"	"timeLimit"	"objectiveMonster"	"objectiveUnitType"	"objectiveObject"	"disableSpawning"	"objectiveCount"	"collectDropRate"	"collectItem"	"explorePercent"	"spawnNodeLabel"	"spawnCount"	"nameOverrideStringKey"	"nameInLogOverrideStringKey"	"logOverrideState"	"logOverrideString"	"subLevelTypeTruthOld"	"subLevelTypeTruthNew"	"questStateAdvanceToAtSubLevelTrut"	"monsterBoss"	"globalthemeRequired"
"3,60,0,-1,0,-1"	"Truth_D"	29762	0	11349	0	0	0	0	1	0	0	0	0	0	4	1	-1	0	29	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	82	-1	-1	-1	-1	-1	1	25	51	0	16	0	0	0	-1	0	"Truth_DInit"	"Truth_DFree"			-1	53	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	82	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	8	9	205	-1	-1
"3,60,0,-1,0,-1"	"Triage"	30274	0	11365	0	0	0	0	1	0	0	0	0	0	0	1	-1	0	30	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	42	26	-1	-1	-1	-1	1	25	49	0	5	25	0	0	-1	0	"TriageInit"	"TriageFree"			40	-1	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	83	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"Deep"	30530	0	11389	0	0	0	0	1	0	0	0	0	0	0	1	-1	0	31	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	19	42	26	-1	-1	-1	-1	1	27	50	0	3	35	0	0	-1	0	"DeepInit"	"DeepFree"			50	-1	1312	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1312	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"TheSigil"	30786	0	11411	0	0	0	0	1	0	0	0	0	0	0	1	-1	0	32	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	26	87	26	-1	-1	-1	-1	1	27	53	0	0	0	0	0	-1	0	"TheSigilInit"	"TheSigilFree"			61	-1	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"TestKnowledge"	30018	0	11419	0	0	0	0	1	0	0	0	1	0	0	1	-1	0	33	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	28	104	-1	-1	-1	-1	-1	1	28	57	0	5	0	0	0	-1	0	"TestKnowledgeInit"	"TestKnowledgeFree"			-1	72	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	104	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"TestLeadership"	31042	0	11432	0	0	0	0	1	0	0	0	1	0	0	1	-1	0	34	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	29	106	-1	-1	-1	-1	-1	1	28	57	0	5	0	0	0	-1	0	"TestLeadershipInit"	"TestLeadershipFree"			-1	73	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	106	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"TestBeauty"	31298	0	11447	0	0	0	0	1	0	0	0	1	0	0	1	-1	0	35	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	30	108	-1	-1	-1	-1	-1	1	28	57	0	5	0	0	0	-1	0	"TestBeautyInit"	"TestBeautyFree"			-1	74	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"TestFellowship"	16707	0	11461	0	0	0	0	1	0	0	0	1	0	0	1	-1	0	36	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	31	110	-1	-1	-1	-1	-1	1	29	58	0	5	0	0	0	-1	0	"TestFellowshipInit"	"TestFellowshipFree"			-1	75	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	110	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"TestHope"	16963	0	11478	0	0	0	0	1	0	0	0	1	0	0	1	-1	0	37	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	27	112	-1	-1	-1	-1	-1	1	29	58	0	5	0	0	0	-1	0	"TestHopeInit"	"TestHopeFree"			-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	112	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"Truth_E"	17475	0	10710	0	0	0	0	1	0	0	0	1	0	5	1	-1	0	38	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	112	-1	-1	-1	-1	-1	1	29	58	0	20	0	0	0	-1	0	"Truth_EInit"	"Truth_EFree"			-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	112	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	10	11	239	-1	-1
"3,60,0,-1,0,-1"	"Hellgate"	17219	0	11506	0	0	0	0	1	0	0	0	0	0	0	1	-1	0	39	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	115	-1	-1	-1	-1	-1	1	30	60	0	0	0	0	0	-1	0	"HellgateInit"	"HellgateFree"			-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	120	-1	-1	-1	-1	-1	-1	-1		-1	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"MiniRoomAdv"	22337	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	1	30	0	0	0	0	0	-1	0					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	1	1.6	3	0.01	7	3	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	-1	-1	-1	-1	-1	-1	-1		238	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"MiniRoomAdvChampion"	22593	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	1	30	0	0	0	0	0	-1	0					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	1	1.6	3	0.01	7	3	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	181	-1	-1	-1	-1	-1	-1	-1		238	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"MiniRoomAdvTreasure"	21569	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	1	30	0	0	0	0	0	-1	0					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	1	1.6	3	0.01	7	3	4	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	182	-1	-1	-1	-1	-1	-1	-1		238	250	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"MiniSewerAdv"	22849	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	1	30	0	0	0	0	0	-1	0					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	1	1.6	3	0.01	7	3	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	185	-1	-1	-1	-1	-1	-1	-1		243	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"MiniSewerAdvChampion"	23105	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	1	30	0	0	0	0	0	-1	0					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	1	1.6	3	0.01	7	3	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	186	-1	-1	-1	-1	-1	-1	-1		243	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"MiniSewerAdvTreasure"	24897	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	1	30	0	0	0	0	0	-1	0					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	1	1.6	3	0.01	7	3	2	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	187	-1	-1	-1	-1	-1	-1	-1		243	250	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"MiniCavesAdv"	17987	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	1	30	0	0	0	0	0	-1	0					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	1	1.6	3	0.01	7	3	2	1	5	9	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	195	-1	-1	-1	-1	-1	-1	-1		244	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"MiniCavesAdvChampion"	18243	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	1	30	0	0	0	0	0	-1	0					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	1	1.6	3	0.01	7	3	2	1	5	9	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	196	-1	-1	-1	-1	-1	-1	-1		244	-1	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
"3,60,0,-1,0,-1"	"MiniCavesAdvTreasure"	18499	4	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	1	1	30	0	0	0	0	0	-1	0					-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1		0	0	1	1.6	3	0.01	7	3	2	1	5	9	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	197	-1	-1	-1	-1	-1	-1	-1		244	250	-1	-1	-1	-1	-1	-1	1148	0	-1	-1	-1	0	1	1	-1	0		0	-1	-1	-1	-1	0	0	-1	-1	-1
