"LEVEL"	"name"	"code"	"bitfieldIndex"	"unknown1"	"defaultSubLevel"	"previousLevel"	"nextLevel"	"levelDisplayName"	"floorSuffixName"	"finalSuffixFloorName"	"town"	"alwaysActive"	"startingLocation"	"unknown2"	"levelRestartRedirect"	"portalAndRecallLoc"	"firstPortalandRecallLoc"	"safe"	"subLevelTownPortal"	"tutorial"	"disableTownPortals"	"onEnterClearBadStates"	"playerOwnedCannotDie"	"hardcoreDeadCanVisit"	"canFormAutoParties"	"CameraDollyScale"	"minZ"	"maxZ"	"visibilityOpacity"	"fixedOrientation"	"orientedToMap"	"allowRandomOrientation"	"hellriftChancePercent"	"hellriftSubLevel1"	"madLibs"	"properNames"	"adjectives"	"nouns"	"affixs"	"suffixs"	"subLevel1"	"subLevel2"	"subLevel3"	"subLevel4"	"subLevel5"	"subLevel6"	"subLevel7"	"subLevel8"	"autoWaypoint"	"multiplayerOnly"	"useTeamColors"	"waypoint"	"srvLevelType"	"playerMax"	"monsterLevel"	"monsterLevelNightmare"	"unknown3"	"monsterLevelFromParentLevel"	"monsterLevelFromActivator"	"monsterLevelActivatorDelta"	"selectRandomThemePct"	"partySizeRecommended"	"questSpawnClass"	"interactableSpawnClass"	"stringEnter"	"stringLeave"	"championSpawnChancePercentAtEachSpawnLocation"	"uniqueMonsterChancePercent"	"mapX"	"mapY"	"firstLevel"	"firstLevelCheating"	"playerExpLevel"	"startingGold"	"bonusStartingTreasure"	"sequenceNumber"	"blank"	"worldMapRow"	"worldMapCol"	"worldMapFrame"	"worldMapFrameUnexplored"	"worldMapColor"	"worldMapLabelPos"	"worldMapLabelXOffs"	"worldMapLabelYOffs"	"worldMapConnectIDs1"	"worldMapConnectIDs2"	"worldMapConnectIDs3"	"worldMapConnectIDs4"	"worldMapConnectIDs5"	"worldMapConnectIDs6"	"worldMapConnectIDs7"	"worldMapConnectIDs8"	"adventureChancePercent"	"numAdventures"	"enableRoomReset"	"roomResetDelayInSeconds"	"roomResetWhenMonstersBelowPercent"	"monsterRoomDensityMultiplier"	"contentsAlwaysRevealed"	"scriptPlayerEnterLevel"	"allowOverworldTravel"
"3,60,0,-1,0,-1"	"Waterloo Bridge"	27713	38	0	0	18	39	8450	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,15,0"	"26,39,0"	0	0	0	0	0	0	-1	-1	-1	-1	0.16	20	-1	-1	0	0	-1	-1	37	0	2	15	9	"map_circle"	"map_circle_dotted"	38	1	0	8	39	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.25	0	0	0
"3,60,0,-1,0,-1"	"Savoy"	27969	39	0	0	38	40	8485	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"710,26,15,26,17,3,33,0"	"26,39,0"	0	0	0	0	50	0	-1	-1	-1	-1	0.2	20	-1	-1	0	0	-1	-1	38	0	2	16	10	"map_circle"	"map_circle_dotted"	38	1	0	8	40	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Temple Approach"	28225	40	0	0	39	41	8487	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"710,26,15,26,17,3,33,0"	"26,39,0"	0	0	0	0	0	0	-1	-1	-1	-1	0.2	20	-1	-1	0	0	-1	-1	39	0	2	17	11	"map_circle"	"map_circle_dotted"	38	1	0	8	41	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Temple Station"	28481	41	0	1	-1	-1	8489	-1	-1	1	0	1	-1	0	1	0	1	-1	0	0	1	1	1	1	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	139	2	32	"26,17,0"	"26,39,0"	0	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	40	0	2	17	14	"map_hex"	"map_hex_dotted"	11	7	0	-10	42	43	53	44	47	49	55	-1	0	"26,0,0"	0	-1	-1	1.15	0	0	0
"3,60,0,-1,0,-1"	"Templar Base"	28737	42	0	1	-1	-1	8488	-1	-1	1	0	1	-1	0	1	0	1	-1	0	0	1	1	1	1	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	140	2	96	"26,20,0"	"26,42,0"	0	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	41	0	3	14	14	"map_hex"	"map_hex_dotted"	11	5	8	0	67	64	63	83	-1	-1	-1	-1	0	"26,0,0"	0	-1	-1	1.15	0	0	0
"3,60,0,-1,0,-1"	"Aldwych"	28993	43	0	0	41	-1	8451	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,16,0"	"26,40,0"	0	0	0	0	0	0	-1	-1	-1	-1	0.2	20	-1	-1	0	0	-1	-1	42	0	2	16	13	"map_square"	"map_square_dotted"	6	5	8	0	-1	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Waterloo"	29249	44	0	0	41	45	8495	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"710,26,16,26,17,3,33,0"	"26,41,0"	0	0	0	0	50	0	-1	-1	-1	-1	0.2	20	-1	-1	0	0	-1	-1	43	0	2	18	13	"map_circle"	"map_circle_dotted"	38	5	8	0	45	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Upper Ground"	29505	45	0	0	44	46	8496	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"710,26,16,26,17,3,33,0"	"26,41,0"	0	0	0	0	0	0	-1	-1	-1	-1	0.2	20	-1	-1	0	0	-1	-1	44	0	2	19	12	"map_circle"	"map_circle_dotted"	38	5	8	0	46	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Barge House"	29761	46	0	0	45	-1	8497	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"710,26,16,26,17,3,33,0"	"26,41,0"	0	0	0	0	0	0	-1	-1	-1	-1	0.2	20	-1	-1	0	0	-1	-1	45	0	2	20	12	"map_square"	"map_square_dotted"	6	5	8	0	-1	-1	-1	-1	-1	-1	-1	-1	0	"26,0,0"	1	1200	20	0.9	0	0	0
"3,60,0,-1,0,-1"	"New Bridge"	30017	47	0	0	41	48	8500	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,17,0"	"26,41,0"	0	0	0	0	0	0	-1	-1	-1	-1	0.2	20	-1	-1	0	0	-1	-1	46	0	2	19	14	"map_circle"	"map_circle_dotted"	38	5	8	0	48	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"The Big Gundown"	30273	48	0	0	47	-1	8501	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,17,0"	"26,42,0"	0	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	47	0	2	20	14	"map_square"	"map_square_dotted"	6	5	8	0	-1	-1	-1	-1	-1	-1	-1	-1	0	"26,0,0"	0	-1	-1	1.15	1	0	0
"3,60,0,-1,0,-1"	"The Strand"	30529	49	0	0	41	50	8498	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"710,26,16,26,18,3,33,0"	"26,42,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	48	0	2	18	15	"map_circle"	"map_circle_dotted"	38	3	-8	0	50	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Blackfriars"	30785	50	0	0	49	51	8499	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"710,26,16,26,18,3,33,0"	"26,42,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	49	0	2	19	16	"map_circle"	"map_circle_dotted"	38	7	0	-10	51	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Puddle Dock"	31041	51	0	0	50	52	8503	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,18,0"	"26,42,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	50	0	2	20	15	"map_square"	"map_square_dotted"	6	3	-8	0	-1	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"The Exospector"	31297	52	0	0	51	-1	8502	-1	-1	0	0	0	-1	0	0	0	0	-1	0	1	0	0	0	0	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,18,0"	"26,43,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	0	-1	-1	0	0	-1	-1	51	0	2	21	15	"map_square"	"map_square_dotted"	134	7	0	-10	-1	-1	-1	-1	-1	-1	-1	-1	0	"26,0,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Temple Access Ducts"	16706	53	0	0	41	54	8508	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,16,0"	"26,40,0"	0	0	0	0	50	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	52	0	2	16	15	"map_circle"	"map_circle_dotted"	38	7	0	-10	54	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Forgotten Ducts"	16962	54	0	0	53	-1	8509	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,17,0"	"26,40,0"	0	0	0	0	50	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	53	0	2	16	16	"map_circle"	"map_circle_dotted"	38	3	-8	0	-1	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Mansion House"	17218	55	0	0	41	56	8504	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"710,26,17,26,19,3,33,0"	"26,43,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	54	0	2	17	17	"map_circle"	"map_circle_dotted"	38	7	0	-10	56	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Cannon Street"	17474	56	0	0	55	57	8505	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"710,26,18,26,19,3,33,0"	"26,43,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	55	0	2	17	18	"map_circle"	"map_circle_dotted"	38	1	0	8	57	-1	-1	-1	-1	-1	-1	-1	25	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Angel Passage"	17730	57	0	0	56	58	8506	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	14	13	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"710,26,18,26,19,3,33,0"	"26,44,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	0	-1	-1	0	0	-1	-1	56	0	2	17	19	"map_square"	"map_square_dotted"	6	3	-8	0	58	-1	-1	-1	-1	-1	-1	-1	0	"26,0,0"	0	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Monument Station"	17986	58	0	1	-1	-1	8507	-1	-1	1	0	1	-1	0	1	0	1	-1	0	0	1	1	1	1	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	141	2	40	"26,22,0"	"26,45,0"	0	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	-1	0	0	-1	-1	57	0	3	19	21	"map_hex"	"map_hex_dotted"	11	3	-8	0	61	79	76	73	59	71	84	-1	0	"26,0,0"	0	-1	-1	1.15	0	0	0
"3,60,0,-1,0,-1"	"Monument Tunnels"	18242	59	0	0	58	60	8531	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,20,0"	"26,45,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	58	0	3	19	19	"map_circle"	"map_circle_dotted"	38	7	0	-10	60	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Monument Crawlway"	18498	60	0	0	59	-1	8532	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,20,0"	"26,45,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	59	0	3	19	18	"map_circle"	"map_circle_dotted"	38	1	0	8	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Eastcheap"	18754	61	0	0	58	62	8510	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,19,0"	"26,44,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	60	0	3	17	21	"map_circle"	"map_circle_dotted"	38	1	0	8	62	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Tudor Street"	19010	62	0	0	61	63	8511	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,19,0"	"26,44,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	61	0	3	15	19	"map_circle"	"map_circle_dotted"	38	3	-8	0	63	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Temple Place"	19266	63	0	0	62	42	8512	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	100	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,19,0"	"26,44,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	62	0	3	15	15	"map_circle"	"map_circle_dotted"	38	1	0	8	-1	-1	-1	-1	-1	-1	-1	-1	0	"26,0,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Bell Yard"	19522	64	0	0	42	65	8513	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,20,0"	"26,45,0"	0	0	0	0	50	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	63	0	3	12	16	"map_circle"	"map_circle_dotted"	38	7	0	-10	65	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Fleet Street"	19778	65	0	0	64	66	8514	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,20,0"	"26,45,0"	0	0	0	0	50	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	64	0	3	12	18	"map_circle"	"map_circle_dotted"	6	1	0	8	66	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Ludgate Hill"	20034	66	0	0	65	-1	8515	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,21,0"	"26,46,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	65	0	3	12	19	"map_square"	"map_square_dotted"	38	7	0	-10	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Kingsway"	20290	67	0	0	42	68	8516	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,21,0"	"26,46,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	66	0	3	12	14	"map_circle"	"map_circle_dotted"	38	1	0	8	68	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Stonecutter"	20546	68	0	0	67	69	8517	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,21,0"	"26,46,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	67	0	3	10	16	"map_circle"	"map_circle_dotted"	38	7	0	-10	69	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Bishop's Court"	20802	69	0	0	68	70	8518	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,21,0"	"26,47,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	68	0	3	10	19	"map_square"	"map_square_dotted"	6	7	0	-10	70	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Old Bailey"	21058	70	0	0	69	-1	8519	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,22,0"	"26,47,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	69	0	3	10	21	"map_square"	"map_square_dotted"	6	1	0	8	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Upper Thames"	21314	71	0	0	58	72	8533	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,22,0"	"26,47,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	70	0	3	21	19	"map_circle"	"map_circle_dotted"	38	7	0	-10	72	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Waterman's Walk"	21570	72	0	0	71	-1	8534	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,22,0"	"26,47,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	71	0	3	21	18	"map_circle"	"map_circle_dotted"	38	5	8	0	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Lower Thames"	21826	73	0	0	58	74	8520	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,22,0"	"26,48,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	72	0	3	21	21	"map_circle"	"map_circle_dotted"	38	7	0	-10	74	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Tower Gateway"	22082	74	0	0	73	75	8521	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,23,0"	"26,48,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	73	0	3	22	22	"map_circle"	"map_circle_dotted"	38	7	0	-10	75	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Tower of London"	22338	75	0	0	74	-1	8522	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,23,0"	"26,48,0"	0	0	0	0	0	0	-1	4	-1	-1	0	0	-1	-1	0	0	-1	-1	74	0	3	22	25	"map_square"	"map_square_dotted"	6	7	0	-10	-1	-1	-1	-1	-1	-1	-1	-1	0	"26,0,0"	0	-1	-1	1.15	1	0	0
"3,60,0,-1,0,-1"	"Fenchurch"	21828	76	0	0	58	77	8523	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,23,0"	"26,48,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	75	0	3	19	23	"map_circle"	"map_circle_dotted"	38	7	0	-10	77	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Trinity Square"	22850	78	0	0	76	78	8524	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,23,0"	"26,49,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	76	0	3	15	23	"map_circle"	"map_circle_dotted"	38	3	-8	0	78	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	1200	20	1.15	0	0	0
"3,60,0,-1,0,-1"	"Aldgate"	23106	79	0	0	77	-1	8525	-1	-1	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	1	-0.5	0.5	1	0	0	0	15	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	-1	0	2147483647	"26,24,0"	"26,49,0"	0	0	0	0	0	0	-1	4	-1	-1	0.2	20	-1	-1	0	0	-1	-1	77	0	3	14	22	"map_square"	"map_square_dotted"	6	3	-8	0	-1	-1	-1	-1	-1	-1	-1	-1	33	"26,1,0"	1	300	30	1.15	0	0	0
