ROOM_INDEX	name	outDoor	outDoorVisibility	computeAmbientOcclusion	noMonsterSpawn	noAdventures	noSubLevelEntrance	occupiesNodes	raisesNodes	fullCollision	dontObstructSound	dontOccludeVisibility	thirdPersonCameraIgnore	rtsCameraIgnore	havokSliceType	roomVersion	nodeBuffer	reverbEnvironment	backGroundSound	noGore	noHumans
"3,60,0,-1,0,-1"	City\ParliamentSquare\HousesG	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\HousesH	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\HousesI	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\Margaret	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\Middlesex	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\Portcullis	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\RICS	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\SquareA	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\SquareB	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\SquareC	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\SquareD	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\SquareE	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\SquareF	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\SquareG	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\SquareH	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\SquareI	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\TreasuryA	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\TreasuryB	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\TreasuryC	1	1	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\YardA	1	1	0	1	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\YardB	1	1	0	1	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\YardC	1	1	0	1	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ParliamentSquare\YardD	1	1	0	1	0	0	0	0	0	0	0	0	0	14	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\park1x1a	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\park1x1b	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\park1x1c	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\park2x2a	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_E	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\road_E_Hellrift	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\road_E_Museum	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Ea	1	1	1	0	0	0	0	0	0	0	0	0	0	16	1	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Eb	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Ec	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Ex	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Ey	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_I	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\road_I_CGM	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\road_I_Museum	1	1	1	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Ia	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Ib	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Ic	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_hole_A	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_L	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_La	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Lb	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Lc	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_T	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Ta	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Tb	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_X	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Xa	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\road_Xb	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ruins_A	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ruins_B	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ruins_C	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ruins_D	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\ruins_E	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\Test_A_bldg	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\Test_A_road	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\Test_B_bldg	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\Test_B_road	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\Test_C_bldg	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\Test_C_road	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\Test_Start	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\warp_BL_bldg_C	1	1	1	1	0	1	0	0	0	0	0	0	0	15	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\warp_BL_tunnel	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\warp_next_A	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\warp_next_B	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\warp_PC_tunnel	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\warp_previous_A	1	1	1	1	0	1	0	0	0	0	0	0	0	215	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	City\warp_previous_B	1	1	1	1	0	1	0	0	0	0	0	0	0	215	1	0	HG_Outdoor	2	-1	-1
"3,62,0,-1,0,-1"	City\warp_previous_C	1	1	1	1	0	1	0	0	0	0	0	0	0	215	1	0	HG_Outdoor	2	-1	-1
"3,60,0,-1,0,-1"	Crypts\C_ConnD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallBCa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallBCa_CopyNM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallBCIa	0	1	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallC_Ca	0	1	0	1	0	0	0	0	0	0	0	0	0	12	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallC_End	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallC_Start	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallCa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallCa_CopyNM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallCb	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallCc	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallNa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallNa_CopyNM	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallNa_CopyNLIGHT	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallNb	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	Crypts\CWallStairs	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Crypts	3	-1	-1
"3,60,0,-1,0,-1"	ExospectorInt\ESI_ACa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	21	-1	-1
"3,60,0,-1,0,-1"	ExospectorInt\ESI_ACSplita	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	21	-1	-1
"3,60,0,-1,0,-1"	ExospectorInt\ESI_ADa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	21	-1	-1
"3,60,0,-1,0,-1"	ExospectorInt\ESI_ADUPa	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	21	-1	-1
"3,60,0,-1,0,-1"	ExospectorInt\ESI_CapEnd	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	21	-1	-1
"3,60,0,-1,0,-1"	ExospectorInt\ESI_CapStart	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	21	-1	-1
"3,60,0,-1,0,-1"	ExospectorInt\ESI_ConnA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_Sewers	21	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_E	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_E_dark_tunnel	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_E_end	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_E_hole	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_E_holeB	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_E_short	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_E_tutorial	0	0	0	1	0	1	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Ea	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Eb	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_growerA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_growerB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_holborn_b	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_holborn_f	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_I	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_I_station	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Ia	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Ib	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Ic	0	0	0	0	0	0	0	0	0	0	0	0	0	18	1	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Id	0	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Ie	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	HG_tubes	5	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Ig	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Ih	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Ii	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Ij	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Ik	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_IL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Im	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_In	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_La	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,48,100,-1,0,-1"		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Lb	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Lc	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_Ld	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_station_a	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_station_b	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_station_c	0	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_station_d	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_station_e	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_station_f	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	HG_tubes	5	-1	-1
"3,60,0,-1,0,-1"	FoetidTunnels2\ftube_X	0	0	0	0	0	0	0	0	0	0	0	0	0	230	1	0	HG_tubes	5	-1	-1
"3,62,0,-1,0,-1"	FoetidTunnels2\room_E	0	0	0	0	0	0	0	0	0	0	0	0	0	280	1	0	HG_Maintenance_Rooms	8	-1	-1
"3,62,0,-1,0,-1"	FoetidTunnels2\room_E_dark	0	0	0	0	0	0	0	0	0	0	0	0	0	280	1	0	HG_Maintenance_Rooms	8	-1	-1
"3,62,0,-1,0,-1"	FoetidTunnels2\room_E_small	0	0	0	0	0	0	0	0	0	0	0	0	0	280	1	0	HG_Maintenance_Rooms	8	-1	-1
"3,62,0,-1,0,-1"	FoetidTunnels2\room_growerA	0	0	0	0	0	0	0	0	0	0	0	0	0	257	2	0	HG_Maintenance_Rooms	8	-1	-1
"3,62,0,-1,0,-1"	FoetidTunnels2\room_I	0	0	0	0	0	0	0	0	0	0	0	0	0	280	1	0	HG_Maintenance_Rooms	8	-1	-1
"3,62,0,-1,0,-1"	FoetidTunnels2\room_I_dark	0	0	0	0	0	0	0	0	0	0	0	0	0	280	1	0	HG_Maintenance_Rooms	8	-1	-1
"3,62,0,-1,0,-1"	FoetidTunnels2\room_I_long_A	0	0	0	0	0	0	0	0	0	0	0	0	0	280	1	0	HG_Maintenance_Rooms	8	-1	-1
"3,62,0,-1,0,-1"	FoetidTunnels2\room_Ia	0	0	0	0	0	0	0	0	0	0	0	0	0	280	1	0	HG_Maintenance_Rooms	8	-1	-1
"3,62,0,-1,0,-1"	FoetidTunnels2\room_Ia_dark	0	0	0	0	0	0	0	0	0	0	0	0	0	280	1	0	HG_Maintenance_Rooms	8	-1	-1
"3,62,0,-1,0,-1"	FoetidTunnels2\room_L	0	0	0	0	0	0	0	0	0	0	0	0	0	280	1	0	HG_Maintenance_Rooms	8	-1	-1
"3,62,0,-1,0,-1"	FoetidTunnels2\room_L_dark	0	0	0	0	0	0	0	0	0	0	0	0	0	280	1	0	HG_Maintenance_Rooms	8	-1	-1
"3,62,0,-1,0,-1"	FoetidTunnels2\room_L_Large_A	0	0	0	0	0	0	0	0	0	0	0	0	0	280	1	0	HG_Maintenance_Rooms	8	-1	-1
