SPAWNCLASS	spawnClass	code	pickType	rememberPick	pick1	spawn1	count1	weight1	pick2	spawn2	count2	weight2	pick3	spawn3	count3	weight3	pick4	spawn4	count4	weight4	pick5	spawn5	count5	weight5	pick6	spawn6	count6	weight6	pick7	spawn7	count7	weight7	pick8	spawn8	count8	weight8
"3,63,0,-1,0,-1"	sc_CRAZY_21to30_small_A	28745	1	1	1	5	"710,26,1,26,4,3,33,0"	1	1	110	"26,1,0"	2	3	35	"710,26,1,26,6,3,33,0"	4	1	309	"710,26,1,26,3,3,33,0"	1	1	364	"26,1,0"	2	1	361	"710,26,1,26,2,3,33,0"	1	3	27	"26,1,0"	1	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZY_21to30_small_B	29001	1	1	1	445	"710,26,1,26,2,3,33,0"	1	1	7	"710,26,2,26,4,3,33,0"	1	1	308	"710,26,2,26,4,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_21to30	29257	1	0	3	95	"26,1,0"	1	3	96	"26,1,0"	2	3	97	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_21to30_big	29513	1	1	3	98	"26,1,0"	8	3	99	"26,1,0"	8	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_21to30_medium	29769	1	1	3	100	"26,1,0"	8	3	101	"26,1,0"	7	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_21to30_small	30025	1	1	3	102	"26,1,0"	10	3	103	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_21to30_big_A	30281	1	1	1	64	"26,1,0"	1	1	67	"26,1,0"	1	1	167	"710,26,1,26,2,3,33,0"	1	1	170	"26,1,0"	1	3	27	"26,1,0"	1	1	183	"26,1,0"	1	1	395	"26,1,0"	1	1	209	"710,26,1,26,2,3,33,0"	1
"3,63,0,-1,0,-1"	sc_CRAZYLOW_21to30_big_B	30537	1	1	1	213	"26,1,0"	1	1	320	"26,1,0"	1	3	37	"710,26,1,26,5,3,33,0"	1	1	427	"26,1,0"	1	1	512	"26,1,0"	1	1	623	"26,1,0"	1	3	27	"26,1,0"	1	1	405	"26,1,0"	1
"3,63,0,-1,0,-1"	sc_CRAZYLOW_21to30_medium_A	30793	1	1	1	474	"710,26,1,26,3,3,33,0"	1	3	14	"26,1,0"	2	1	282	"710,26,1,26,3,3,33,0"	1	1	296	"710,26,1,26,2,3,33,0"	1	1	486	"710,26,1,26,3,3,33,0"	1	1	83	"710,26,1,26,3,3,33,0"	1	1	646	"710,26,1,26,2,3,33,0"	1	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_21to30_medium_B	31049	1	1	1	474	"710,26,2,26,3,3,33,0"	1	1	486	"710,26,1,26,2,3,33,0"	1	1	552	"710,26,1,26,2,3,33,0"	1	1	605	"710,26,1,26,2,3,33,0"	1	1	285	"710,26,1,26,3,3,33,0"	1	1	299	"710,26,1,26,2,3,33,0"	1	1	457	"710,26,1,26,3,3,33,0"	1	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_21to30_small_A	31305	1	1	1	5	"710,26,1,26,4,3,33,0"	1	1	7	"710,26,1,26,3,3,33,0"	1	1	110	"26,1,0"	2	3	35	"710,26,1,26,6,3,33,0"	4	1	309	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_21to30_small_B	16714	1	1	1	111	"710,26,1,26,2,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZY_31andUP	31306	1	0	3	105	"26,1,0"	3	3	106	"26,1,0"	6	3	107	"26,1,0"	9	3	120	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZY_31andUP_big	16715	1	1	3	108	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZY_31andUP_medium	16971	1	1	3	109	"26,1,0"	8	3	110	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZY_31andUP_small	17227	1	1	3	111	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZY_31andUP_big_A	17483	1	1	1	49	"710,26,1,26,2,3,33,0"	1	1	67	"710,26,1,26,3,3,33,0"	1	1	186	"710,26,1,26,2,3,33,0"	1	1	213	"710,26,1,26,2,3,33,0"	1	1	320	"710,26,1,26,2,3,33,0"	1	1	395	"710,26,1,26,2,3,33,0"	1	1	430	"710,26,1,26,2,3,33,0"	1	1	627	"710,26,1,26,2,3,33,0"	1
"3,63,0,-1,0,-1"	sc_CRAZY_31andUP_medium_A	17739	1	1	1	89	"710,26,1,26,3,3,33,0"	1	3	37	"26,1,0"	1	1	170	"710,26,1,26,3,3,33,0"	1	1	285	"710,26,1,26,3,3,33,0"	1	1	282	"710,26,1,26,3,3,33,0"	1	1	296	"710,26,1,26,3,3,33,0"	1	1	299	"710,26,1,26,3,3,33,0"	1	1	393	"710,26,1,26,5,3,33,0"	1
"3,63,0,-1,0,-1"	sc_CRAZY_31andUP_medium_B	17995	1	1	1	514	"710,26,1,26,3,3,33,0"	1	1	516	"710,26,1,26,2,3,33,0"	1	1	652	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZY_31andUP_small_A	18251	1	1	1	7	"710,26,2,26,5,3,33,0"	1	1	10	"710,26,2,26,5,3,33,0"	1	3	31	"26,1,0"	2	3	17	"26,1,0"	2	1	491	"710,26,2,26,5,3,33,0"	1	3	35	"710,26,3,26,9,3,33,0"	2	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_31andUP	18507	1	0	3	113	"26,1,0"	1	3	114	"26,1,0"	2	3	115	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_31andUP_big	18763	1	1	3	116	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_31andUP_medium	19019	1	1	3	117	"26,1,0"	8	3	118	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_31andUP_small	19275	1	1	3	119	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_31andUP_big_A	19531	1	1	1	49	"710,26,1,26,2,3,33,0"	1	1	67	"710,26,1,26,3,3,33,0"	1	1	186	"710,26,1,26,2,3,33,0"	1	1	213	"710,26,1,26,2,3,33,0"	1	1	320	"710,26,1,26,2,3,33,0"	1	1	395	"710,26,1,26,2,3,33,0"	1	1	430	"710,26,1,26,2,3,33,0"	1	1	627	"710,26,1,26,2,3,33,0"	1
"3,63,0,-1,0,-1"	sc_CRAZYLOW_31andUP_medium_A	19787	1	1	1	89	"710,26,1,26,3,3,33,0"	1	3	37	"26,1,0"	1	1	170	"710,26,1,26,3,3,33,0"	1	1	285	"710,26,1,26,3,3,33,0"	1	1	282	"710,26,1,26,3,3,33,0"	1	1	296	"710,26,1,26,3,3,33,0"	1	1	299	"710,26,1,26,3,3,33,0"	1	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_31andUP_medium_B	20043	1	1	1	514	"710,26,1,26,3,3,33,0"	1	1	516	"710,26,1,26,2,3,33,0"	1	1	652	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CRAZYLOW_31andUP_small_A	20299	1	1	1	7	"710,26,2,26,5,3,33,0"	1	1	10	"710,26,2,26,5,3,33,0"	1	3	31	"26,1,0"	2	3	17	"26,1,0"	2	1	491	"710,26,2,26,5,3,33,0"	1	3	35	"710,26,3,26,9,3,33,0"	2	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_RANDOM_GIANT	17994	1	1	1	70	"26,1,0"	1	1	328	"26,1,0"	2	1	368	"26,1,0"	6	1	433	"26,1,0"	4	1	656	"26,1,0"	3	1	462	"26,1,0"	5	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_ANOTHER_RANDOM_GIANT	18250	1	1	1	70	"26,1,0"	1	1	328	"26,1,0"	1	1	368	"26,1,0"	1	1	433	"26,1,0"	1	1	656	"26,1,0"	1	1	462	"26,1,0"	1	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_redlionsquare	17729	1	0	1	197	"26,1,0"	2	1	528	"710,26,1,26,3,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_NOOB_WesternCGspecial	19012	1	0	3	36	"26,1,0"	3	1	359	"710,26,1,26,2,3,33,0"	3	3	124	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_WCGspecial_big	19268	1	1	1	540	"26,1,0"	1	1	287	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_Holborn_Access_Shafts	21063	1	1	3	126	"26,1,0"	1	3	127	"26,1,0"	1	3	128	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Holborn_Access_Shafts_blood	21319	1	0	1	540	"26,1,0"	3	1	0	"710,26,1,26,3,3,33,0"	3	3	36	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Holborn_Access_Shafts_spined	21575	1	0	1	540	"26,1,0"	3	1	465	"710,26,1,26,3,3,33,0"	3	3	36	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Holborn_Access_Shafts_ghouls	21831	1	0	1	540	"26,1,0"	3	1	306	"710,26,1,26,3,3,33,0"	3	3	36	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_Upper_Kingsway_Sewers	22087	1	1	3	132	"26,1,0"	2	3	131	"26,1,0"	1	3	130	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Upper_Kingsway_Sewers_stalkers	22343	1	0	1	274	"710,26,1,26,2,3,33,0"	3	1	470	"710,26,1,26,3,3,33,0"	1	3	36	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Upper_Kingsway_Sewers_coils	22599	1	0	1	274	"710,26,1,26,2,3,33,0"	3	1	114	"710,26,1,26,3,3,33,0"	1	1	0	"710,26,2,26,4,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Upper_Kingsway_Sewers_morphos	22855	1	0	1	274	"710,26,1,26,2,3,33,0"	3	1	287	"710,26,1,26,3,3,33,0"	1	1	306	"710,26,2,26,4,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_Lower_Kingsway_Sewers	23111	1	1	3	134	"26,1,0"	1	3	135	"26,1,0"	1	3	136	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Lower_Kingsway_Sewers_morphos	24903	1	0	1	306	"710,26,2,26,4,3,33,0"	1	1	114	"710,26,2,26,3,3,33,0"	3	1	287	"710,26,1,26,2,3,33,0"	1	1	108	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Lower_Kingsway_Sewers_coils	25159	1	0	1	0	"710,26,2,26,4,3,33,0"	1	1	114	"710,26,2,26,3,3,33,0"	3	3	36	"710,26,2,26,4,3,33,0"	3	1	108	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Lower_Kingsway_Sewers_stalkers	25415	1	0	1	470	"710,26,1,26,2,3,33,0"	1	1	274	"710,26,1,26,3,3,33,0"	1	1	114	"710,26,2,26,3,3,33,0"	4	1	108	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_CGSteamTunnels	25671	1	0	1	451	"26,1,0"	5	3	138	"26,1,0"	1	3	139	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CG_steamtunnels_big	25927	1	1	1	540	"710,26,1,26,2,3,33,0"	1	1	274	"710,26,1,26,2,3,33,0"	1	1	191	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CG_steamtunnels_small	26183	1	1	1	0	"710,26,2,26,4,3,33,0"	2	3	36	"710,26,2,26,5,3,33,0"	3	1	306	"710,26,1,26,3,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_CGTrainDepot	26695	1	1	3	141	"26,1,0"	1	3	142	"26,1,0"	2	3	143	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CG_traindepot_coils	26951	1	0	1	0	"710,26,2,26,4,3,33,0"	5	1	224	"710,26,1,26,3,3,33,0"	4	1	108	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CG_traindepot_morphos	27207	1	0	1	306	"710,26,2,26,4,3,33,0"	5	1	224	"710,26,1,26,3,3,33,0"	4	1	191	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CG_traindepot_stalkers	27463	1	0	1	463	"710,26,2,26,3,3,33,0"	5	1	224	"710,26,1,26,3,3,33,0"	4	1	596	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_Bloomsbury	27719	1	1	3	145	"26,1,0"	1	3	146	"26,1,0"	3	3	147	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_bloomsbury_zombies	27975	1	0	1	35	"26,1,0"	1	1	287	"710,26,1,26,2,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_bloomsbury_ravagerrunts	28231	1	0	1	172	"710,26,1,26,2,3,33,0"	2	1	441	"710,26,1,26,2,3,33,0"	2	3	35	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_bloomsbury_stalkers	28487	1	0	1	451	"710,26,1,26,2,3,33,0"	1	1	472	"710,26,2,26,3,3,33,0"	1	3	35	"710,26,2,26,7,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_CG_approach	28743	1	1	3	149	"26,1,0"	1	3	150	"26,1,0"	1	3	151	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CG_approach_coils	28999	1	0	1	0	"710,26,2,26,4,3,33,0"	3	1	191	"26,1,0"	1	1	108	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CG_approach_morphos	29255	1	0	1	306	"710,26,2,26,4,3,33,0"	1	1	470	"710,26,1,26,2,3,33,0"	3	1	108	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_CG_approach_stalkers	29511	1	0	1	463	"710,26,2,26,3,3,33,0"	3	1	224	"710,26,2,26,4,3,33,0"	1	1	108	"26,1,0"	4	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_StMartins	29767	1	1	3	153	"26,1,0"	1	3	154	"26,1,0"	2	3	155	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_stmartins_coils	30023	1	0	1	0	"710,26,2,26,4,3,33,0"	2	3	9	"26,1,0"	3	1	108	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_stmartins_morphos	30279	1	0	1	306	"710,26,2,26,4,3,33,0"	2	3	9	"710,26,1,26,2,3,33,0"	3	1	191	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_stmartins_stalkers	30535	1	0	1	463	"710,26,2,26,3,3,33,0"	2	3	9	"710,26,2,26,4,3,33,0"	3	1	596	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_Green_Park_Approach	30791	1	1	3	157	"26,1,0"	1	3	158	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_GPapproach_summoner	31047	1	0	1	613	"26,1,0"	1	1	71	"710,26,1,26,3,3,33,0"	3	3	35	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_GPapproach_nightmare	31303	1	0	1	316	"26,1,0"	1	1	71	"710,26,1,26,2,3,33,0"	3	3	35	"710,26,2,26,7,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_Whitehall	16712	1	1	3	160	"26,1,0"	3	3	161	"26,1,0"	2	3	162	"26,1,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Whitehall_summoner	16968	1	0	1	613	"26,1,0"	1	1	472	"710,26,1,26,4,3,33,0"	3	3	23	"26,1,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Whitehall_fury	17224	1	0	1	179	"26,1,0"	1	1	546	"710,26,1,26,4,3,33,0"	3	3	23	"26,1,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_Whitehall_orbile	17480	1	0	3	37	"26,1,0"	1	1	293	"710,26,1,26,3,3,33,0"	3	3	23	"26,1,0"	5	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_NOOB_river	16963	1	1	3	164	"26,1,0"	1	3	165	"26,1,0"	1	3	166	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_river_fellhordes	17219	1	0	1	441	"710,26,1,26,2,3,33,0"	1	1	359	"710,26,1,26,3,3,33,0"	2	1	108	"26,1,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_river_carnagors	17475	1	0	1	224	"710,26,2,26,4,3,33,0"	2	3	36	"710,26,2,26,7,3,33,0"	3	1	27	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_river_stalkers	17731	1	0	1	224	"710,26,2,26,4,3,33,0"	2	3	36	"710,26,2,26,7,3,33,0"	3	1	463	"710,26,2,26,3,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_NOOB_bigcity	17987	1	1	3	168	"26,1,0"	1	3	169	"26,1,0"	1	3	170	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_bigcity_zombies	18243	1	0	1	35	"26,1,0"	1	1	287	"710,26,1,26,2,3,33,0"	2	1	359	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_bigcity_ravagerrunts	18499	1	0	1	172	"710,26,1,26,2,3,33,0"	1	1	441	"710,26,1,26,2,3,33,0"	3	1	359	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_bigcity_stalkers	18755	1	0	1	451	"710,26,1,26,2,3,33,0"	1	1	463	"710,26,2,26,3,3,33,0"	2	1	359	"710,26,2,26,5,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_NOOB_tubes	19011	1	1	3	172	"26,1,0"	1	3	173	"26,1,0"	1	3	174	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_tubes_coils	19267	1	0	1	0	"710,26,2,26,4,3,33,0"	3	1	108	"26,1,0"	3	1	191	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_tubes_morphos	19523	1	0	1	306	"710,26,2,26,4,3,33,0"	3	1	470	"710,26,1,26,2,3,33,0"	3	1	191	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_tubes_stalkers	19779	1	0	1	463	"710,26,2,26,3,3,33,0"	2	1	224	"710,26,2,26,4,3,33,0"	2	1	596	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_NOOB_minirooms	20035	1	1	3	176	"26,1,0"	1	3	177	"26,1,0"	1	3	178	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_minirooms_blood	20291	1	0	1	540	"710,26,1,26,2,3,33,0"	1	1	224	"710,26,2,26,4,3,33,0"	1	1	0	"710,26,2,26,4,3,33,0"	2	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_minirooms_spined	20547	1	0	1	451	"710,26,1,26,2,3,33,0"	1	1	224	"710,26,2,26,4,3,33,0"	2	3	36	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_minirooms_ghouls	20803	1	0	1	596	"710,26,1,26,2,3,33,0"	1	1	224	"710,26,2,26,4,3,33,0"	2	3	36	"710,26,2,26,7,3,33,0"	3	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_NOOB_sewers	17992	1	1	3	180	"26,1,0"	1	3	181	"26,1,0"	1	3	182	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_sewers_morphos	17736	1	0	1	306	"710,26,2,26,4,3,33,0"	2	1	108	"26,1,0"	2	1	287	"710,26,1,26,2,3,33,0"	1	1	172	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_sewers_coils	21315	1	0	1	0	"710,26,2,26,4,3,33,0"	2	1	108	"26,1,0"	2	3	36	"710,26,2,26,4,3,33,0"	4	1	334	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_sewers_stalkers	21571	1	0	1	470	"710,26,1,26,2,3,33,0"	3	1	274	"710,26,1,26,3,3,33,0"	2	1	191	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	level_NOOB_alleys	21827	1	1	3	184	"26,1,0"	1	3	185	"26,1,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_alleys_shriekers	22083	1	0	3	36	"710,26,2,26,7,3,33,0"	3	1	441	"710,26,1,26,2,3,33,0"	1	1	596	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
"3,63,0,-1,0,-1"	sc_noob_alleys_stalkers	22339	1	0	3	36	"710,26,2,26,7,3,33,0"	3	1	470	"710,26,1,26,2,3,33,0"	1	1	334	"710,26,1,26,2,3,33,0"	1	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0	0	-1	0	0
