WARDROBE_MODEL	modelGroup	appearanceGroup	appearanceGroup2	undefined2	fileName	defaultMaterial	undefined3	partGroup	undefinedBool1	undefinedBool2	undefinedBool3	undefined4	undefined5	boxMinX	boxMinY	boxMinZ	boxMaxX	boxMaxY	boxMaxZ
0	24	12	-1	165	data/units/players/hunter/hunter_male_3p/tech_heavy/hm_tech_heavy.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	0	0	0	166			-1	-1	0	0	0	0	0	-1	-1	0	1	1	2
0	33	12	-1	167	data/units/players/hunter/hunter_male_3p/apprentice/hm_apprentice_helm.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	34	12	-1	168	data/units/players/hunter/hunter_male_3p/arcane_light/hm_arcane_light_helm.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	35	12	-1	169	data/units/players/hunter/hunter_male_3p/arcane_heavy/hm_arcane_heavy_helm.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	36	12	-1	170	data/units/players/hunter/hunter_male_3p/mystic_light/hm_mystic_light_helm.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	37	12	-1	171	data/units/players/hunter/hunter_male_3p/mystic_heavy/hm_mystic_heavy_helm.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	0	0	0	172			-1	-1	0	0	0	0	0	-1	-1	0	1	1	2
0	39	12	-1	173	data/units/players/hunter/hunter_male_3p/power_heavy/hm_power_heavy_helmet.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	41	12	-1	174	data/units/players/hunter/hunter_male_3p/tech_light/hm_tech_light_helm.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	42	12	-1	175	data/units/players/hunter/hunter_male_3p/tech_heavy/hm_tech_heavy_helm.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	0	0	0	176			-1	-1	0	0	0	0	0	-1	-1	0	1	1	2
0	0	0	0	177			-1	-1	0	0	0	0	0	-1	-1	0	1	1	2
0	0	0	0	178			-1	-1	0	0	0	0	0	-1	-1	0	1	1	2
0	27	63	-1	179	data/units/players/street/female_3p/military01/gf_military01.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	28	63	-1	180	data/units/players/street/female_3p/mechanic01/gf_mechanic01.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	29	63	-1	181	data/units/players/street/female_3p/vagrant01/gf_vagrant01.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	30	63	-1	182	data/units/players/street/female_3p/apocalyptic01/gf_apocalyptic01.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	31	63	-1	183	data/units/players/street/female_3p/veteran01/gf_veteran01.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	32	63	-1	184	data/units/players/street/female_3p/proper01/gf_proper01.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	27	16	-1	185	data/units/players/street/male_3p/military01/gm_military01.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	28	16	-1	186	data/units/players/street/male_3p/mechanic01/gm_mechanic01.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	29	16	-1	187	data/units/players/street/male_3p/vagrant01/gm_vagrant01.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	30	16	-1	188	data/units/players/street/male_3p/apocalyptic01/gm_apocalyptic01.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	31	16	-1	189	data/units/players/street/male_3p/veteran01/gm_veteran01.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	32	16	-1	190	data/units/players/street/male_3p/proper01/gm_proper01.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	46	16	-1	191	data/units/players/npc/npc_male_3p/murmur/npc_murmur_body.GR2	ActorTemplar_Leather	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	67	28	-1	192	data/units/players/heads/male/murmur/murmur_head.GR2	ActorTemplar_Head	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	47	16	-1	193	data/units/players/npc/npc_male_3p/murmur_ruined/npc_murmur_ruined.GR2	ActorTemplar_Leather	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	67	29	-1	194	data/units/players/heads/male/murmur/murmur_head.GR2	ActorTemplar_Head	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	67	31	-1	195	data/units/players/heads/male/npc_consul/npc_consul_head.GR2	ActorTemplar_Head	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	67	30	-1	196	data/units/players/heads/male/lucious/lucious_head.GR2	ActorTemplar_Head	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	48	-1	197	data/units/players/heads/male/Hair/lucious_hair/lucious_hair.GR2	ActorTemplar_Hair	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	30	62	198	data/units/players/heads/male/facial_hair/lucious_beard/lucious_beard.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	49	16	-1	199	data/units/players/npc/npc_male_3p/lucious/npc_lucious_body.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	48	16	-1	200	data/units/players/npc/npc_male_3p/bodger/npc_bodger_body.GR2	ActorTemplar_Leather	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	50	16	-1	201	data/units/players/npc/npc_male_3p/techsmith/npc_techsmith_body.GR2	T314	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	51	16	-1	202	data/units/players/npc/npc_male_3p/techsmith/npc_techsmith_helm.GR2	T314	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	52	16	-1	203	data/units/players/heads/male/male_4/male_4_head.GR2	T314	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	53	16	-1	204	data/units/players/npc/npc_male_3p/techsmith/npc_techsmith_stage2_body.GR2	T314	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	54	16	-1	205	data/units/players/npc/npc_male_3p/techsmith/npc_techsmith_stage2_helm.GR2	T314	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	55	16	-1	206	data/units/players/npc/npc_male_3p/techsmith/npc_techsmith_stage2_face.GR2	T314	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	56	16	-1	207	data/units/players/npc/npc_male_3p/techsmith/npc_techsmith_stage3_body.GR2	T314	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	57	16	-1	208	data/units/players/npc/npc_male_3p/techsmith/npc_techsmith_stage3_head.GR2	T314	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	58	63	-1	209	data/units/players/npc/npc_female_3p/emmera/npc_emmera_body.GR2	ActorTemplar_Leather	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	90	-1	210	data/units/players/heads/female/hair/emmera_hair/emmera_hair.GR2	ActorTemplar_Hair	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	67	74	-1	211	data/units/players/heads/female/emmera/emmera_head.GR2	ActorTemplar_Head	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	59	16	-1	212	data/units/players/npc/npc_male_3p/Truth/npc_truth_male_body.GR2	ActorTemplar_Leather	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	59	63	-1	213	data/units/players/npc/npc_female_3p/gf_truth/gf_truth_pristine.GR2	ActorTemplar_Leather	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	60	63	-1	214	data/units/players/npc/npc_female_3p/child_truth/child_truth_pristine.GR2	ActorTemplar_Leather	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	67	75	-1	215	data/units/players/heads/female/child_truth/child_truth_head.GR2	ActorTemplar_Head	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	13	16	-1	216	data/units/players/bodies/male/male_bare_body.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	61	16	-1	217	data/units/players/heads/male/male_eyepiece/monocle_male.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	61	63	-1	218	data/units/players/heads/female/female_eyepiece/monocle_female.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	64	16	-1	219	data/units/players/heads/male/Male_Skull/Male_Skull.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	64	63	-1	220	data/units/players/heads/female/Female_Skull/Female_Skull.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	65	16	-1	221	data/units/players/general/general_male_3p/santa_helm/gm_santa_helm.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	65	63	-1	222	data/units/players/general/general_female_3p/santa_helm/gf_santa_helm.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	66	16	-1	223	data/units/players/hunter/hunter_male_3p/arcane_heavy/hm_arcane_heavy.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	66	63	-1	224	data/units/players/hunter/hunter_female_3p/arcane_heavy/hf_arcane_heavy.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	62	16	-1	225	data/units/players/hunter/hunter_male_3p/tech_light/hm_tech_light_helm.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	62	63	-1	226	data/units/players/hunter/hunter_female_3p/tech_light/hf_tech_light_helm.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	32	-1	227	data/units/players/heads/male/hair/male_hair_01/male_hair_01.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	33	-1	228	data/units/players/heads/male/hair/male_hair_02/male_hair_02.GR2	ActorTemplar_Hair	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	34	-1	229	data/units/players/heads/male/hair/male_hair_03/male_hair_03.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	35	-1	230	data/units/players/heads/male/hair/male_hair_04/male_hair_04.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	36	-1	231	data/units/players/heads/male/hair/male_hair_05/male_hair_05.GR2	ActorTemplar_Hair	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	37	-1	232	data/units/players/heads/male/hair/male_hair_06/male_hair_06.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	38	-1	233	data/units/players/heads/male/hair/male_hair_07/male_hair_07.GR2	ActorTemplar_Hair	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	39	-1	234	data/units/players/heads/male/hair/male_hair_08/male_hair_08.GR2	ActorTemplar_Hair	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	40	-1	235	data/units/players/heads/male/hair/male_hair_09/male_hair_09.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	41	-1	236	data/units/players/heads/male/hair/male_hair_10/male_hair_10.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	42	-1	237	data/units/players/heads/male/hair/male_hair_11/male_hair_11.GR2	ActorTemplar_Hair	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	43	-1	238	data/units/players/heads/male/hair/male_hair_12/male_hair_12.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	44	-1	239	data/units/players/heads/male/hair/male_hair_13/male_hair_13.GR2	ActorTemplar_Hair	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	45	-1	240	data/units/players/heads/male/hair/male_hair_14/male_hair_14.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	46	-1	241	data/units/players/heads/male/hair/male_hair_15/male_hair_15.GR2	ActorTemplar_Hair	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	68	47	-1	242	data/units/players/heads/male/hair/male_hair_16/male_hair_16.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	67	17	-1	243	data/units/players/heads/male/male_1/male_1_head.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	17	49	244	data/units/players/heads/male/facial_hair/facial_hair_01/facial_hair_01.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	17	50	245	data/units/players/heads/male/facial_hair/facial_hair_02/facial_hair_02.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	17	51	246	data/units/players/heads/male/facial_hair/facial_hair_03/facial_hair_03.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	17	52	247	data/units/players/heads/male/facial_hair/facial_hair_04/facial_hair_04.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	17	53	248	data/units/players/heads/male/facial_hair/facial_hair_05/facial_hair_05.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	17	54	249	data/units/players/heads/male/facial_hair/facial_hair_06/facial_hair_06.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	17	55	250	data/units/players/heads/male/facial_hair/facial_hair_07/facial_hair_07.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	17	56	251	data/units/players/heads/male/facial_hair/facial_hair_08/facial_hair_08.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	17	57	252	data/units/players/heads/male/facial_hair/facial_hair_09/facial_hair_09.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	17	58	253	data/units/players/heads/male/facial_hair/facial_hair_10/facial_hair_10.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	17	59	254	data/units/players/heads/male/facial_hair/facial_hair_11/facial_hair_11.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	17	60	255	data/units/players/heads/male/facial_hair/facial_hair_12/facial_hair_12.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	17	61	256	data/units/players/heads/male/facial_hair/facial_hair_13/facial_hair_13.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	67	18	-1	257	data/units/players/heads/male/male_2/male_2_head.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	18	49	258	data/units/players/heads/male/facial_hair/facial_hair_01/facial_hair_01_h2.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	18	50	259	data/units/players/heads/male/facial_hair/facial_hair_02/facial_hair_02_h2.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	18	51	260	data/units/players/heads/male/facial_hair/facial_hair_03/facial_hair_03_h2.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	18	52	261	data/units/players/heads/male/facial_hair/facial_hair_04/facial_hair_04_h2.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	18	53	262	data/units/players/heads/male/facial_hair/facial_hair_05/facial_hair_05_h2.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	18	54	263	data/units/players/heads/male/facial_hair/facial_hair_06/facial_hair_06_h2.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	18	55	264	data/units/players/heads/male/facial_hair/facial_hair_07/facial_hair_07_h2.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	18	56	265	data/units/players/heads/male/facial_hair/facial_hair_08/facial_hair_08_h2.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	18	57	266	data/units/players/heads/male/facial_hair/facial_hair_09/facial_hair_09_h2.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	18	58	267	data/units/players/heads/male/facial_hair/facial_hair_10/facial_hair_10_h2.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	18	59	268	data/units/players/heads/male/facial_hair/facial_hair_11/facial_hair_11_h2.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	18	60	269	data/units/players/heads/male/facial_hair/facial_hair_12/facial_hair_12_h2.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	18	61	270	data/units/players/heads/male/facial_hair/facial_hair_13/facial_hair_13_h2.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	67	19	-1	271	data/units/players/heads/male/male_3/male_3_head.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	19	49	272	data/units/players/heads/male/facial_hair/facial_hair_01/facial_hair_01_h3.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	19	50	273	data/units/players/heads/male/facial_hair/facial_hair_02/facial_hair_02_h3.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	19	51	274	data/units/players/heads/male/facial_hair/facial_hair_03/facial_hair_03_h3.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	19	52	275	data/units/players/heads/male/facial_hair/facial_hair_04/facial_hair_04_h3.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	19	53	276	data/units/players/heads/male/facial_hair/facial_hair_05/facial_hair_05_h3.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	19	54	277	data/units/players/heads/male/facial_hair/facial_hair_06/facial_hair_06_h3.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	19	55	278	data/units/players/heads/male/facial_hair/facial_hair_07/facial_hair_07_h3.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	19	56	279	data/units/players/heads/male/facial_hair/facial_hair_08/facial_hair_08_h3.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	19	57	280	data/units/players/heads/male/facial_hair/facial_hair_09/facial_hair_09_h3.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	19	58	281	data/units/players/heads/male/facial_hair/facial_hair_10/facial_hair_10_h3.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	19	59	282	data/units/players/heads/male/facial_hair/facial_hair_11/facial_hair_11_h3.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	19	60	283	data/units/players/heads/male/facial_hair/facial_hair_12/facial_hair_12_h3.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	19	61	284	data/units/players/heads/male/facial_hair/facial_hair_13/facial_hair_13_h3.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	67	20	-1	285	data/units/players/heads/male/male_4/male_4_head.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	20	49	286	data/units/players/heads/male/facial_hair/facial_hair_01/facial_hair_01_h4.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	20	50	287	data/units/players/heads/male/facial_hair/facial_hair_02/facial_hair_02_h4.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	20	51	288	data/units/players/heads/male/facial_hair/facial_hair_03/facial_hair_03_h4.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	20	52	289	data/units/players/heads/male/facial_hair/facial_hair_04/facial_hair_04_h4.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	20	53	290	data/units/players/heads/male/facial_hair/facial_hair_05/facial_hair_05_h4.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	20	54	291	data/units/players/heads/male/facial_hair/facial_hair_06/facial_hair_06_h4.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	20	55	292	data/units/players/heads/male/facial_hair/facial_hair_07/facial_hair_07_h4.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	20	56	293	data/units/players/heads/male/facial_hair/facial_hair_08/facial_hair_08_h4.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	20	57	294	data/units/players/heads/male/facial_hair/facial_hair_09/facial_hair_09_h4.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	20	58	295	data/units/players/heads/male/facial_hair/facial_hair_10/facial_hair_10_h4.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	20	59	296	data/units/players/heads/male/facial_hair/facial_hair_11/facial_hair_11_h4.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	20	60	297	data/units/players/heads/male/facial_hair/facial_hair_12/facial_hair_12_h4.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	20	61	298	data/units/players/heads/male/facial_hair/facial_hair_13/facial_hair_13_h4.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	67	21	-1	299	data/units/players/heads/male/male_5/male_5_head.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	21	49	300	data/units/players/heads/male/facial_hair/facial_hair_01/facial_hair_01_h5.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	21	50	301	data/units/players/heads/male/facial_hair/facial_hair_02/facial_hair_02_h5.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	21	51	302	data/units/players/heads/male/facial_hair/facial_hair_03/facial_hair_03_h5.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	21	52	303	data/units/players/heads/male/facial_hair/facial_hair_04/facial_hair_04_h5.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	21	53	304	data/units/players/heads/male/facial_hair/facial_hair_05/facial_hair_05_h5.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	21	54	305	data/units/players/heads/male/facial_hair/facial_hair_06/facial_hair_06_h5.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	21	55	306	data/units/players/heads/male/facial_hair/facial_hair_07/facial_hair_07_h5.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	21	56	307	data/units/players/heads/male/facial_hair/facial_hair_08/facial_hair_08_h5.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	21	57	308	data/units/players/heads/male/facial_hair/facial_hair_09/facial_hair_09_h5.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	21	58	309	data/units/players/heads/male/facial_hair/facial_hair_10/facial_hair_10_h5.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	21	59	310	data/units/players/heads/male/facial_hair/facial_hair_11/facial_hair_11_h5.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	21	60	311	data/units/players/heads/male/facial_hair/facial_hair_12/facial_hair_12_h5.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	21	61	312	data/units/players/heads/male/facial_hair/facial_hair_13/facial_hair_13_h5.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	67	22	-1	313	data/units/players/heads/male/male_6/male_6_head.GR2	ActorTemplar_3p	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	22	49	314	data/units/players/heads/male/facial_hair/facial_hair_01/facial_hair_01_h6.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	22	50	315	data/units/players/heads/male/facial_hair/facial_hair_02/facial_hair_02_h6.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
0	69	22	51	316	data/units/players/heads/male/facial_hair/facial_hair_03/facial_hair_03_h6.GR2	Hair_Soft	-1	0	0	0	0	0	0	-0.5	-0.5	0	0.5	0.5	2
