PROPS	name	outDoor	outDoorVisibility	computeAmbientOcclusion	noMonsterSpawn	noAdventures	noSubLevelEntrance	occupiesNodes	raisesNodes	fullCollision	dontObstructSound	dontOccludeVisibility	thirdPersonCameraIgnore	rtsCameraIgnore	havokSliceType	roomVersion	nodeBuffer	reverbEnvironment	backGroundSound	noGore	noHumans
"3,1,0,-1,0,-1"	Props\Vehicles\Auto_A_glass	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Auto_Ab	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Auto_Ac	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Auto_B	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,1,0,-1,0,-1"	Props\Vehicles\Auto_B_glass	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Auto_Bc	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Auto_C	0	0	1	0	0	0	1	1	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,1,0,-1,0,-1"	Props\Vehicles\Auto_C_glass	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Auto_Cb	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Auto_Cc	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Delivery_van_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,1,0,-1,0,-1"	Props\Vehicles\Delivery_van_A_glass	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Delivery_van_Ab	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Delivery_van_Ac	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\double_decker_bus_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,1,0,-1,0,-1"	Props\Vehicles\double_decker_bus_A_glass	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\double_decker_bus_Ab	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\double_decker_bus_Ac	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Motorcycle_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Motorcycle_Ab	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Police_Auto_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,1,0,-1,0,-1"	Props\Vehicles\Police_Auto_A_glass	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Police_Auto_B	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,1,0,-1,0,-1"	Props\Vehicles\Police_Auto_B_glass	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Police_Auto_Bc	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Police_Auto_C	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,1,0,-1,0,-1"	Props\Vehicles\Police_Auto_C_glass	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Police_Auto_Cb	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Police_van_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,1,0,-1,0,-1"	Props\Vehicles\Police_van_A_glass	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Police_van_Ab	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Police_van_Ac	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Auto_D	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Auto_E	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\Auto_F	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,1,0,-1,0,-1"	Props\Vehicles\battletrain_a	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\TrainCar_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\TrainCar_B	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\TrainCar_B_01	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\TrainCar_C	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Vehicles\TrainCar_D	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Fuel_Truck_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Fuel_Truck_Ab	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Fuel_Truck_Ac	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Military_Car_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Military_Car_Ac	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Missile_Truck_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Missile_Truck_Ab	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Missile_Truck_Ac	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Panther_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,1,0,-1,0,-1"	Props\MilitaryVehicles\Panther_A_glass	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Panther_Ab	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Panther_Ac	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Supply_Truck_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Supply_Truck_Ab	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Supply_Truck_Ac	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Tank_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Tank_Ab	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Tank_Ac	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\Troop_Carrier_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\UltraMV_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\UltraMV_Ab	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\MilitaryVehicles\UltraMV_Ac	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Military\Sandbag_Barrier_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Military\Sandbag_Barrier_B	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Military\Sandbag_Barrier_C	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\SatCom_Gear_A	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\SatCom_Gear_B	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\SatCom_Gear_C	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\SatCom_Gear_D	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\SatCom_Gear_E	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\FoldingTable_Aa	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\FoldingTable_Ab	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\FoldingChair_A	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\Military_Generator_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\Military_Generator_B	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\Military_Generator_C	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\Military_Generator_C_lights_on	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Military\Riot_Barrier_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Military\Riot_Barrier_B	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Military\Riot_Barrier_C	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\Tent_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Military\Tent_B	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\Military\Cot_A	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Mobile_Tech_A	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Templar_Portal_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Vendor_Post_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Vendor_Post_B	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\ControlPanelA	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\TemplarGate_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Charge_Chair_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Templar_Generator_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Communication_Post_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Light_A	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Party_Console_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Locker_A	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\med_table	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\med_box	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\TemplarPortalA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\templar_crateA	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\templar_crateB	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\templar_crateC	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\warp_stepsA	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\warp_stepsB	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\warp_stepsC	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Templar_light	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Sigil	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Templar_Tube_A	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\Templar_Tube_B	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\cable_big	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\relocation_platform	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\platform_A	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\platform_B	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\platform_steps_A	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\platform_steps_B	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\platform_steps_C	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\platform_bridge	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\doorbell_A	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\wall_widget_A	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\pipeage_A	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\bunks_A	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\gundown_collision	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\collision_2m	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\collision_Warp	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\collision_WarpBack	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,62,0,-1,0,-1"	Props\TemplarTech\collision_stash	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Moai_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Lion_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Ramses_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Monument_A	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Sarcophagus_Aa	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Sarcophagus_Ab	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Sarcophagus_Ba	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Sarcophagus_Bb	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Coffin_Aa	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Coffin_Ab	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Coffin_Ac	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Display_Case_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Display_Case_B	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Display_Case_C	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Display_Case_D	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Storage_Crate_Aa	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Storage_Crate_Ab	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Storage_Crate_Ba	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Storage_Crate_Bb	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Pottery_A	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Pottery_B	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Pottery_C	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Pottery_D	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Pottery_E	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Pottery_F	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Pottery_G	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Pottery_H	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Pottery_I	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Pottery_J	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Base_A	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Base_B	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Base_C	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\Base_D	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\BritishMuseum\police_box	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Armoire_Aa	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Armoire_Ab	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Armoire_Ac	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Bed_Aa	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Bed_Ab	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Bed_Ac	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Bed_Ad	0	0	0	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Bed_Ba	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Bed_Bb	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Bed_Bc	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Bed_Bd	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Bookshelf_Aa	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Bookshelf_Ab	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Bookshelf_Ac	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Dresser_Aa	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\CoffeeTable_Aa	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\DiningTable_Aa	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Sofa_Aa	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
"3,60,0,-1,0,-1"	Props\Residential\Sofa_Ba	0	0	1	0	0	0	1	0	0	1	1	0	1	0	0	0.5		-1	-1	-1
