ReferenceId	Unknown1	StringId	Unknown2	String	Attribute1	Attribute2	Attribute3	Attribute4
14364	1290	affix dom precision bonus tech 1	0	Precision Augmentation [item]	English			
14365	2789	affix dom precision bonus tech 1 desc	0	Precision Augmentation	English			
14366	1291	affix dom precision bonus tech 2	0	Precision Enhancement [item]	English			
14367	1466	affix dom precision bonus tech 2 desc	0	Precision Enhancement	English			
14368	1292	affix dom precision bonus tech 3	0	Precision Maximization [item]	English			
14369	143	affix dom precision bonus tech 3 desc	0	Precision Maximization	English			
14370	2734	affix sub consistency bonus 1	0	Accurate [item]	English			
14371	1113	affix sub consistency bonus 1 desc	0	Accurate	English			
14372	2735	affix sub consistency bonus 2	0	Precise [item]	English			
14373	3886	affix sub consistency bonus 2 desc	0	Precise	English			
14374	2736	affix sub consistency bonus 3	0	Veracious [item]	English			
14375	2563	affix sub consistency bonus 3 desc	0	Veracious	English			
14376	3347	affix sub consistency bonus beam 1	0	Steady [item]	English			
14377	1122	affix sub consistency bonus beam 1 desc	0	Steady	English			
14378	3348	affix sub consistency bonus beam 2	0	Consistent [item]	English			
14379	3895	affix sub consistency bonus beam 2 desc	0	Consistent	English			
14380	3349	affix sub consistency bonus beam 3	0	Faultless [item]	English			
14381	2572	affix sub consistency bonus beam 3 desc	0	Faultless	English			
14382	2819	affix sub DamageSkillGroup_Blademaster1	0	Sharp [item]	English			
14383	3346	affix sub DamageSkillGroup_Blademaster1 desc	0	Sharp	English			
14384	2820	affix sub DamageSkillGroup_Blademaster2	0	Sharper [item]	English			
14385	2023	affix sub DamageSkillGroup_Blademaster2 desc	0	Sharper	English			
14386	2821	affix sub DamageSkillGroup_Blademaster3	0	Sharpened [item]	English			
14387	700	affix sub DamageSkillGroup_Blademaster3 desc	0	Sharpened	English			
14388	2326	affix sub DamageSkillGroup_Guardian1	0	Forceful [item]	English			
14389	225	affix sub DamageSkillGroup_Guardian1 desc	0	Forceful	English			
14390	2327	affix sub DamageSkillGroup_Guardian2	0	Forceful II [item]	English			
14391	2998	affix sub DamageSkillGroup_Guardian2 desc	0	Forceful II	English			
14392	2328	affix sub DamageSkillGroup_Guardian3	0	Forceful III [item]	English			
14393	1675	affix sub DamageSkillGroup_Guardian3 desc	0	Forceful III	English			
14394	1137	affix sub DamageSkillGroup_Marksman1	0	Smithed [item]	English			
14395	408	affix sub DamageSkillGroup_Marksman1 desc	0	Smithed	English			
14396	1138	affix sub DamageSkillGroup_Marksman2	0	Gunsmithed [item]	English			
14397	3181	affix sub DamageSkillGroup_Marksman2 desc	0	Gunsmithed	English			
14398	1139	affix sub DamageSkillGroup_Marksman3	0	Sighted [item]	English			
14399	1858	affix sub DamageSkillGroup_Marksman3 desc	0	Sighted	English			
14400	800	affix sub DamageSkillGroup_Engineer1	0	Restored [item]	English			
14401	3891	affix sub DamageSkillGroup_Engineer1 desc	0	Restored	English			
14402	801	affix sub DamageSkillGroup_Engineer2	0	Restored II [item]	English			
14403	2568	affix sub DamageSkillGroup_Engineer2 desc	0	Restored II	English			
14404	802	affix sub DamageSkillGroup_Engineer3	0	Restored III [item]	English			
14405	1245	affix sub DamageSkillGroup_Engineer3 desc	0	Restored III	English			
14406	499	affix sub DamageSkillGroup_Evoker1	0	Augmented [item]	English			
14407	706	affix sub DamageSkillGroup_Evoker1 desc	0	Augmented	English			
14408	500	affix sub DamageSkillGroup_Evoker2	0	Increscent [item]	English			
14409	3479	affix sub DamageSkillGroup_Evoker2 desc	0	Increscent	English			
14410	501	affix sub DamageSkillGroup_Evoker3	0	Magnified [item]	English			
14411	2156	affix sub DamageSkillGroup_Evoker3 desc	0	Magnified	English			
14412	3064	affix sub stealth melee dam 1	0	Coiled [item]	English			
14413	2795	affix sub stealth melee dam 1 desc	0	Coiled	English			
14414	3065	affix sub stealth melee dam 2	0	Serpentine [item]	English			
14415	1472	affix sub stealth melee dam 2 desc	0	Serpentine	English			
14416	3066	affix sub stealth melee dam 3	0	Zig Zag [item]	English			
14417	149	affix sub stealth melee dam 3 desc	0	Zig Zag	English			
14418	2531	affix sub nasty	0	Fouled [item]	English			
14419	3442	affix sub nasty desc	0	Fouled	English			
14420	936	affix sub filthy	0	Blackened [item]	English			
14421	91	affix sub filthy desc	0	Blackened	English			
14422	1253	affix sub orbcooldown 1	0	Accelerated [item]	English			
14423	2588	affix sub orbcooldown 1 desc	0	Accelerated	English			
14424	1254	affix sub orbcooldown 2	0	Ardent [item]	English			
14425	1265	affix sub orbcooldown 2 desc	0	Ardent	English			
14426	1255	affix sub orbcooldown 3	0	Expeditious [item]	English			
14427	4038	affix sub orbcooldown 3 desc	0	Expeditious	English			
14428	614	affix sub orbpowercost 1	0	Avaricious [item]	English			
14429	113	affix sub orbpowercost 1 desc	0	Avaricious	English			
14430	615	affix sub orbpowercost 2	0	Rapacious [item]	English			
14431	2886	affix sub orbpowercost 2 desc	0	Rapacious	English			
14432	616	affix sub orbpowercost 3	0	Parsimonious [item]	English			
14433	1563	affix sub orbpowercost 3 desc	0	Parsimonious	English			
14434	1524	affix sub prayer level 1	0		English			
14435	407	affix sub prayer level 1 desc	0		English			
14436	1525	affix sub prayer level 2	0		English			
14437	3180	affix sub prayer level 2 desc	0		English			
14438	1817	affix sub prayer cooldown 1	0	Prayerflash [item]	English			
14439	1888	affix sub prayer cooldown 1 desc	0	Prayerflash	English			
14440	1818	affix sub prayer cooldown 2	0	Prayerfury [item]	English			
14441	565	affix sub prayer cooldown 2 desc	0	Prayerfury	English			
14442	1819	affix sub prayer cooldown 3	0	Prayerfrenzy [item]	English			
14443	3338	affix sub prayer cooldown 3 desc	0	Prayerfrenzy	English			
14444	1002	affix sub prayer powercost 1	0	Prayerzing [item]	English			
14445	2885	affix sub prayer powercost 1 desc	0	Prayerzing	English			
14446	1003	affix sub prayer powercost 2	0	Prayerzest [item]	English			
14447	1562	affix sub prayer powercost 2 desc	0	Prayerzest	English			
14448	1004	affix sub prayer powercost 3	0	Prayerzeal [item]	English			
14449	239	affix sub prayer powercost 3 desc	0	Prayerzeal	English			
14450	3640	affix sub marksman cooldown 1	0	Triggered [item]	English			
14451	2603	affix sub marksman cooldown 1 desc	0	Triggered	English			
14452	3641	affix sub marksman cooldown 2	0	Quickdrawn [item]	English			
14453	1280	affix sub marksman cooldown 2 desc	0	Quickdrawn	English			
14454	3642	affix sub marksman cooldown 3	0	Snapshot [item]	English			
14455	4053	affix sub marksman cooldown 3 desc	0	Snapshot	English			
14456	2917	affix sub marksman powercost 1	0	Sparing [item]	English			
14457	668	affix sub marksman powercost 1 desc	0	Sparing	English			
14458	2918	affix sub marksman powercost 2	0	Efficient [item]	English			
14459	3441	affix sub marksman powercost 2 desc	0	Efficient	English			
14460	2919	affix sub marksman powercost 3	0	Spartan [item]	English			
14461	2118	affix sub marksman powercost 3 desc	0	Spartan	English			
14462	1346	affix sub blademaster cooldown 1	0	Glorified [item]	English			
14463	2429	affix sub blademaster cooldown 1 desc	0	Glorified	English			
14464	1347	affix sub blademaster cooldown 2	0	Exalted [item]	English			
14465	1106	affix sub blademaster cooldown 2 desc	0	Exalted	English			
14466	1348	affix sub blademaster cooldown 3	0	Zealous [item]	English			
14467	3879	affix sub blademaster cooldown 3 desc	0	Zealous	English			
14468	4055	affix sub blademaster powercost 1	0	Moderate [item]	English			
14469	2422	affix sub blademaster powercost 1 desc	0	Moderate	English			
14470	4056	affix sub blademaster powercost 2	0	Practical [item]	English			
14471	1099	affix sub blademaster powercost 2 desc	0	Practical	English			
14472	4057	affix sub blademaster powercost 3	0	Miserly [item]	English			
14473	3872	affix sub blademaster powercost 3 desc	0	Miserly	English			
14474	717	affix dom acc tech	0	Optic Enhancement [item]	English			
14475	3108	affix dom acc tech desc	0	Optic Enhancement	English			
14476	990	affix dom str relic	0	Strength [item]	English			
14477	2377	affix dom str relic desc	0	Strength	English			
14478	2849	affix dom will relic	0	Arcane [item]	English			
14479	520	affix dom will relic desc	0	Arcane	English			
14480	3569	affix sub acc armor 1	0	Refined [item]	English			
14481	2328	affix sub acc armor 1 desc	0	Refined	English			
14482	3570	affix sub acc armor 2	0	Eagle's [item]	English			
14483	1005	affix sub acc armor 2 desc	0	Eagle's	English			
14484	3571	affix sub acc armor 3	0	Falcon's [item]	English			
14485	3778	affix sub acc armor 3 desc	0	Falcon's	English			
14486	3572	affix sub acc armor 4	0	Zephyr's [item]	English			
14487	2455	affix sub acc armor 4 desc	0	Zephyr's	English			
14488	2551	affix sub str armor 1	0	Burly [item]	English			
14489	1558	affix sub str armor 1 desc	0	Burly	English			
14490	2552	affix sub str armor 2	0	Hound's [item]	English			
14491	235	affix sub str armor 2 desc	0	Hound's	English			
14492	2553	affix sub str armor 3	0	Tiger's [item]	English			
14493	3008	affix sub str armor 3 desc	0	Tiger's	English			
14494	2554	affix sub str armor 4	0	Lionheart [item]	English			
14495	1685	affix sub str armor 4 desc	0	Lionheart	English			
14496	2310	affix sub sta armor 1	0	Mammoth's [item]	English			
14497	913	affix sub sta armor 1 desc	0	Mammoth's	English			
14498	2311	affix sub sta armor 2	0	Titan's [item]	English			
14499	3686	affix sub sta armor 2 desc	0	Titan's	English			
14500	2312	affix sub sta armor 3	0	Juggernaut's [item]	English			
14501	2363	affix sub sta armor 3 desc	0	Juggernaut's	English			
14502	2313	affix sub sta armor 4	0	Leviathan's [item]	English			
14503	1040	affix sub sta armor 4 desc	0	Leviathan's	English			
14504	298	affix sub will armor 1	0	Clever [item]	English			
14505	389	affix sub will armor 1 desc	0	Clever	English			
14506	299	affix sub will armor 2	0	Friar's [item]	English			
14507	3162	affix sub will armor 2 desc	0	Friar's	English			
14508	300	affix sub will armor 3	0	Bishop's [item]	English			
14509	1839	affix sub will armor 3 desc	0	Bishop's	English			
14510	301	affix sub will armor 4	0	Archbishop's [item]	English			
14511	516	affix sub will armor 4 desc	0	Archbishop's	English			
14512	3327	affix sub all stat armor scaled 1	0	Bold [item]	English			
14513	3006	affix sub all stat armor scaled 1 desc	0	Bold	English			
14514	3328	affix sub all stat armor scaled 2	0	Courageous [item]	English			
14515	1683	affix sub all stat armor scaled 2 desc	0	Courageous	English			
14516	3329	affix sub all stat armor scaled 3	0	Fearless [item]	English			
14517	360	affix sub all stat armor scaled 3 desc	0	Fearless	English			
14518	946	affix sub all stat armor_fixed 1	0	Traveler's [item]	English			
14519	3245	affix sub all stat armor_fixed 1 desc	0	Traveler's	English			
14520	951	affix sub all stat armor_fixed 6	0	Madcap's [item]	English			
14521	726	affix sub all stat armor_fixed 6 desc	0	Madcap's	English			
14522	3550	affix sub hp armor 1	0	Healthy [item]	English			
14523	2889	affix sub hp armor 1 desc	0	Healthy	English			
14524	3551	affix sub hp armor 2	0	Bountiful [item]	English			
14525	1566	affix sub hp armor 2 desc	0	Bountiful	English			
14526	3552	affix sub hp armor 3	0	Robust [item]	English			
14527	243	affix sub hp armor 3 desc	0	Robust	English			
14528	3553	affix sub hp armor 4	0	Vigorous [item]	English			
14529	3016	affix sub hp armor 4 desc	0	Vigorous	English			
14530	313	affix sub hp armor_fixed 1	0	Medic's [item]	English			
14531	1024	affix sub hp armor_fixed 1 desc	0	Medic's	English			
14532	314	affix sub hp armor_fixed 2	0	Intern's [item]	English			
14533	3797	affix sub hp armor_fixed 2 desc	0	Intern's	English			
14534	315	affix sub hp armor_fixed 3	0	Doctor's [item]	English			
14535	2474	affix sub hp armor_fixed 3 desc	0	Doctor's	English			
14536	316	affix sub hp armor_fixed 4	0	Physician's [item]	English			
14537	1151	affix sub hp armor_fixed 4 desc	0	Physician's	English			
14538	317	affix sub hp armor_fixed 5	0	Surgeon's [item]	English			
14539	3924	affix sub hp armor_fixed 5 desc	0	Surgeon's	English			
14540	318	affix sub hp armor_fixed 6	0	Sawbones [item]	English			
14541	2601	affix sub hp armor_fixed 6 desc	0	Sawbones	English			
14542	81	affix sub hp pct armor 1	0	Sustaining [item]	English			
14543	760	affix sub hp pct armor 1 desc	0	Sustaining	English			
14544	82	affix sub hp pct armor 2	0	Restorative [item]	English			
14545	3533	affix sub hp pct armor 2 desc	0	Restorative	English			
14546	83	affix sub hp pct armor 3	0	Bracing [item]	English			
14547	2210	affix sub hp pct armor 3 desc	0	Bracing	English			
14548	3873	affix sub health regen armor 1	0	Healing [item]	English			
14549	1544	affix sub health regen armor 1 desc	0	Healing	English			
14550	3874	affix sub health regen armor 2	0	Medicant [item]	English			
14551	221	affix sub health regen armor 2 desc	0	Medicant	English			
14552	3875	affix sub health regen armor 3	0	Panacea [item]	English			
14553	2994	affix sub health regen armor 3 desc	0	Panacea	English			
14554	1779	affix sub power armor 1	0	Energizing [item]	English			
14555	3010	affix sub power armor 1 desc	0	Energizing	English			
14556	1780	affix sub power armor 2	0	Invigorating [item]	English			
14557	1687	affix sub power armor 2 desc	0	Invigorating	English			
14558	1781	affix sub power armor 3	0	Supercharged [item]	English			
14559	364	affix sub power armor 3 desc	0	Supercharged	English			
14560	1782	affix sub power armor 4	0	Hypercharged [item]	English			
14561	3137	affix sub power armor 4 desc	0	Hypercharged	English			
14562	694	affix sub power armor_fixed 1	0	Tutor's [item]	English			
14563	769	affix sub power armor_fixed 1 desc	0	Tutor's	English			
14564	695	affix sub power armor_fixed 2	0	Maven's [item]	English			
14565	3542	affix sub power armor_fixed 2 desc	0	Maven's	English			
14566	696	affix sub power armor_fixed 3	0	Pundit's [item]	English			
14567	2219	affix sub power armor_fixed 3 desc	0	Pundit's	English			
14568	697	affix sub power armor_fixed 4	0	Instructor's [item]	English			
14569	896	affix sub power armor_fixed 4 desc	0	Instructor's	English			
14570	698	affix sub power armor_fixed 5	0	Savant's [item]	English			
14571	3669	affix sub power armor_fixed 5 desc	0	Savant's	English			
14572	699	affix sub power armor_fixed 6	0	Guru's [item]	English			
14573	2346	affix sub power armor_fixed 6 desc	0	Guru's	English			
14574	1012	affix sub power regen armor 1	0	Recharging [item]	English			
14575	1943	affix sub power regen armor 1 desc	0	Recharging	English			
14576	1013	affix sub power regen armor 2	0	Reviving [item]	English			
14577	620	affix sub power regen armor 2 desc	0	Reviving	English			
14578	1014	affix sub power regen armor 3	0	Ameliorating [item]	English			
14579	3393	affix sub power regen armor 3 desc	0	Ameliorating	English			
14580	1206	affix sub speed 1	0	Agile [item]	English			
14581	3329	affix sub speed 1 desc	0	Agile	English			
14582	1207	affix sub speed 2	0	Spry [item]	English			
14583	2006	affix sub speed 2 desc	0	Spry	English			
14584	1208	affix sub speed 3	0	Nimble [item]	English			
14585	683	affix sub speed 3 desc	0	Nimble	English			
14586	1209	affix sub speed 4	0	Quicksilver [item]	English			
14587	3456	affix sub speed 4 desc	0	Quicksilver	English			
14588	92	affix sub luck 1	0	Lucky [item]	English			
14589	2591	affix sub luck 1 desc	0	Lucky	English			
14590	93	affix sub luck 2	0	Fortunate [item]	English			
14591	1268	affix sub luck 2 desc	0	Fortunate	English			
14592	94	affix sub luck 3	0	Prosperous [item]	English			
14593	4041	affix sub luck 3 desc	0	Prosperous	English			
14594	1044	affix sub phys defense armor 1	0	Stabilizing [item]	English			
14595	567	affix sub phys defense armor 1 desc	0	Stabilizing	English			
14596	1045	affix sub phys defense armor 2	0	Braced [item]	English			
14597	3340	affix sub phys defense armor 2 desc	0	Braced	English			
14598	1046	affix sub phys defense armor 3	0	Steadied [item]	English			
14599	2017	affix sub phys defense armor 3 desc	0	Steadied	English			
14600	58	affix sub fire defense armor 1	0	Extinguishing [item]	English			
14601	2517	affix sub fire defense armor 1 desc	0	Extinguishing	English			
14602	59	affix sub fire defense armor 2	0	Dousing [item]	English			
14603	1194	affix sub fire defense armor 2 desc	0	Dousing	English			
14604	60	affix sub fire defense armor 3	0	Stifling [item]	English			
14605	3967	affix sub fire defense armor 3 desc	0	Stifling	English			
14606	965	affix sub elec defense armor 1	0	Resistant [item]	English			
14607	2684	affix sub elec defense armor 1 desc	0	Resistant	English			
14608	966	affix sub elec defense armor 2	0	Shielded [item]	English			
14609	1361	affix sub elec defense armor 2 desc	0	Shielded	English			
14610	967	affix sub elec defense armor 3	0	Grounded [item]	English			
14611	38	affix sub elec defense armor 3 desc	0	Grounded	English			
14612	191	affix sub spec defense armor 1	0	Synchronized [item]	English			
14613	2686	affix sub spec defense armor 1 desc	0	Synchronized	English			
14614	192	affix sub spec defense armor 2	0	Harmonic [item]	English			
14615	1363	affix sub spec defense armor 2 desc	0	Harmonic	English			
14616	193	affix sub spec defense armor 3	0	Concordant [item]	English			
14617	40	affix sub spec defense armor 3 desc	0	Concordant	English			
14618	1627	affix sub toxic defense armor 1	0	Vaccinating [item]	English			
14619	3402	affix sub toxic defense armor 1 desc	0	Vaccinating	English			
14620	1628	affix sub toxic defense armor 2	0	Immunizing [item]	English			
14621	2079	affix sub toxic defense armor 2 desc	0	Immunizing	English			
14622	1629	affix sub toxic defense armor 3	0	Inoculating [item]	English			
14623	756	affix sub toxic defense armor 3 desc	0	Inoculating	English			
14624	664	affix sub total defense armor 1	0	Primal [item]	English			
14625	3595	affix sub total defense armor 1 desc	0	Primal	English			
14626	665	affix sub total defense armor 2	0	Chromatic [item]	English			
14627	2272	affix sub total defense armor 2 desc	0	Chromatic	English			
14628	666	affix sub total defense armor 3	0	Kaleidoscopic [item]	English			
14629	949	affix sub total defense armor 3 desc	0	Kaleidoscopic	English			
14630	3436	affix sub armor aug 1 small	0	Guarded [item]	English			
14631	2159	affix sub armor aug 1 small desc	0	Guarded	English			
14632	674	affix sub armor aug 1 large	0	Protected [item]	English			
14633	2653	affix sub armor aug 1 large desc	0	Protected	English			
14634	3637	affix sub armor aug 2 small	0	Solid [item]	English			
14635	2476	affix sub armor aug 2 small desc	0	Solid	English			
14636	875	affix sub armor aug 2 large	0	Resolute [item]	English			
14637	2970	affix sub armor aug 2 large desc	0	Resolute	English			
14638	3838	affix sub armor aug 3 small	0	Secure [item]	English			
14639	2793	affix sub armor aug 3 small desc	0	Secure	English			
14640	1076	affix sub armor aug 3 large	0	Impregnable [item]	English			
14641	3287	affix sub armor aug 3 large desc	0	Impregnable	English			
14642	4072	affix sub shield aug 1 small	0	Buffering [item]	English			
14643	411	affix sub shield aug 1 small desc	0	Buffering	English			
14644	1310	affix sub shield aug 1 large	0	Barricading [item]	English			
14645	905	affix sub shield aug 1 large desc	0	Barricading	English			
14646	177	affix sub shield aug 2 small	0	Absorbing [item]	English			
14647	728	affix sub shield aug 2 small desc	0	Absorbing	English			
14648	1511	affix sub shield aug 2 large	0	Assimilating [item]	English			
14649	1222	affix sub shield aug 2 large desc	0	Assimilating	English			
14650	378	affix sub shield aug 3 small	0	Redirecting [item]	English			
14651	1045	affix sub shield aug 3 small desc	0	Redirecting	English			
14652	1712	affix sub shield aug 3 large	0	Ablative [item]	English			
14653	1539	affix sub shield aug 3 large desc	0	Ablative 	English			
14654	818	affix sub total armor 1	0	Statuesque [item]	English			
14655	557	affix sub total armor 1 desc	0	Statuesque	English			
14656	819	affix sub total armor 2	0	Monolithic [item]	English			
14657	3330	affix sub total armor 2 desc	0	Monolithic	English			
14658	820	affix sub total armor 3	0	Colossal [item]	English			
14659	2007	affix sub total armor 3 desc	0	Colossal	English			
14660	1488	affix sub thorns phys armor 1	0	Barbed [item]	English			
14661	2979	affix sub thorns phys armor 1 desc	0	Barbed	English			
14662	1489	affix sub thorns phys armor 2	0	Asperous [item]	English			
14663	1656	affix sub thorns phys armor 2 desc	0	Asperous	English			
14664	1490	affix sub thorns phys armor 3	0	Thorned [item]	English			
14665	333	affix sub thorns phys armor 3 desc	0	Thorned 	English			
14666	3254	affix sub thorns fire armor 1	0	Fevered [item]	English			
14667	1281	affix sub thorns fire armor 1 desc	0	Fevered	English			
14668	3255	affix sub thorns fire armor 2	0	Febrile [item]	English			
14669	4054	affix sub thorns fire armor 2 desc	0	Febrile	English			
14670	3256	affix sub thorns fire armor 3	0	Pyretic [item]	English			
14671	2731	affix sub thorns fire armor 3 desc	0	Pyretic	English			
14672	3233	affix sub thorns elec armor 1	0	Powered [item]	English			
14673	392	affix sub thorns elec armor 1 desc	0	Powered	English			
14674	3234	affix sub thorns elec armor 2	0	Electrostatic [item]	English			
14675	3165	affix sub thorns elec armor 2 desc	0	Electrostatic	English			
14676	3235	affix sub thorns elec armor 3	0	Energized [item]	English			
14677	1842	affix sub thorns elec armor 3 desc	0	Energized 	English			
14678	731	affix sub thorns spec armor 1	0	Ethereal [item]	English			
14679	970	affix sub thorns spec armor 1 desc	0	Ethereal	English			
14680	732	affix sub thorns spec armor 2	0	Empyrean [item]	English			
14681	3743	affix sub thorns spec armor 2 desc	0	Empyrean	English			
14682	733	affix sub thorns spec armor 3	0	Celestial [item]	English			
14683	2420	affix sub thorns spec armor 3 desc	0	Celestial	English			
14684	703	affix sub thorns toxic armor 1	0	Rotted [item]	English			
14685	1150	affix sub thorns toxic armor 1 desc	0	Rotted	English			
14686	704	affix sub thorns toxic armor 2	0	Decomposing [item]	English			
14687	3923	affix sub thorns toxic armor 2 desc	0	Decomposing	English			
14688	705	affix sub thorns toxic armor 3	0	Corroded [item]	English			
14689	2600	affix sub thorns toxic armor 3 desc	0	Corroded	English			
14690	812	affix sub spell_boost duration bonus 1	0	Continuing [item]	English			
14691	303	affix sub spell_boost duration bonus 1 desc	0	Continuing	English			
14692	813	affix sub spell_boost duration bonus 2	0	Prolonging [item]	English			
14693	3076	affix sub spell_boost duration bonus 2 desc	0	Prolonging	English			
14694	814	affix sub spell_boost duration bonus 3	0	Persisting [item]	English			
14695	1753	affix sub spell_boost duration bonus 3 desc	0	Persisting 	English			
14696	2972	affix sub spell_buff duration bonus 1	0	Stretching [item]	English			
14697	1631	affix sub spell_buff duration bonus 1 desc	0	Stretching	English			
14698	2973	affix sub spell_buff duration bonus 2	0	Spanning [item]	English			
14699	308	affix sub spell_buff duration bonus 2 desc	0	Spanning	English			
14700	2974	affix sub spell_buff duration bonus 3	0	Enduring [item]	English			
14701	3081	affix sub spell_buff duration bonus 3 desc	0	Enduring	English			
14702	3923	affix sub spell_curse duration bonus 1	0	Afflicted [item]	English			
14703	930	affix sub spell_curse duration bonus 1 desc	0	Afflicted	English			
14704	3924	affix sub spell_curse duration bonus 2	0	Grievous [item]	English			
14705	3703	affix sub spell_curse duration bonus 2 desc	0	Grievous	English			
14706	3925	affix sub spell_curse duration bonus 3	0	Woeful [item]	English			
14707	2380	affix sub spell_curse duration bonus 3 desc	0	Woeful	English			
14708	979	affix sub pet health bonus 1	0	Agreeable [item]	English			
14709	546	affix sub pet health bonus 1 desc	0	Agreeable	English			
14710	980	affix sub pet health bonus 2	0	Commodious [item]	English			
14711	3319	affix sub pet health bonus 2 desc	0	Commodious	English			
14712	981	affix sub pet health bonus 3	0	Beneficial [item]	English			
14713	1996	affix sub pet health bonus 3 desc	0	Beneficial	English			
14714	202	affix sub pet armor bonus 1	0	Bracing [item]	English			
14715	421	affix sub pet armor bonus 1 desc	0	Bracing	English			
14716	203	affix sub pet armor bonus 2	0	Reinforcing [item]	English			
14717	3194	affix sub pet armor bonus 2 desc	0	Reinforcing	English			
14718	204	affix sub pet armor bonus 3	0	Buttressing [item]	English			
14719	1871	affix sub pet armor bonus 3 desc	0	Buttressing	English			
14720	960	affix sub pet damage bonus 1	0	Acerbic [item]	English			
14721	1107	affix sub pet damage bonus 1 desc	0	Acerbic	English			
14722	961	affix sub pet damage bonus 2	0	Slashing [item]	English			
14723	3880	affix sub pet damage bonus 2 desc	0	Slashing	English			
14724	962	affix sub pet damage bonus 3	0	Scathing [item]	English			
14725	2557	affix sub pet damage bonus 3 desc	0	Scathing	English			
14726	2724	affix sub proc charged bolt nova 1	0	Charged [item]	English			
14727	2055	affix sub proc charged bolt nova 1 desc	0	Charged	English			
14728	2725	affix sub proc charged bolt nova 2	0	Storm [item]	English			
14729	732	affix sub proc charged bolt nova 2 desc	0	Storm	English			
14730	2726	affix sub proc charged bolt nova 3	0	Tempest [item]	English			
14731	3505	affix sub proc charged bolt nova 3 desc	0	Tempest	English			
14732	2000	affix sub proc toxic nova 1	0	Viperous [item]	English			
14733	1443	affix sub proc toxic nova 1 desc	0	Viperous	English			
14734	2001	affix sub proc toxic nova 2	0	Virulent [item]	English			
14735	120	affix sub proc toxic nova 2 desc	0	Virulent	English			
14736	2002	affix sub proc toxic nova 3	0	Venomous [item]	English			
14737	2893	affix sub proc toxic nova 3 desc	0	Venomous	English			
14738	3683	affix sub proc fire nova 1	0	Explosive [item]	English			
14739	3058	affix sub proc fire nova 1 desc	0	Explosive	English			
14740	3684	affix sub proc fire nova 2	0	Charring [item]	English			
14741	1735	affix sub proc fire nova 2 desc	0	Charring	English			
14742	3685	affix sub proc fire nova 3	0	Searing [item]	English			
14743	412	affix sub proc fire nova 3 desc	0	Searing	English			
14744	832	affix sub proc electric nova 1	0	Electric [item]	English			
14745	2515	affix sub proc electric nova 1 desc	0	Electric	English			
14746	833	affix sub proc electric nova 2	0	Static [item]	English			
14747	1192	affix sub proc electric nova 2 desc	0	Static	English			
14748	834	affix sub proc electric nova 3	0	Tempestual [item]	English			
14749	3965	affix sub proc electric nova 3 desc	0	Tempestual	English			
14750	959	affix sub proc spectral nova 1	0	Tempering [item]	English			
14751	2430	affix sub proc spectral nova 1 desc	0	Tempering	English			
14752	960	affix sub proc spectral nova 2	0	Diminishing [item]	English			
14753	1107	affix sub proc spectral nova 2 desc	0	Diminishing	English			
14754	961	affix sub proc spectral nova 3	0	Weakening [item]	English			
14755	3880	affix sub proc spectral nova 3 desc	0	Weakening	English			
14756	1106	affix sub proc arc jumper 1	0	Thundering [item]	English			
14757	461	affix sub proc arc jumper 1 desc	0	Thundering	English			
14758	1107	affix sub proc arc jumper 2	0	Striking [item]	English			
14759	3234	affix sub proc arc jumper 2 desc	0	Striking	English			
14760	1108	affix sub proc arc jumper 3	0	Bolting [item]	English			
14761	1911	affix sub proc arc jumper 3 desc	0	Bolting	English			
14762	3018	affix sub proc blaze pistol 1	0	Blasting [item]	English			
14763	2213	affix sub proc blaze pistol 1 desc	0	Blasting	English			
14764	3019	affix sub proc blaze pistol 2	0	Exploding [item]	English			
14765	890	affix sub proc blaze pistol 2 desc	0	Exploding	English			
14766	3020	affix sub proc blaze pistol 3	0	Eruptive [item]	English			
14767	3663	affix sub proc blaze pistol 3 desc	0	Eruptive	English			
14768	2922	affix sub proc frag blaster 1	0	Bouncing [item]	English			
14769	2245	affix sub proc frag blaster 1 desc	0	Bouncing	English			
14770	2923	affix sub proc frag blaster 2	0	Reflecting [item]	English			
14771	922	affix sub proc frag blaster 2 desc	0	Reflecting	English			
14772	2924	affix sub proc frag blaster 3	0	Ricochet [item]	English			
14773	3695	affix sub proc frag blaster 3 desc	0	Ricochet	English			
14774	2878	affix sub proc morbid fang 1	0	Gruesome [item]	English			
14775	3113	affix sub proc morbid fang 1 desc	0	Gruesome	English			
14776	2879	affix sub proc morbid fang 2	0	Morbid [item]	English			
14777	1790	affix sub proc morbid fang 2 desc	0	Morbid	English			
14778	2880	affix sub proc morbid fang 3	0	Agonizing [item]	English			
14779	467	affix sub proc morbid fang 3 desc	0	Agonizing	English			
14780	751	affix sub proc hyper slicer 1	0	Crippling [item]	English			
14781	3182	affix sub proc hyper slicer 1 desc	0	Crippling	English			
14782	752	affix sub proc hyper slicer 2	0	Enervating [item]	English			
14783	1859	affix sub proc hyper slicer 2 desc	0	Enervating	English			
14784	753	affix sub proc hyper slicer 3	0	Debilitating [item]	English			
14785	536	affix sub proc hyper slicer 3 desc	0	Debilitating	English			
14786	3984	affix sub skillgrant Swiftness Boost	0	Swift [item]	English			
14787	2147	affix sub skillgrant Swiftness Boost desc	0	Swift	English			
14788	27	affix sub skillgrant	0	Able [item]	English			
14789	2570	affix sub skillgrant desc	0	Able	English			
