name	code	undefined1	rowCollection	order	debug	randomAppearanceGroups1	randomAppearanceGroups2	randomAppearanceGroups3	randomAppearanceGroups4	randomAppearanceGroups5	randomAppearanceGroups6	randomAppearanceGroups7	randomAppearanceGroups8	randomAppearanceGroups9	randomAppearanceGroups10	layerSet1	layerSet2	layerSet3	layerSet4	layerSet5	modelGroup	textureSetGroup	blendOp	blendOpTemplar	blendOpCabalist	blendOpHunter	blendOpAdventurer	offHandlayer	undefined2	attachType	attachName	undefined5	attachBone	hasBoneIndex	boneIndex	state
	0	0	313	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	-1	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	313	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	15	15	15	-1	-1	0	0		-1		0	0	-1
power1_normal_torso	21808	0	320	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	320	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	15	-1	-1	-1	0	0		-1		0	0	-1
power2_normal_torso	30513	0	321	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	321	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	15	15	15	-1	-1	0	0		-1		0	0	-1
power3_normal_torso	30769	0	322	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	322	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	15	15	15	-1	-1	0	0		-1		0	0	-1
power4_normal_torso	22064	0	323	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	323	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	15	15	15	-1	-1	0	0		-1		0	0	-1
tech1_normal_torso	22320	0	330	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	330	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	15	-1	-1	-1	0	0		-1		0	0	-1
tech2_normal_torso	31025	0	331	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	331	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	15	15	15	-1	-1	0	0		-1		0	0	-1
tech3_normal_torso	31281	0	332	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	332	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	15	15	15	-1	-1	0	0		-1		0	0	-1
tech4_normal_torso	22576	0	333	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	333	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	15	15	15	-1	-1	0	0		-1		0	0	-1
street_military01_torso	30275	0	345	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	27	30	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	345	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	27	30	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	345	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	27	30	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
	0	0	345	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	27	30	-1	15	15	15	-1	-1	0	0		-1		0	0	-1
street_mechanic01_torso	30531	0	346	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	28	29	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	346	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	28	29	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
street_vagrant01_torso	13124	0	347	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	-1	-1	-1	0	29	31	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	347	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	29	31	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	347	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	29	31	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
	0	0	347	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	29	31	-1	15	15	15	-1	-1	0	0		-1		0	0	-1
street_apocalyptic01_torso	21829	0	348	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	6	-1	-1	-1	0	30	32	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	348	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	30	32	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	348	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	30	32	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
	0	0	348	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	30	32	-1	15	15	15	-1	-1	0	0		-1		0	0	-1
street_veteran01_torso	25669	0	349	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	2	-1	-1	0	31	33	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	349	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	31	33	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
	0	0	349	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	31	33	-1	15	15	15	-1	-1	0	0		-1		0	0	-1
	0	0	349	10	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	31	33	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
street_proper01_torso	28485	0	354	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	32	34	-1	40	40	40	-1	-1	0	0		-1		0	0	-1
	0	0	354	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	32	34	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	354	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	32	34	-1	17	17	17	-1	-1	0	0		-1		0	0	-1
	0	0	354	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	32	34	-1	37	37	37	-1	-1	0	0		-1		0	0	-1
	0	0	354	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	32	34	-1	15	15	15	-1	-1	0	0		-1		0	0	-1
apprentice1_cabalist_torso	27460	0	350	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	40	-1	-1	-1	0	0		-1		0	0	-1
apprentice2_cabalist_torso	27716	0	351	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	40	-1	-1	-1	0	0		-1		0	0	-1
	0	0	351	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	15	-1	-1	-1	0	0		-1		0	0	-1
apprentice3_cabalist_torso	27972	0	352	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	40	-1	-1	-1	0	0		-1		0	0	-1
	0	0	352	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	-1	15	-1	-1	-1	0	0		-1		0	0	-1
apprentice4_cabalist_torso	28228	0	353	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	-1	40	-1	-1	-1	0	0		-1		0	0	-1
apprentice1_hunter_torso	28484	0	360	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	40	-1	-1	0	0		-1		0	0	-1
apprentice2_hunter_torso	28740	0	361	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	40	-1	-1	0	0		-1		0	0	-1
apprentice3_hunter_torso	28996	0	362	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	-1	40	-1	-1	0	0		-1		0	0	-1
	0	0	362	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	-1	-1	15	-1	-1	0	0		-1		0	0	-1
apprentice4_hunter_torso	29252	0	363	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	-1	-1	40	-1	-1	0	0		-1		0	0	-1
apprentice1_templar_torso	29508	0	370	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	40	-1	-1	-1	-1	0	0		-1		0	0	-1
apprentice2_templar_torso	29764	0	371	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	40	-1	-1	-1	-1	0	0		-1		0	0	-1
apprentice3_templar_torso	30020	0	372	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	40	-1	-1	-1	-1	0	0		-1		0	0	-1
	0	0	372	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	15	-1	-1	-1	-1	0	0		-1		0	0	-1
apprentice4_templar_torso	30276	0	373	40	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	40	-1	-1	-1	-1	0	0		-1		0	0	-1
arcane1_normal_gloves	21570	0	400	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	400	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	2	2	2	-1	-1	0	0		-1		0	0	-1
	0	0	400	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	3	3	3	-1	-1	0	0		-1		0	0	-1
arcane2_normal_gloves	21826	0	401	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	401	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	401	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	2	2	2	-1	-1	0	0		-1		0	0	-1
	0	0	401	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	3	3	3	-1	-1	0	0		-1		0	0	-1
arcane3_normal_gloves	22082	0	402	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	402	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	402	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	4	-1	2	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	402	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	4	-1	3	-1	3	-1	-1	0	0		-1		0	0	-1
	0	0	402	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	402	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
arcane4_normal_gloves	22338	0	403	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	403	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	17	19	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	403	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	4	-1	2	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	403	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	4	4	-1	3	-1	3	-1	-1	0	0		-1		0	0	-1
	0	0	403	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	403	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
mystic1_normal_gloves	29234	0	410	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	410	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	5	5	-1	2	2	2	-1	-1	0	0		-1		0	0	-1
	0	0	410	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	5	5	-1	3	3	3	-1	-1	0	0		-1		0	0	-1
mystic2_normal_gloves	29490	0	411	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	411	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	411	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	5	5	-1	2	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	411	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	5	5	-1	3	-1	3	-1	-1	0	0		-1		0	0	-1
mystic3_normal_gloves	29746	0	412	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	412	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	18	20	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	412	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	6	6	-1	2	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	412	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	6	6	-1	3	-1	3	-1	-1	0	0		-1		0	0	-1
mystic4_normal_gloves	30002	0	413	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	19	19	19	-1	-1	0	0		-1		0	0	-1
	0	0	413	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	20	20	20	-1	-1	0	0		-1		0	0	-1
	0	0	413	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	19	21	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	413	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	6	6	-1	2	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	413	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	6	6	-1	3	-1	3	-1	-1	0	0		-1		0	0	-1
power1_normal_gloves	22832	0	420	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	420	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	7	-1	2	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	420	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	7	-1	3	-1	3	-1	-1	0	0		-1		0	0	-1
	0	0	420	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	420	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
power2_normal_gloves	12850	0	421	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	421	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	421	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	7	-1	2	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	421	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	7	7	-1	3	-1	3	-1	-1	0	0		-1		0	0	-1
	0	0	421	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	421	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
power3_normal_gloves	13106	0	422	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	422	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	20	22	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	422	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	8	8	-1	2	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	422	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	8	8	-1	3	-1	3	-1	-1	0	0		-1		0	0	-1
	0	0	422	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	422	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
power4_normal_gloves	13362	0	423	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	423	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	21	23	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	423	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	8	8	-1	2	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	423	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	8	8	-1	3	-1	3	-1	-1	0	0		-1		0	0	-1
	0	0	423	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	423	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
tech1_normal_gloves	24880	0	430	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	430	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	2	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	430	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	3	-1	3	-1	-1	0	0		-1		0	0	-1
	0	0	430	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	430	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
tech2_normal_gloves	12338	0	431	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	431	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	431	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	2	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	431	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	9	9	-1	3	-1	3	-1	-1	0	0		-1		0	0	-1
	0	0	431	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	431	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
tech3_normal_gloves	12594	0	432	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	432	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	23	25	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	432	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	10	10	-1	2	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	432	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	10	10	-1	3	-1	3	-1	-1	0	0		-1		0	0	-1
	0	0	432	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	432	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
tech4_normal_gloves	25136	0	433	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	21	21	21	-1	-1	0	0		-1		0	0	-1
	0	0	433	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	24	26	-1	18	18	18	-1	-1	0	0		-1		0	0	-1
	0	0	433	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	10	10	-1	2	-1	2	-1	-1	0	0		-1		0	0	-1
	0	0	433	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	10	10	-1	3	-1	3	-1	-1	0	0		-1		0	0	-1
	0	0	433	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	433	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
apprentice1_cabalist_gloves	20036	0	440	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	21	-1	-1	-1	0	0		-1		0	0	-1
	0	0	440	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	440	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
apprentice2_cabalist_gloves	12869	0	441	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	-1	21	-1	-1	-1	0	0		-1		0	0	-1
	0	0	441	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	441	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	3	3	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
apprentice3_cabalist_gloves	13125	0	442	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	15	17	-1	-1	22	-1	-1	-1	0	0		-1		0	0	-1
	0	0	442	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	2	-1	-1	-1	0	0		-1		0	0	-1
	0	0	442	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	2	2	-1	-1	3	-1	-1	-1	0	0		-1		0	0	-1
apprentice4_cabalist_gloves	13381	0	443	30	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	16	18	-1	-1	21	-1	-1	-1	0	0		-1		0	0	-1
