treasureClass	allowUnitTypes1	allowUnitTypes2	allowUnitTypes3	allowUnitTypes4	allowUnitTypes5	allowUnitTypes6	globalThemeRequired	unknown02	pickTypes	picks	undefined01	undefined02	undefined03	undefined04	undefined05	noDrop	levelBoost	moneyChanceMultiplier	moneyLuckChanceMultiplier	moneyAmountMultiplier	item1m	item1	value1	item2m	item2	value2	item3m	item3	value3	item4m	item4	value4	item5m	item5	value5	item6m	item6	value6	item7m	item7	value7	item8m	item8	value8	spawnCondition	spawnFromMonsterUnitType	spawnFromLevelTheme
oracle_part_a	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	26	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
oracle_part_b	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	27	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
complete_oracle	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	29	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
hidden_beauty	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	737	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
firstsample_offer	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	32	1	1	1311	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
firstsample_filled	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	33	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
wormhunt_relic	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	34	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
wormhunt_device	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	35	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
secondsample_offer	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	36	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
secondsample_filled	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	37	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
cleanup_offer	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	849	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
helprescue_offer	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	38	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
riftscan_offer	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	39	1	1	40	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
secretmessages_offer	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	41	1	1	42	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
recipe_portalboost_red	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	49	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
recipe_portalboost_green	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	50	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
recipe_portalboost_blue	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	51	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
recipe_powersupply_rrg	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	52	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
recipe_powersupply_rgb	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	53	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
recipe_powersupply_gbb	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	54	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
recipe_powersupply_rbb	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	55	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
recipe_powersupply_rgg	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	56	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_scroll_merchant	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	46	1	1	47	1	1	48	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
portalboost_offer	0	0	0	0	0	0	-1	0	0	1	0	0	3	0	0	0	0	0	1	0	1	57	10	1	58	10	1	59	10	1	60	10	1	61	10	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
portalboost_gland_tc	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	43	10	1	44	10	1	45	10	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
trainfix_tc1	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	62	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	1	-1	-1
trainfix_tc2	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	63	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	1	-1	-1
trainfix_tc3	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	64	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	1	-1	-1
triage_offer	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	65	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
thedeep_offer	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1312	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
thesigil_offer	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	66	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
panic_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1527	1	1	1111	1	1	1321	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
strangebrew_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	67	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
strangebrew_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	523	1	1	881	1	1	284	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
bigger_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1529	1	1	1113	1	1	1323	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
dawn_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1119	1	1	1329	1	1	1535	1	4	1	0	4	2	0	4	3	0	4	5	0	0	-1	0	0	-1	-1
day_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	68	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
day_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1532	1	1	1116	1	1	1326	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
night_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1534	1	1	1118	1	1	1328	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
doorfix_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	16	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
bagobones_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	70	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
fangsnort_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	69	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
huntercgs_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	71	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
whitehall_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	72	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_cabalistclasscgs2_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	746	1	1	820	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_templarclasscgs2_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	515	1	1	612	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_hunterclasscgs2_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	325	1	1	346	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_bookstoresearch_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1548	1	1	1129	1	1	1346	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_gpainfest_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1876	1	1	1882	1	1	1892	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_aahunt_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1552	1	1	1132	1	1	1339	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_whitehallcollect_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1545	1	1	1136	1	1	1342	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_usandthem_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1558	1	1	1142	1	1	1464	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_killnoname_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	393	1	1	622	1	1	903	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_dogs_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	560	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_heyyou_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	79	6	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	64	-1	-1
quest_lightwelterweight_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1886	1	1	1877	1	1	1890	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_welterweight_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1563	1	1	1147	1	1	1469	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_wandrelic_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1566	1	1	1150	1	1	1472	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_theknockout_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1879	1	1	1885	1	1	1889	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_finddobster_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	80	6	1	85	6	1	95	6	1	105	6	0	-1	0	0	-1	0	0	-1	0	0	-1	0	64	-1	-1
quest_shineon_reward	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1880	1	1	1883	1	1	1893	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
minidynamo_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	73	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
thephantom_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	74	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
datacrystals_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	75	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
sandman_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	76	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
crivens_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	77	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
weeman_offer	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	77	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_narrowway_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	120	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_results_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	121	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_mysteriousbibelot_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	122	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_propernotice_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	123	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_saybyetobookie_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	124	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
quest_transfusion_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	1071	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
quest_beasley3_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	137	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_flux_modulator_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	138	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_implant_08_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	139	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_id_module2_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	140	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_bodywarms_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	135	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_implant_012_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	141	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_aiding_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	124	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_id_module2a_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	140	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_id_module2b_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	140	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_id_objobj_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	130	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_gem4_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	136	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_claw2_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	142	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_trashbag_01_tc	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	177	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_documents_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	121	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
task_digibill_tc	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	184	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	2	-1	-1
commander	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	-1	1	0	-1	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
cgstation_guard_foetid	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	897	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
cgstation_guard_holborn	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	663	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
shiva	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	738	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
act1_templar_quest	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	500	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
act1cabalist	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	738	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
timecabalist	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	897	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
uber_guard	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	3	51	1	2	40	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
uber_guard_patrol	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	350	1	1	291	1	1	297	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
cgs_templar_task	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	602	1	1	482	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
cgs_cabalist_task	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	800	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
cgs_hunter_task	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	442	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
defaultcrate	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	85	0	1	1	1	3	371	6	2	15	3	3	376	8	2	75	12	2	123	6	2	130	16	0	-1	0	0	-1	0	0	-1	-1
defaultchest	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	15	0	1	1	1	3	371	16	2	15	3	3	376	20	2	75	8	2	123	4	2	130	12	0	-1	0	0	-1	0	0	-1	-1
defaultsuperchest	0	0	0	0	0	0	-1	0	5	1	0	0	1	0	0	0	0	1	1	6	3	-1	1	3	222	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
defaultsuperchestnoleveltheme	0	0	0	0	0	0	-1	0	1	1	0	0	1	0	0	0	0	1	1	1	3	223	1	3	224	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
defaultsuperchestnormal	0	0	0	0	0	0	-1	0	0	1	0	0	2	0	0	0	0	1	1	1	3	371	3	2	15	4	3	376	3	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
defaultsuperchestgood	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	3	371	3	2	15	1	3	376	3	4	0	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
	0	0	0	0	0	0	-1	0	-1	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
grim_reaper	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1881	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
common_monster	0	0	0	0	0	0	-1	0	3	1	0	0	2	0	0	0	0	1	1	1	2	3	20	2	75	40	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
no_normal	0	0	0	0	0	0	-1	0	2	0	0	0	0	0	0	0	0	1	1	1	4	0	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
all_melee	0	0	0	0	0	0	-1	0	2	0	0	0	0	0	0	0	0	1	1	1	2	45	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
high_quality	0	0	0	0	0	0	-1	0	2	0	0	0	0	0	0	0	0	1	1	1	4	2	120	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
no_melee	0	0	0	0	0	0	-1	0	2	0	0	0	0	0	0	0	0	1	1	1	2	43	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
orbile	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	1	1	1	3	228	1	3	229	0	4	2	120	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
test	0	0	0	0	0	0	-1	0	0	1	0	0	1	0	0	0	0	1	1	1	2	15	30	3	376	5	7	-1	65	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
test2	0	0	0	0	0	0	-1	0	0	50	30	20	0	1	2	66	0	1	1	1	2	3	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
test3	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	1	1	1	2	3	4	3	238	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
test4	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	1	1	1	3	228	4	3	238	1	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
one_rare	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	1	1	1	2	3	1	4	2	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
no_rares	0	0	0	0	0	0	-1	0	2	0	0	0	0	0	0	0	0	1	1	1	0	-1	0	4	2	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	-1
