"WARDROBE_TEXTURESET"	"texture_set"	"appearanceGroupFolder"	"appearanceGroup1"	"appearanceGroup2"	"folder"	"diffuse"	"normal"	"specular"	"lightMap"	"colorMask"	"undefined1"	"undefinedBool1"	"undefinedBool2"	"undefinedBool3"	"undefinedBool4"	"undefinedBool5"	"undefinedInt1"	"undefinedInt2"	"undefinedInt3"	"undefinedInt4"	"undefinedInt5"	"undefinedInt6"	"undefinedInt7"	"undefinedInt8"	"undefinedInt9"	"undefinedInt10"	"sizeDiffuseW"	"sizeDiffuseH"	"sizeNormalW"	"sizeNormalH"	"sizeSpecularW"	"sizeSpecularH"	"sizeLightMapW"	"sizeLightMapH"	"sizeColorMaskW"	"sizeColorMaskH"	"undefined2"	"undefined2a"
"3,62,0,-1,0,-1"	40	14	14	-1	"power_light"	"tf_power_light_helm_diffuse"	"tf_power_light_helm_normal"	"tf_power_light_helm_specular"	"tf_power_light_helm_sillum"	"tf_power_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	41	14	14	-1	"power_heavy"	"tf_power_heavy_helm_diffuse"	"tf_power_heavy_helm_normal"	"tf_power_heavy_helm_specular"	"tf_power_heavy_helm_sillum"	"tf_power_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	43	14	14	-1	"tech_light"	"tf_tech_light_helm_diffuse"	"tf_tech_light_helm_normal"	"tf_tech_light_helm_specular"	"tf_tech_light_helm_sillum"	"tf_tech_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	44	14	14	-1	"tech_heavy"	"tf_tech_heavy_helm_diffuse"	"tf_tech_heavy_helm_normal"	"tf_tech_heavy_helm_specular"	"tf_tech_heavy_helm_glow"	"tf_tech_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,10,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,10,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,62,0,-1,0,-1"	14	10	11	-1	"starter"	"tm_street_body_diffuse"	"tm_street_body_normal"	"tm_street_body_specular"		"tm_street_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	15	10	11	-1	"skinsuit"	"tm_skinsuit_body_diffuse"	"tm_skinsuit_body_normal"	"tm_skinsuit_body_specular"	"tm_skinsuit_body_Sillum"		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	16	10	11	-1	"starter"	"tm_street_body_diffuse"	"tm_street_body_normal"	"tm_street_body_specular"	"tm_street_body_sillum.tga"	"tm_street_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	17	11	11	-1	"apprentice"	"cm_apprentice_diffuse"	"cm_apprentice_normal"	"cm_apprentice_specular"	"cm_apprentice_sillum"	"cm_apprentice_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	18	11	11	-1	"arcane_light"	"cm_arcane_light_diffuse"	"cm_arcane_light_normal"	"cm_arcane_light_specular"		"cm_arcane_light_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	19	11	11	-1	"arcane_heavy"	"cm_arcane_heavy_body_diffuse"	"cm_arcane_heavy_body_normal"	"cm_arcane_heavy_body_specular"	"cm_arcane_heavy_body_sillum"	"cm_arcane_heavy_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,60,0,-1,0,-1"	22	11	11	-1	"power_light"	"cm_power_light_body_diffuse"	"cm_power_light_body_normal"	"cm_power_light_body_specular"	"cm_power_light_body_sillum"	"cm_power_light_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	23	11	11	-1	"power_heavy"	"cm_power_heavy_body_diffuse"	"cm_power_heavy_body_normal"	"cm_power_heavy_body_specular"	"cm_power_heavy_body_sillum"	"cm_power_heavy_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,60,0,-1,0,-1"	25	11	11	-1	"tech_light"	"cm_tech_light_diffuse"	"cm_tech_light_normal"	"cm_tech_light_specular"	"cm_tech_light_sillum"	"cm_tech_light_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	26	11	11	-1	"tech_heavy"	"cm_tech_heavy_diffuse"	"cm_tech_heavy_normal"	"cm_tech_heavy_specular"	"cm_tech_heavy_sillum"	"cm_tech_heavy_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	35	11	11	-1	"apprentice"	"cm_apprentice_helm_diffuse"	"cm_apprentice_helm_normal"	"cm_apprentice_helm_specular"		"cm_apprentice_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	36	11	11	-1	"arcane_light"	"cm_arcane_light_helm_diffuse"	"cm_arcane_light_helm_normal"	"cm_arcane_light_helm_specular"		"cm_arcane_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	37	11	11	-1	"arcane_heavy"	"cm_arcane_heavy_helm_diffuse"	"cm_arcane_heavy_helm_normal"	"cm_arcane_heavy_helm_specular"		"cm_arcane_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,60,0,-1,0,-1"	40	11	11	-1	"power_light"	"cm_power_light_helm_diffuse"	"cm_power_light_helm_normal"	"cm_power_light_helm_specular"	"cm_power_light_helm_sillum"	"cm_power_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	41	11	11	-1	"power_heavy"	"cm_power_heavy_helm_diffuse"	"cm_power_heavy_helm_normal"	"cm_power_heavy_helm_specular"	"cm_power_heavy_helm_sillum"	"cm_power_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,60,0,-1,0,-1"	43	11	11	-1	"tech_light"	"cm_tech_light_helm_diffuse"	"cm_tech_light_helm_normal"	"cm_tech_light_helm_specular"		"cm_tech_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	44	11	11	-1	"tech_heavy"	"cm_tech_heavy_helm_diffuse"	"cm_tech_heavy_helm_normal"	"cm_tech_heavy_helm_specular"	"cm_tech_heavy_helm_sillum"	"cm_tech_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,10,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,10,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,62,0,-1,0,-1"	14	14	15	-1	"starter"	"tf_street_body_diffuse"	"tf_street_body_normal"	"tf_street_body_specular"		"tf_street_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	15	14	15	-1	"undersuit"	"tf_undersuit_body_diffuse"	"tf_undersuit_body_normal"	"tf_undersuit_body_specular"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	16	14	15	-1	"starter"	"tf_street_body_diffuse"	"tf_street_body_normal"	"tf_street_body_specular"	"tf_street_body_sillum.tga"	"tf_street_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	17	15	15	-1	"apprentice"	"cf_apprentice_diffuse"	"cf_apprentice_normal"	"cf_apprentice_specular"	"cf_apprentice_sillum"	"cf_apprentice_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	18	15	15	-1	"arcane_light"	"cf_arcane_light_diffuse"	"cf_arcane_light_normal"	"cf_arcane_light_specular"	"cf_arcane_light_selfIllum"	"CF_Arcane_Light_Color_Mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	19	15	15	-1	"arcane_heavy"	"cf_arcane_heavy_diffuse"	"cf_arcane_heavy_normal"	"cf_arcane_heavy_specular"	"cf_arcane_heavy_sillum"	"cf_arcane_heavy_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,60,0,-1,0,-1"	22	15	15	-1	"power_light"	"cf_power_light_body_diffuse"	"cf_power_light_body_normal"	"cf_power_light_body_specular"	"cf_power_light_body_sillum"	"cf_power_light_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	23	15	15	-1	"power_heavy"	"cf_power_heavy_body_diffuse"	"cf_power_heavy_body_normal"	"cf_power_heavy_body_specular"	"cf_power_heavy_body_sillum"	"cf_power_heavy_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,60,0,-1,0,-1"	25	15	15	-1	"tech_light"	"cf_tech_light_diffuse"	"cf_tech_light_normal"	"cf_tech_light_specular"		"cf_tech_light_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	26	15	15	-1	"tech_heavy"	"cf_tech_heavy_diffuse"	"cf_tech_heavy_normal"	"cf_tech_heavy_specular"	"cf_tech_heavy_sillum"	"cf_tech_heavy_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	35	15	15	-1	"apprentice"	"cf_apprentice_helm_diffuse"	"cf_apprentice_helm_normal"	"cf_apprentice_helm_specular"		"cf_apprentice_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	36	15	15	-1	"arcane_light"	"cf_arcane_light_helm_diffuse"	"cf_arcane_light_helm_normal"	"cf_arcane_light_helm_specular"		"CF_Arcane_Light_helmet_Color_Mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	37	15	15	-1	"arcane_heavy"	"cf_arcane_heavy_helm_diffuse"	"cf_arcane_heavy_helm_normal"	"cf_arcane_heavy_helm_specular"		"cf_arcane_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,60,0,-1,0,-1"	40	15	15	-1	"power_light"	"cf_power_light_helm_diffuse"	"cf_power_light_helm_normal"	"cf_power_light_helm_specular"	"cf_power_light_helm_sillum"	"cf_power_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	41	15	15	-1	"power_heavy"	"cf_power_heavy_helm_diffuse"	"cf_power_heavy_helm_normal"	"cf_power_heavy_helm_specular"	"cf_power_heavy_helm_sillum"	"cf_power_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,60,0,-1,0,-1"	43	15	15	-1	"tech_light"	"cf_tech_light_helm_diffuse"	"cf_tech_light_helm_normal"	"cf_tech_light_helm_specular"		"cf_tech_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	44	15	15	-1	"tech_heavy"	"cf_tech_heavy_helm_diffuse"	"cf_tech_heavy_helm_normal"	"cf_tech_heavy_helm_specular"	"cf_tech_heavy_helm_sillum"	"cf_tech_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,10,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,10,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,62,0,-1,0,-1"	14	10	12	-1	"starter"	"tm_street_body_diffuse"	"tm_street_body_normal"	"tm_street_body_specular"		"tm_street_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	15	10	12	-1	"skinsuit"	"tm_skinsuit_body_diffuse"	"tm_skinsuit_body_normal"	"tm_skinsuit_body_specular"	"tm_skinsuit_body_Sillum"		0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	16	10	12	-1	"starter"	"tm_street_body_diffuse"	"tm_street_body_normal"	"tm_street_body_specular"	"tm_street_body_sillum.tga"	"tm_street_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	14	14	13	-1	"starter"	"tf_street_body_diffuse"	"tf_street_body_normal"	"tf_street_body_specular"		"tf_street_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	15	14	13	-1	"undersuit"	"tf_undersuit_body_diffuse"	"tf_undersuit_body_normal"	"tf_undersuit_body_specular"			0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	16	14	13	-1	"starter"	"tf_street_body_diffuse"	"tf_street_body_normal"	"tf_street_body_specular"	"tf_street_body_sillum.tga"	"tf_street_body_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	17	13	13	-1	"apprentice"	"hf_apprentice_diffuse"	"hf_apprentice_normal"	"hf_apprentice_specular"		"hf_apprentice_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	18	13	13	-1	"arcane_light"	"hf_arcane_light_diffuse"	"hf_arcane_light_normal"	"hf_arcane_light_specular"		"hf_arcane_light_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	19	13	13	-1	"arcane_heavy"	"hf_arcane_heavy_diffuse"	"hf_arcane_heavy_normal"	"hf_arcane_heavy_specular"		"hf_arcane_heavy_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	20	13	13	-1	"mystic_light"	"hf_mystic_light_diffuse"	"hf_mystic_light_normal"	"hf_mystic_light_specular"	"hf_mystic_light_sillum"	"hf_mystic_light_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	21	13	13	-1	"mystic_heavy"	"hf_mystic_heavy_diffuse"	"hf_mystic_heavy_normal"	"hf_mystic_heavy_specular"	"hf_mystic_heavy_sillum"	"hf_mystic_heavy_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,62,0,-1,0,-1"	25	13	13	-1	"tech_light"	"hf_tech_light_diffuse"	"hf_tech_light_normal"	"hf_tech_light_specular"		"hf_tech_light_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	26	13	13	-1	"tech_heavy"	"hf_tech_heavy_diffuse"	"hf_tech_heavy_normal"	"hf_tech_heavy_specular"	"hf_tech_heavy_glow"	"hf_tech_heavy_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,62,0,-1,0,-1"	35	13	13	-1	"apprentice"	"hf_apprentice_helm_diffuse"	"hf_apprentice_helm_normal"	"hf_apprentice_helm_specular"		"hf_apprentice_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	36	13	13	-1	"arcane_light"	"hf_arcane_light_helm_diffuse"	"hf_arcane_light_helm_normal"	"hf_arcane_light_helm_specular"	"hf_arcane_light_helm_sillum"	"hf_arcane_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	37	13	13	-1	"arcane_heavy"	"hf_arcane_heavy_helm_diffuse"	"hf_arcane_heavy_helm_normal"	"hf_arcane_heavy_helm_specular"		"hf_arcane_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,62,0,-1,0,-1"	38	13	13	-1	"mystic_light"	"hf_mystic_light_helm_diffuse"	"hf_mystic_light_helm_normal"	"hf_mystic_light_helm_specular"	"hf_mystic_light_helm_sillum"	"hf_mystic_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	39	13	13	-1	"mystic_heavy"	"hf_mystic_heavy_helm_diffuse"	"hf_mystic_heavy_helm_normal"	"hf_mystic_heavy_helm_specular"	"hf_mystic_heavy_helm_sillum"	"hf_mystic_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,100,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,62,0,-1,0,-1"	43	13	13	-1	"tech_light"	"hf_tech_light_helm_diffuse"	"hf_tech_light_helm_normal"	"hf_tech_light_helm_specular"		"hf_tech_light_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,60,0,-1,0,-1"	44	13	13	-1	"tech_heavy"	"hf_tech_heavy_helm_diffuse"	"hf_tech_heavy_helm_normal"	"hf_tech_heavy_helm_specular"	"hf_tech_heavy_helm_glow"	"hf_tech_heavy_helm_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	512	512	512	512	512	512	512	512	512	512	0	0
"3,48,20,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,10,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,48,10,-1,0,-1"	0	-1	0	0							0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	0	0
"3,62,0,-1,0,-1"	17	12	12	-1	"apprentice"	"hm_apprentice_diffuse"	"hm_apprentice_normal"	"hm_apprentice_specular"		"hm_apprentice_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	18	12	12	-1	"arcane_light"	"hm_arcane_light_diffuse"	"hm_arcane_light_normal"	"hm_arcane_light_specular"		"hm_arcane_light_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	19	12	12	-1	"arcane_heavy"	"hm_arcane_heavy_diffuse"	"hm_arcane_heavy_normal"	"hm_arcane_heavy_specular"		"hm_arcane_heavy_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,62,0,-1,0,-1"	20	12	12	-1	"mystic_light"	"hm_mystic_light_diffuse"	"hm_mystic_light_normal"	"hm_mystic_light_specular"	"hm_mystic_light_sillum"	"hm_mystic_light_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
"3,60,0,-1,0,-1"	21	12	12	-1	"mystic_heavy"	"hm_mystic_heavy_diffuse"	"hm_mystic_heavy_normal"	"hm_mystic_heavy_specular"	"hm_mystic_heavy_glow"	"hm_mystic_heavy_color_mask"	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1024	1024	1024	1024	1024	1024	1024	1024	1024	1024	0	0
