LEVEL_DRLGS	name	drlgRuleSet	drlgDisplayName	undefined1	style	theme0	theme1	theme2	theme3	theme4	theme5	theme6	theme7	theme8	theme9	theme10	theme11	theme12	theme13	theme14	theme15	theme16	theme17	theme18	theme19	weatherSet	environment	populateAllVisible	overrideChampionChance	championZoneRadius	markerSpawnChance	monsterRoomDensity	roomMonsterChance	critterRoomDensity	critterSpawnClass	maxTreasureDropRadius	randomState	randomStateRateMin	randomStateRateMax	randomStateRateDuration	havokFx	forceDrawAllRooms	isOutDoors
"3,60,0,-1,0,-1"	PerformanceTestLevelC	DRLG_PerformanceTestLevelC	-1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	0	-1	150	0	0.67	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	MonsterTestLevel	DRLG_MonsterTestLevel	-1	1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	0	-1	150	0	0.67	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	LevelExperiment	DRLG_LevelExperiment	-1	2		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	1	-1	150	0	0.67	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	LowPolyTest	DRLG_LowPolyTest	8634	2	Tubes	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	42	1	-1	150	0	0.67	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	SoundField	DRLG_SoundField	-1	9	SoundField	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	1	-1	150	0	0	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	Soundfield_Part_Deux	DRLG_Soundfield_Part_Deux	-1	10	SoundField	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	1	-1	150	0	0	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	MonsterField	DRLG_MonsterField	-1	10	SoundField	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	93	1	-1	150	0	0	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	ParkingLot	DRLG_ParkingLot	-1	1	City	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	53	1	-1	150	0	0	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	Crypts	DRLG_Crypts	-1	34	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	74	1	-1	100	0	2.25	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	Crypts_Ice	DRLG_Crypts	-1	34	Crypts	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	74	1	-1	100	0	2.25	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CryptsB	DRLG_CryptsB	-1	34	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	75	1	-1	100	0	2.25	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CryptsB_Ice	DRLG_CryptsB	-1	34	Crypts	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	75	1	-1	100	0	2.25	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CryptsC	DRLG_CryptsC	-1	34	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	76	1	-1	100	0	1.64	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CryptsC_Ice	DRLG_CryptsC	-1	34	Crypts	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	76	1	-1	100	0	1.64	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CryptsD	DRLG_CryptsD	-1	34	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77	1	-1	100	0	1.64	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CryptsD_Ice	DRLG_CryptsD	-1	34	Crypts	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	77	1	-1	100	0	1.64	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CavesAdventure	DRLG_Caves	-1	31	Cave	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	78	1	-1	100	0	7	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CavesAdventureChampion	DRLG_Caves	-1	31	Cave	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	78	1	-1	100	0	7	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CavesAdventureSmall	DRLG_Caves	-1	31	Cave	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	78	1	-1	100	0	7	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	TemplePlace	DRLG Temple Place	-1	34	Crypts	14	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	74	1	-1	100	0	1.5	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	OldBailey	DRLG OldBailey	-1	34	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	74	1	-1	100	0	1.5	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	Catacombs	DRLG_Catacombs	-1	37	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	79	1	-1	100	0	1.1	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CatacombsB	DRLG_CatacombsB	-1	37	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80	1	-1	100	0	2.25	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CatacombsC	DRLG_CatacombsC	-1	37	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	79	1	-1	100	0	1.1	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CatacombsD	DRLG_CatacombsD	-1	37	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	81	1	-1	100	0	1.1	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	Necropolis_Level1	DRLG_Catacombs	-1	37	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	79	1	-1	100	0	1.1	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	Necropolis_Level2	DRLG_CatacombsB	-1	37	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	82	1	-1	100	0	2.25	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	Necropolis_Level3	DRLG_CatacombsC	-1	37	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	83	1	-1	100	0	1.1	0	0	-1	50	-1	0	0	0	0	0	0
"3,60,0,-1,0,-1"	Necropolis_Level4	DRLG_Catacombs	-1	37	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84	1	-1	100	0	2.25	0	0	-1	50	-1	0	0	0	0	0	0
"3,60,0,-1,0,-1"	Necropolis_Level5	DRLG Necropolis 5	8651	37	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	85	1	-1	100	0	1.2	0	0	-1	50	-1	0	0	0	0	0	0
"3,60,0,-1,0,-1"	ExospectorInt	DRLG_ExospectorInt	8637	38	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	86	1	-1	100	0	3	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	Mind314	DRLG Mind 314	-1	38	Crypts	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	86	1	-1	100	0	2.5	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	TubeStation	DRLG_TubeStation	-1	63	Station	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	0	-1	150	0	0.47	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CoventGarden	DRLG_CoventGarden	-1	63	Station	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	33	0	-1	150	0	0.47	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	LeicesterSquare	DRLG_LeicesterSquare	-1	63	Station	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	38	0	-1	150	0	0.47	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	TowerOfLondon	DRLG_TowerOfLondon	8638	30		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87	1	-1	150	0	1	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	Oxford Circus Station	DRLG Oxford Circus Station	-1	63	Station	26	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	39	1	-1	150	0	0	0	0	-1	50	-1	0	0	0	0	0	0
"3,60,0,-1,0,-1"	StPauls	DRLG_StPauls	8639	1	City	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	63	0	-1	150	0	0.7	0	0	-1	50	-1	0	0	0	1	0	1
"3,48,100,-1,0,-1"			-1	-1	Station	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0.1	0	0	0	-1	50	-1	0	0	0	0	0	0
"3,60,0,-1,0,-1"	TestingGrounds	DRLG TestingGrounds	-1	1	City	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	54	1	-1	150	0	0	0	0	-1	50	-1	0	0	0	0	0	1
"3,60,0,-1,0,-1"	TestKnowledge	DRLG TestKnowledge	-1	34	Crypts	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	1	-1	100	0	0	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	TestLeadership	DRLG TestLeadership	-1	23	Hellrift	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66	1	-1	100	0	0	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	TestFellowship	DRLG TestFellowship	-1	24	River	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	64	1	-1	100	0	0	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	TestBeauty	DRLG TestBeauty	-1	8	Sewers	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	50	1	-1	100	0	0	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	TestHope	DRLG TestHope	-1	1	City	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	57	0	0.2	150	0	0.53	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	HellNarration	DRLG_HellNarration	-1	54		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	1	-1	150	0	0	0	0	-1	50	-1	0	0	0	0	0	1
"3,48,0,-1,0,-1"	MiniRooms_Maintenance	DRLG_MiniRooms	-1	2	Rooms	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	44	1	-1	150	0	1.9	0	0	-1	50	-1	0	0	0	1	0	0
"3,48,0,-1,0,-1"	CatacombsNew	DRLG_CatacombsNew	-1	37	Crypts	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	3	85	1	-1	100	0	1.1	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	Forest	DRLG_Forest	-1	84		27	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	96	0	-1	150	0	0.4	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	ForestNOEXIT	DRLG_ForestNOEXIT	-1	84		27	23	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	96	0	-1	150	0	0.4	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	ForestPath	DRLG_ForestPath	-1	84		27	25	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2	96	0	-1	150	0	0.4	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	Forestskinny	DRLG_Forestskinny	-1	84		27	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	96	0	-1	150	0	0.6	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	ForestskinnyB	DRLG_ForestskinnyB	-1	84		27	23	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	96	0	-1	150	0	0.6	0	0	-1	50	-1	0	0	0	1	0	1
"3,48,100,-1,0,-1"			-1	-1	Station	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0.1	0	0	0	-1	50	-1	0	0	0	0	0	0
"3,60,0,-1,0,-1"	Stonehenge	DRLG_Stonehenge	-1	86	Station	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	103	1	-1	100	0	0	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	MulocksStep	DRLG_CatacombsD	-1	37	Crypts	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	79	1	-1	150	0	0.66	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	MulocksLair	DRLG_MulocksLair	-1	23	Hellrift	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	71	1	-1	150	0	0.66	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	Duel Arena City	DRLG Duel Arena City	8640	1	City	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	55	1	-1	0	0	0	0	0	-1	50	-1	0	0	0	1	0	1
"3,48,100,-1,0,-1"			-1	-1	Station	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0.1	0	0	0	-1	50	-1	0	0	0	0	0	0
"3,48,10,-1,0,-1"			-1	-1	Station	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0.1	0	0	0	-1	50	-1	0	0	0	0	0	0
"3,48,10,-1,0,-1"			-1	-1	Station	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0.1	0	0	0	-1	50	-1	0	0	0	0	0	0
"3,60,0,-1,0,-1"	CavesBossA	DRLG_CavesBossA	-1	31	Cave	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	83	1	-1	150	0	1.5	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CavesBossB	DRLG_CavesBossB	-1	31	Cave	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	83	1	-1	150	0	1.5	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CavesBossC	DRLG_CavesBossC	-1	31	Cave	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	83	1	-1	150	0	1.5	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	CavesBossD	DRLG_CavesBossD	-1	31	Cave	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	83	1	-1	150	0	1.5	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	ForestBossA	DRLG_ForestBossA	-1	84		27	23	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	96	0	-1	150	0	0.4	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	SpectralBossB	DRLG_SpectralBossB	-1	38	Crypts	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94	0	-1	100	0	2.5	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	BossD	DRLG_BossD	-1	54		27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	28	1	-1	150	0	0.4	0	0	-1	50	-1	0	0	0	1	0	1
"3,48,100,-1,0,-1"			-1	-1	Station	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0.1	0	0	0	-1	50	-1	0	0	0	0	0	0
"3,60,0,-1,0,-1"	BossArenaFinal	DRLG_BossArenaFinal	-1	54		27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	72	1	-1	150	0	0.1	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	TreasureCaveA	DRLG_TreasureCaveA	-1	31	Cave	27	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	83	1	-1	150	0	1.5	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	BuildInterior	DRLG_BuildInterior	-1	88	Crypts	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	107	1	-1	100	0	2.25	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	BuildInteriorC	DRLG_BuildInteriorC	-1	88	Crypts	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	107	1	-1	100	0	2.25	0	0	-1	50	-1	0	0	0	1	0	0
"3,60,0,-1,0,-1"	ParkCemetery	DRLG_ParkCemetery	-1	16	City	31	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	110	0	-1	150	0	0.4	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	Abyss	DRLG_Abyss	9413	89		30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	1	-1	100	0	2.25	0	0	-1	50	-1	0	0	0	1	0	0
"3,48,30,-1,0,-1"			-1	-1	Station	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0.1	0	0	0	-1	50	-1	0	0	0	0	0	0
"3,48,30,-1,0,-1"			-1	-1	Station	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0.1	0	0	0	-1	50	-1	0	0	0	0	0	0
"3,48,30,-1,0,-1"			-1	-1	Station	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0.1	0	0	0	-1	50	-1	0	0	0	0	0	0
"3,60,0,-1,0,-1"	PSquare	DRLG_PSquare	9474	1	City	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	110	1	-1	150	0	0.66	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	Treasury	DRLG_Treasury	-1	1		30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	111	0	-1	150	0	0.99	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	HellTowerToxic	DRLG_HellTowerToxic	9496	22	Hellrift	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	66	1	-1	150	0	0.25	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	HellTowerSpectral	DRLG_HellTowerSpectral	9497	22	Hellrift	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	67	1	-1	150	0	0.25	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	HellTowerElectrical	DRLG_HellTowerElectrical	9498	22	Hellrift	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	68	1	-1	150	0	0.25	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	HellTowerPhysical	DRLG_HellTowerPhysical	9499	22	Hellrift	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	69	1	-1	150	0	0.25	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	HellTowerFire	DRLG_HellTowerFire	9500	22	Hellrift	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	70	1	-1	150	0	0.25	0	0	-1	50	-1	0	0	0	1	0	1
"3,60,0,-1,0,-1"	AbyssPSquare	DRLG_AbyssPVE	-1	89		30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	108	1	-1	100	0	2.25	0	0	-1	50	-1	0	0	0	1	0	0
"3,48,30,-1,0,-1"			-1	-1	Station	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	0.1	0	0	0	-1	50	-1	0	0	0	0	0	0
