name	code	style	nameStringKey	subscriberOnly	startingQuestCheat	closeOnComplete	repeatable	repeatRateInSeconds	skipActivateFanfare	skipCompleteFanfare	endOfActNumber	autoTrackOnActivate	autoActivateLevel	onlyOneDifficulty	currentlyUnavailable	minLevelPreReq	maxLevelPreReq	factionTypePreReq	factionAmountPreReq	startingItemsTreasureClass	removeStartingItemsOnComplete	offerReward	castGiver	levelStoryQuestStartsIn	castRewarder	levelRewarderNpc	giverItem	giverItemDropRate	level	levelNightmare	experienceMultiplier	moneyMultiplier	statPoints	skillPoints	factionTypeReward	factionAmountReward	InitFunction	FreeFunction	onEnterGameFunction	warpToOpenOnActivate	warpToOpenOnComplete	versionFunction	beatGameOnComplete	weight	radius	height	flatZTolerance	layoutAdventure	objectAdventure	treasureRoomClass	template	descriptionDialog	inCompleteDialog	completeDialog	rewardDialog	acceptButtonText	objectiveMonster	objectiveUnitType	objectiveObject	objectiveCount	collectDropRate	collectItem	explorePercent	spawnCount	nameOverrideStringKey	nameInLogOverrideStringKey	logOverrideState	logOverrideString	subLevelTypeTruthOld	subLevelTypeTruthNew	questStateAdvanceToAtSubLevelTrut	monsterBoss	globalthemeRequired	
TroubleFind	21315	1	11763	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	66	41	-1	41	7	-1	1	5	33	1	10	0	0	4	100				-1	-1		0	0	0	0	0		-1	-1	3	511	512	513	514	1148	-1	-1	-1	1	1	-1	0.9	0	-1	-1	-1	-1	0	0	-1	-1	-1
InARow	21571	1	11769	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	67	41	-1	41	7	-1	1	8	36	3	10	1	0	4	100				-1	-1		0	0	0	0	0		-1	-1	2	515	516	517	518	1148	236	-1	-1	7	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
HunterClassCGS1	30017	1	11733	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	42	-1	42	7	-1	1	4	32	2	0	0	0	4	100				-1	-1		0	0	0	0	0		-1	-1	1	323	324	325	326	1148	114	-1	-1	10	0.5	71	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
UseForTheWin	21827	1	11775	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	68	42	-1	42	7	-1	1	8	36	1	10	0	0	4	100				-1	-1		0	0	0	0	0		-1	-1	4	519	520	521	522	1148	-1	-1	271	3	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
TheLender	22083	1	11781	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	206	1	69	42	-1	18	18	-1	1	9	37	0	15	1	0	4	100				-1	-1		0	0	0	0	0		-1	-1	6	523	524	525	526	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
StrangeBrew	26945	1	11685	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	21	34	-1	34	7	-1	1	3	31	3	6	0	0	4	100				-1	-1		0	0	0	0	0		-1	-1	1	293	294	295	296	1148	274	-1	-1	4	0.75	67	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
LikeAcidsEh	22339	1	11787	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	70	34	-1	34	7	-1	1	6	34	1	10	1	0	4	100				-1	-1		0	0	0	0	0		-1	-1	1	527	528	529	530	1148	441	-1	-1	8	0.8	143	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
NoPointInSteering	22595	1	11793	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	193	1	71	34	-1	34	7	-1	1	8	36	3	10	0	0	4	100				-1	-1		0	0	0	0	0		-1	-1	4	531	532	533	534	1148	-1	-1	272	4	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
BookstoreSearch	16706	1	11877	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	29	43	-1	43	18	-1	1	9	37	0	5	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	3	563	564	565	566	1148	-1	-1	-1	1	1	-1	1	0	-1	-1	-1	-1	0	0	-1	-1	-1
GPAInfest	16962	1	11883	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	30	43	-1	43	18	-1	1	10	38	0	10	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	2	567	568	569	570	1148	71	-1	-1	4	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
AAHunt	17218	1	11889	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	31	43	-1	43	18	-1	1	12	40	0	15	1	0	5	100				-1	-1		0	0	0	0	0		-1	-1	0	571	572	573	574	1148	205	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WhitehallCollect	17474	1	11895	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	32	43	-1	43	18	-1	1	13	41	0	20	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	1	575	576	577	578	1148	117	-1	-1	6	1	72	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
KillNoName	19778	1	11841	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	37	45	-1	45	18	-1	1	14	42	2	10	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	0	551	552	553	554	1148	573	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
FindDobster	19266	1	11847	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	33	45	-1	45	18	-1	1	8	36	2	10	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	3	555	556	557	558	1148	-1	-1	-1	1	1	-1	0.8	0	-1	-1	-1	-1	0	0	-1	-1	-1
GigForOldCap	25155	1	11853	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	75	45	-1	57	41	-1	1	16	41	2	7.5	1	0	6	100				-1	-1		0	0	0	0	0		-1	-1	6	559	560	561	562	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
BillBrasky	25411	1	11859	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	76	45	-1	45	18	-1	1	16	44	2	10	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	0	355	356	357	358	1148	295	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
MessageMen	25667	1	11865	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	77	45	-1	45	18	-1	1	16	44	2	20	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	1	359	360	361	362	1148	2	-1	-1	1	0.1	126	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
CluesForNewCap	25923	1	11871	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	78	45	-1	50	41	-1	1	16	41	3	15	1	0	6	100				-1	-1		0	0	0	0	0		-1	-1	1	363	364	365	366	1148	454	-1	-1	1	0.15	127	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
HeyYou	20802	1	11799	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	39	44	-1	44	18	-1	1	8	36	2	10	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	1	535	536	537	538	1148	224	-1	-1	10	0.6	144	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Dogs	21058	1	11805	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	38	44	-1	44	18	-1	1	12	40	2	10	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	1	539	540	541	542	1148	117	-1	-1	15	1	145	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
UsAndThem	21314	1	11811	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	34	44	-1	44	18	-1	1	13	41	2	10	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	4	543	544	545	546	1148	-1	-1	273	2	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
ShineOn	21570	1	11817	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	40	44	-1	44	18	-1	1	14	42	2	10	1	0	5	100				-1	-1		0	0	0	0	0		-1	-1	1	547	548	549	550	1148	2	-1	-1	3	0.2	146	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedCC1	21826	1	11662	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	39	-1	20	18	-1	1	10	38	5	25	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	290	-1	-1	1	1	73	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedCC2	22082	1	11663	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	39	-1	20	18	-1	1	14	42	5	25	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	480	-1	-1	1	1	74	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
TheNarrowWay	22851	1	11823	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	186	1	72	44	-1	23	41	-1	1	15	40	2	4	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	6	343	344	345	346	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
EchoesOfTheGold	23107	1	11829	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	73	44	-1	44	18	-1	1	15	43	2	20	1	0	5	100				-1	-1		0	0	0	0	0		-1	-1	0	347	348	349	350	1148	640	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
PuddingProof	24899	1	11835	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	74	44	-1	55	41	-1	1	15	40	4	10	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	1	351	352	353	354	1148	227	-1	-1	8	0.5	125	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Knockout	20034	1	11901	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	55	46	-1	46	28	-1	1	11	39	2	10	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	2	579	580	581	582	1148	519	132	-1	20	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
LightWelterweight	20290	1	11907	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	35	46	-1	46	28	-1	1	11	39	2	10	1	0	5	100				-1	-1		0	0	0	0	0		-1	-1	2	583	584	585	586	1148	472	-1	-1	12	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Welterweight	20546	1	11913	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	36	46	-1	46	28	-1	1	12	39	2	10	0	0	5	100				-1	-1		0	0	0	0	0		-1	-1	2	587	588	589	590	1148	117	-1	-1	12	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Placement	26179	1	11919	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	79	48	-1	48	28	-1	1	11	35	1	0	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	3	591	592	593	594	1148	-1	-1	-1	1	1	-1	0.75	0	-1	-1	-1	-1	0	0	-1	-1	-1
MonkeysBusiness	26435	1	11925	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	80	48	-1	56	58	-1	1	19	43	1	10	1	0	7	50				-1	-1		0	0	0	0	0		-1	-1	6	595	596	597	598	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Jaywalker	26691	1	11931	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	81	49	-1	49	28	-1	1	11	35	1	0	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	0	599	600	601	602	1148	62	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
FineTime	26947	1	11937	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	82	49	-1	49	28	-1	1	13	37	1	10	0	0	7	50				-1	-1		0	0	0	0	0		-1	-1	0	603	604	605	606	1148	483	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
SingSmall	27203	1	11943	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	83	47	-1	47	18	-1	1	11	39	1	0	0	0	5	50				-1	-1		0	0	0	0	0		-1	-1	4	607	608	609	610	1148	-1	-1	274	3	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
PutOnAClinic	27459	1	11949	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	194	1	84	47	-1	47	18	-1	1	14	42	1	10	1	0	5	50				-1	-1		0	0	0	0	0		-1	-1	7	611	612	613	614	1148	509	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedTS1	26690	1	11668	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	53	-1	22	41	-1	1	15	40	5	25	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	423	-1	-1	1	1	76	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WantedTS2	30789	1	11669	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	-1	53	-1	22	41	-1	1	15	40	5	25	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	1	320	321	322	-1	1148	245	-1	-1	1	1	166	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
NoLoveLost	27715	1	11955	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	85	23	-1	23	41	-1	1	16	41	2	10	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	1	367	368	369	370	1148	383	-1	-1	6	0.4	128	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
ParaThyroidOfEvil	27971	1	11961	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	86	23	-1	23	41	-1	1	17	42	2	5	1	0	6	100				-1	-1		0	0	0	0	0		-1	-1	1	371	372	373	374	1148	179	-1	-1	2	0.25	129	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Results	28227	1	11967	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	187	1	87	23	-1	61	58	-1	1	19	44	3	10	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	6	375	376	377	378	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
PatsyProtector	28483	1	11973	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	88	68	-1	68	38	-1	1	15	41	3	5	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	5	379	380	381	382	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
MysteriousBibelot	28739	1	11979	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	188	1	89	-1	-1	51	41	122	1	16	42	1	12.5	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	6	383	384	385	386	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WoundedInAction	28995	1	11985	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	90	70	-1	70	57	-1	1	19	44	2	10	1	0	6	100				-1	-1		0	0	0	0	0		-1	-1	0	387	388	389	390	1148	314	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
WalkInThePark	29763	1	12015	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	91	69	-1	69	55	-1	1	18	43	2	5	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	5	391	392	393	394	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
MagnificentThighs	20291	1	11991	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	92	51	-1	51	41	-1	1	16	41	2	10	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	1	335	336	337	338	1148	83	-1	-1	6	0.2	129	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
TheWorldGun	19267	1	11997	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	93	51	-1	51	41	-1	1	16	41	5	25	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	4	339	340	341	342	1148	-1	-1	269	1	1	-1	0	1	-1	-1	-1	-1	0	0	-1	-1	-1
WonderTimes5000	29251	1	12003	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	94	51	-1	51	41	-1	1	17	42	5	25	1	0	6	100				-1	-1		0	0	0	0	0		-1	-1	1	395	396	397	398	1148	484	-1	-1	8	0.35	130	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
DeliveryOfThat	29507	1	12009	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	95	51	-1	51	41	-1	1	18	43	5	25	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	1	399	400	401	402	1148	613	-1	-1	1	1	131	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
ErrandsForFeeble	30019	1	12021	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	96	54	-1	54	41	-1	1	16	41	2	10	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	1	403	404	405	406	1148	552	-1	-1	6	0.2	125	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
DeadPool	30275	1	12027	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	97	54	-1	71	56	-1	1	18	43	2	15	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	6	407	408	409	410	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
ProperNotice	30533	1	12033	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	189	1	98	-1	-1	54	41	123	1	18	43	1	10	1	0	6	100				-1	-1		0	0	0	0	0		-1	-1	6	411	412	413	414	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
SmallRedemptions	30531	1	12039	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	99	54	-1	54	41	-1	1	19	44	2	15	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	0	415	416	417	418	1148	340	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
ProvingGround	30787	1	12045	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	100	50	-1	50	41	-1	1	16	41	2	10	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	0	419	420	421	422	1148	510	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
TheHellAbove	31043	1	12051	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	101	50	-1	50	41	-1	1	16	41	2	10	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	2	423	424	425	426	1148	443	-1	-1	20	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
HeartFelt	31299	1	12057	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	102	50	-1	50	41	-1	1	17	42	2	10	1	0	6	100				-1	-1		0	0	0	0	0		-1	-1	1	427	428	429	430	1148	182	-1	-1	1	1	133	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Transfusion	16708	1	12063	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	191	1	103	50	-1	50	41	-1	1	18	43	4	20	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	1	431	432	433	434	1148	552	-1	-1	5	0.4	132	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
AnteUp	16964	1	12069	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	104	55	-1	55	41	-1	1	16	41	2	10	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	2	435	436	437	438	1148	227	-1	-1	10	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
DoubleOrNothing	17220	1	12075	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	105	55	-1	55	41	-1	1	17	42	2	20	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	3	439	440	441	442	1148	-1	-1	-1	1	1	-1	1	0	-1	-1	-1	-1	0	0	-1	-1	-1
EvenSteven	17476	1	12081	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	106	55	-1	55	41	-1	1	17	42	2	10	1	0	6	100				-1	-1		0	0	0	0	0		-1	-1	0	443	444	445	446	1148	207	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
SayByeToBookie	17732	1	12087	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	190	1	107	55	-1	56	58	-1	1	19	43	3	15	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	6	447	448	449	450	1148	-1	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
EnlistedMenWork	17988	1	12093	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	108	57	-1	57	41	-1	1	16	41	2	10	0	0	6	100				-1	-1		0	0	0	0	0		-1	-1	2	451	452	453	454	1148	519	132	-1	18	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
OneBigPull	18244	1	12099	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	109	57	-1	57	41	-1	1	18	43	4	20	1	0	6	100				-1	-1		0	0	0	0	0		-1	-1	0	455	456	457	458	1148	617	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
OnlyHuman	21828	1	12183	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	123	56	-1	56	58	-1	1	20	44	1	0	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	0	667	668	669	670	1148	158	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
DateEscape	22084	1	12189	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	124	56	-1	56	58	-1	1	20	44	1	5	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	2	671	672	673	674	1148	83	-1	-1	9	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
MadLove	22340	1	12195	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	125	56	-1	56	58	-1	1	22	46	1	5	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	1	675	676	677	678	1148	120	-1	-1	4	0.3	147	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
ThreesACompany	22596	1	12201	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	126	56	-1	56	58	-1	1	23	47	2	5	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	4	679	680	681	682	1148	-1	-1	276	4	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
SafetysOn	22852	1	12207	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	127	56	-1	56	58	-1	1	23	47	2	5	1	0	8	100				-1	-1		0	0	0	0	0		-1	-1	2	683	684	685	686	1148	368	-1	-1	3	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
ColdFeet	23108	1	12213	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	128	56	-1	56	58	-1	1	24	48	2	10	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	0	687	688	689	690	1148	456	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
ShesNotCutYet	24900	1	12219	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	129	56	-1	56	58	-1	1	24	48	2	10	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	0	691	692	693	694	1148	87	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
TheDealSeal	25156	1	12225	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	130	56	-1	56	58	-1	1	25	49	3	10	1	0	8	100				-1	-1		0	0	0	0	0		-1	-1	0	695	696	697	698	1148	166	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
Payroll	25412	1	12231	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	131	56	-1	56	58	-1	1	26	50	3	15	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	1	699	700	701	702	1148	445	-1	-1	2	0.1	148	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
SeeingForSuckers	25668	1	12237	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	132	61	-1	61	58	-1	1	19	43	1	0	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	3	703	704	705	706	1148	-1	-1	-1	1	1	-1	0.9	0	-1	-1	-1	-1	0	0	-1	-1	-1
FetchBoy	25924	1	12243	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	133	61	-1	61	58	-1	1	23	47	1	5	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	1	707	708	709	710	1148	251	-1	-1	7	0.6	149	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
BabySteps	26180	1	12249	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	134	61	-1	61	58	-1	1	23	47	1	5	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	4	711	712	713	714	1148	-1	-1	277	3	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
TakeItEasyShoot	26436	1	12255	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	135	61	-1	61	58	-1	1	24	48	2	5	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	2	715	716	717	718	1148	552	-1	-1	14	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
DemonsOfNotoriety	26692	1	12261	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	136	61	-1	61	58	-1	1	25	49	2	5	1	0	8	100				-1	-1		0	0	0	0	0		-1	-1	0	719	720	721	722	1148	609	-1	-1	1	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
DrawAPicture	26948	1	12267	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	137	61	-1	61	58	-1	1	25	49	2	10	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	3	723	724	725	726	1148	-1	-1	-1	1	1	-1	0.75	0	-1	-1	-1	-1	0	0	-1	-1	-1
InOneSitting	27204	1	12273	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	138	61	-1	61	58	-1	1	26	50	2	10	0	0	8	100				-1	-1		0	0	0	0	0		-1	-1	1	727	728	729	730	1148	296	-1	-1	12	0.9	150	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
OnAndOff	27460	1	12279	0	0	0	0	0	0	0	0	0	-1	0	0	1	-1	-1	0	-1	0	139	61	-1	61	58	-1	1	27	51	3	10	1	0	8	100				-1	-1		0	0	0	0	0		-1	-1	4	731	732	733	734	1148	-1	-1	278	2	1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1
