"RECIPES"	"RECIPES"	"String"	"code"	"cubeRecipe"	"alwaysKnown"	"dontRequireExactIngredients"	"allowInRandomSingleUse"	"removeOnLoad"	"weight"	"experienceEarned"	"goldReward"	"resultQualityModifiesIngredientQuantity"	"ingredient1ItemClass"	"ingredient1UnitType"	"ingredient1ItemQuality"	"ingredient1MinQuantity"	"ingredient1MaxQuantity"	"ingredient2ItemClass"	"ingredient2UnitType"	"ingredient2ItemQuality"	"ingredient2MinQuantity"	"ingredient2MaxQuantity"	"ingredient3ItemClass"	"ingredient3UnitType"	"ingredient3ItemQuality"	"ingredient3MinQuantity"	"ingredient3MaxQuantity"	"ingredient4ItemClass"	"ingredient4UnitType"	"ingredient4ItemQuality"	"ingredient4MinQuantity"	"ingredient4MaxQuantity"	"ingredient5ItemClass"	"ingredient5UnitType"	"ingredient5ItemQuality"	"ingredient5MinQuantity"	"ingredient5MaxQuantity"	"ingredient6ItemClass"	"ingredient6UnitType"	"ingredient6ItemQuality"	"ingredient6MinQuantity"	"ingredient6MaxQuantity"	"craftResult1"	"craftResult2"	"craftResult3"	"craftResult4"	"craftResult5"	"craftResult6"	"treasureResult1"	"treasureResult2"	"treasureResult3"	"treasureResult4"	"treasureResult5"	"treasureResult6"	"mustPlaceInInvSlot"	"bitmask"	"spawnLevelMin"	"spawnLevelMax"
"3,63,0,-1,0,-1"	"cube_reroll_rare_harp_pistol_mk2"	-1	37650	1	1	0	0	0	0	0	0	0	791	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1143	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_harp_pistol_mk2"	-1	37660	1	1	0	0	0	0	0	0	0	791	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1144	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_harp_pistol_mk3"	-1	37670	1	1	0	0	0	0	0	0	0	794	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1145	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_harp_pistol_mk3"	-1	37680	1	1	0	0	0	0	0	0	0	794	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1146	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_harp_pistol_mk3"	-1	37690	1	1	0	0	0	0	0	0	0	794	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1147	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_infector_dart"	-1	37700	1	1	0	0	0	0	0	0	0	797	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1148	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_infector_dart"	-1	37710	1	1	0	0	0	0	0	0	0	797	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1149	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_infector_dart"	-1	37720	1	1	0	0	0	0	0	0	0	797	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1150	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_blaze_pistol"	-1	37730	1	1	0	0	0	0	0	0	0	800	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1151	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_blaze_pistol"	-1	37740	1	1	0	0	0	0	0	0	0	800	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1152	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_blaze_pistol"	-1	37750	1	1	0	0	0	0	0	0	0	800	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1153	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_blaze_pistol_mk2"	-1	37760	1	1	0	0	0	0	0	0	0	805	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1154	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_blaze_pistol_mk2"	-1	37770	1	1	0	0	0	0	0	0	0	805	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1155	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_blaze_pistol_mk2"	-1	37780	1	1	0	0	0	0	0	0	0	805	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1156	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_blaze_pistol_mk3"	-1	37790	1	1	0	0	0	0	0	0	0	808	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1157	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_blaze_pistol_mk3"	-1	37800	1	1	0	0	0	0	0	0	0	808	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1158	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_blaze_pistol_mk3"	-1	37810	1	1	0	0	0	0	0	0	0	808	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1159	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_charged_bolter"	-1	37820	1	1	0	0	0	0	0	0	0	811	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1160	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_charged_bolter"	-1	37830	1	1	0	0	0	0	0	0	0	811	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1161	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_charged_bolter"	-1	37840	1	1	0	0	0	0	0	0	0	811	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1162	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_charged_bolter_mk2"	-1	37850	1	1	0	0	0	0	0	0	0	814	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1163	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_charged_bolter_mk2"	-1	37860	1	1	0	0	0	0	0	0	0	814	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1164	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_charged_bolter_mk2"	-1	37870	1	1	0	0	0	0	0	0	0	814	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1165	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_plagueblaster"	-1	37880	1	1	0	0	0	0	0	0	0	817	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1166	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_plagueblaster"	-1	37890	1	1	0	0	0	0	0	0	0	817	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1167	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_plagueblaster"	-1	37900	1	1	0	0	0	0	0	0	0	817	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1168	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_plagueblaster_mk2"	-1	37910	1	1	0	0	0	0	0	0	0	821	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1169	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_plagueblaster_mk2"	-1	37920	1	1	0	0	0	0	0	0	0	821	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1170	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_plagueblaster_mk2"	-1	37930	1	1	0	0	0	0	0	0	0	821	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1171	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_plagueblaster_mk3"	-1	37940	1	1	0	0	0	0	0	0	0	824	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1172	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_plagueblaster_mk3"	-1	37950	1	1	0	0	0	0	0	0	0	824	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1173	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_plagueblaster_mk3"	-1	37960	1	1	0	0	0	0	0	0	0	824	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1174	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_splatter_gun"	-1	37970	1	1	0	0	0	0	0	0	0	827	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1175	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_splatter_gun"	-1	37980	1	1	0	0	0	0	0	0	0	827	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1176	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_splatter_gun"	-1	37990	1	1	0	0	0	0	0	0	0	827	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1177	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_jade_hydra"	-1	38000	1	1	0	0	0	0	0	0	0	830	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1178	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_jade_hydra"	-1	38010	1	1	0	0	0	0	0	0	0	830	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1179	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_jade_hydra"	-1	38020	1	1	0	0	0	0	0	0	0	830	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1180	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_jade_hydra_mk2"	-1	38030	1	1	0	0	0	0	0	0	0	834	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1181	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_jade_hydra_mk2"	-1	38040	1	1	0	0	0	0	0	0	0	834	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1182	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_jade_hydra_mk2"	-1	38050	1	1	0	0	0	0	0	0	0	834	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1183	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_jade_hydra_mk3"	-1	38060	1	1	0	0	0	0	0	0	0	837	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1184	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_jade_hydra_mk3"	-1	38070	1	1	0	0	0	0	0	0	0	837	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1185	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_jade_hydra_mk3"	-1	38080	1	1	0	0	0	0	0	0	0	837	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1186	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_boneshredder"	-1	38090	1	1	0	0	0	0	0	0	0	840	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1187	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_boneshredder"	-1	38100	1	1	0	0	0	0	0	0	0	840	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1188	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_boneshredder"	-1	38110	1	1	0	0	0	0	0	0	0	840	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1189	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_frag_blaster"	-1	38120	1	1	0	0	0	0	0	0	0	843	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1190	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_frag_blaster"	-1	38130	1	1	0	0	0	0	0	0	0	843	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1191	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_frag_blaster"	-1	38140	1	1	0	0	0	0	0	0	0	843	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1192	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_gargun"	-1	38150	1	1	0	0	0	0	0	0	0	846	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1193	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_gargun"	-1	38160	1	1	0	0	0	0	0	0	0	846	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1194	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_gargun"	-1	38170	1	1	0	0	0	0	0	0	0	846	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1195	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_gargun_mk2"	-1	38180	1	1	0	0	0	0	0	0	0	850	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1196	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_gargun_mk2"	-1	38190	1	1	0	0	0	0	0	0	0	850	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1197	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_gargun_mk2"	-1	38200	1	1	0	0	0	0	0	0	0	850	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1198	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_gargun_mk3"	-1	38210	1	1	0	0	0	0	0	0	0	853	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1199	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_gargun_mk3"	-1	38220	1	1	0	0	0	0	0	0	0	853	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1200	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_gargun_mk3"	-1	38230	1	1	0	0	0	0	0	0	0	853	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1201	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_obfuscation_core"	-1	38240	1	1	0	0	0	0	0	0	0	856	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1202	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_obfuscation_core"	-1	38250	1	1	0	0	0	0	0	0	0	856	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1203	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_obfuscation_core"	-1	38260	1	1	0	0	0	0	0	0	0	856	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1204	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_obfuscation_core_mk2"	-1	38270	1	1	0	0	0	0	0	0	0	859	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1205	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_obfuscation_core_mk2"	-1	38280	1	1	0	0	0	0	0	0	0	859	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1206	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_obfuscation_core_mk2"	-1	38290	1	1	0	0	0	0	0	0	0	859	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1207	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_fire_beetles"	-1	38300	1	1	0	0	0	0	0	0	0	862	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1208	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_fire_beetles"	-1	38310	1	1	0	0	0	0	0	0	0	862	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1209	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_fire_beetles"	-1	38320	1	1	0	0	0	0	0	0	0	862	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1210	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_fire_beetles_mk2"	-1	38330	1	1	0	0	0	0	0	0	0	865	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1211	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_rare_fire_beetles_mk2"	-1	38340	1	1	0	0	0	0	0	0	0	865	-1	2	1	1	2118	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1212	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_legendary_fire_beetles_mk2"	-1	38350	1	1	0	0	0	0	0	0	0	865	-1	3	1	1	2119	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1213	-1	-1	-1	-1	-1	-1	1	-1	-1
"3,63,0,-1,0,-1"	"cube_reroll_enhanced_portable_volcano"	-1	38360	1	1	0	0	0	0	0	0	0	868	-1	1	1	1	2117	-1	-1	1	1	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1214	-1	-1	-1	-1	-1	-1	1	-1	-1
