"STATES"	"STATES"	"code"	"file"	"isA0"	"isA1"	"isA2"	"isA3"	"isA4"	"isA5"	"isA6"	"isA7"	"isA8"	"isA9"	"statePreventedBy"	"duration"	"onDeath"	"skillScriptParam"	"element"	"pulseRateInMs"	"pulseRateInMsClient"	"pulseSkill"	"iconOrder"	"uiIcon"	"uiIconTexture"	"unknown32"	"unknown34"	"iconBackColor"	"iconTooltipStringHellgate"	"iconTooltipStringMythos"	"iconTooltipStringAll"	"assocState1"	"assocState2"	"assocState3"	"bitmask01"	"gameFlag"	"bitmask02"
"3,63,0,-1,0,-1"	"invulnerable"	13361		1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_all"	13617		1	111	113	114	115	117	118	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_physical"	13873		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_fire"	14129		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_electricity"	14385		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_ice"	14641		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_spectral"	16689		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_toxic"	16945		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_poison"	17201		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_slashing"	17457		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_piercing"	17713		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_crushing"	17969		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_missile"	18225		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_fear"	18487		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_convert"	18743		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_challenge"	18999		1	111	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"invulnerable_ai_changes"	13636		124	125	126	836	838	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"fetidhulk_stone"	18481	"FetidHulkStone"	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16920
"3,63,0,-1,0,-1"	"holy_wind_aura"	18737	"Aura_HolyWind"	725	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		5	"skill_tmp_div_aura_holywindaura"	"skilltree_atlas"	2	"skill back big"	60	699	701	-1	-1	-1	-1	0	-1	16440
"3,63,0,-1,0,-1"	"pet"	18993	"I_am_a_pet"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"armor_boost"	19249		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49274
"3,63,0,-1,0,-1"	"taunted"	19505	"taunted"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49178
"3,63,0,-1,0,-1"	"scattered"	19761	"scattered"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49178
"3,63,0,-1,0,-1"	"swiftness_boost"	20017	"SwiftnessBoost"	1	624	277	877	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		33	"skill_tmp_div_boost_swiftnessboost"	"skilltree_atlas"	2	"skill back big"	60	-1	-1	702	-1	-1	-1	0	-1	49272
"3,63,0,-1,0,-1"	"hellgate_spawned"	20273	"HellgateSpawned"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"3,63,0,-1,0,-1"	"champion"	20529	"Champion"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"championrare"	21570	"championrare"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"championepic"	20546	"championepic"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"championlegendary"	20802	"championlegendary"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"championmutant"	21058	"championmutant"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"championunique"	21314	"championunique"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"ai_ignore"	21041		259	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"unused"	25140		1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"half_health"	21297	"Health_Half"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	53272
"3,63,0,-1,0,-1"	"quarter_health"	21553	"Health_Quarter"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	53272
"3,63,0,-1,0,-1"	"eighth_health"	21809	"Health_Eighth"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	53272
"3,63,0,-1,0,-1"	"low_health"	22065	"LowHealth"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	53272
"1,63,0,-1,0,-1"	"quarter_breath"	16949	"QuarterBreath"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	20504
"3,63,0,-1,0,-1"	"shrine_speed"	22321	"ShrineSpeed"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		11	"shrine_speed"	"skilltree_atlas"	66	"skill back big"	60	-1	-1	709	-1	-1	-1	0	-1	49272
"3,63,0,-1,0,-1"	"shrine_armor"	22577	"ShrineArmor"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		12	"shrine_armor"	"skilltree_atlas"	66	"skill back big"	60	-1	-1	710	-1	-1	-1	0	-1	49272
"3,63,0,-1,0,-1"	"shrine_damage"	22833	"ShrineDamage"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		13	"shrine_damage"	"skilltree_atlas"	66	"skill back big"	60	-1	-1	711	-1	-1	-1	0	-1	49272
"3,63,0,-1,0,-1"	"shrine_healing"	23089	"ShrineHealing"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		14	"shrine_healing"	"skilltree_atlas"	66	"skill back big"	60	-1	-1	712	-1	-1	-1	0	-1	49272
"3,63,0,-1,0,-1"	"shrine_fire"	24881	"ShrineFire"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		15	"shrine_fire"	"skilltree_atlas"	66	"skill back big"	60	-1	-1	713	-1	-1	-1	0	-1	49272
"3,63,0,-1,0,-1"	"shrine_electricity"	25137	"ShrineElectricity"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		16	"shrine_electricity"	"skilltree_atlas"	66	"skill back big"	60	-1	-1	714	-1	-1	-1	0	-1	49272
"3,63,0,-1,0,-1"	"shrine_toxic"	25393	"ShrineToxic"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		17	"shrine_toxic"	"skilltree_atlas"	66	"skill back big"	60	-1	-1	715	-1	-1	-1	0	-1	49272
"3,63,0,-1,0,-1"	"shrine_spectral"	25649	"ShrineSpectral"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		18	"shrine_spectral"	"skilltree_atlas"	66	"skill back big"	60	-1	-1	716	-1	-1	-1	0	-1	49272
"3,63,0,-1,0,-1"	"npc_info_new"	25905	"NPCInfoNew"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"npc_info_waiting"	26161	"NPCInfoWaiting"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"npc_info_return"	26417	"NPCInfoReturn"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"npc_info_more"	26673	"NPCInfoMore"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"npc_story_new"	18744	"NPCStoryNew"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"npc_story_return"	19000	"NPCStoryReturn"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"npc_story_gossip"	16966	"NPCStoryGossip"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16384
"3,63,0,-1,0,-1"	"npc_holiday_new"	17222	"NPCHolidayNew"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16384
"3,63,0,-1,0,-1"	"npc_holiday_return"	17478	"NPCHolidayReturn"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16384
"3,63,0,-1,0,-1"	"npc_talk_to"	26929	"NPCTalkTo"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"shield_boost"	27185	"ShieldBoost"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		35	"skill_tmp_def_boost_shieldboost"	"skilltree_atlas"	2	"skill back big"	60	-1	-1	717	-1	-1	-1	0	-1	49272
"1,63,0,-1,0,-1"	"imp_shield_boost"	27697	"ImpShieldBoost"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16440
"1,63,0,-1,0,-1"	"imp_boosting"	27953	"ImpShieldBoosting"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"3,63,0,-1,0,-1"	"stats_holder"	28209		2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49208
"3,63,0,-1,0,-1"	"warp_big_ok"	28465	"WarpBigWhite"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"warp_big_blocked"	28721	"WarpBigRed"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"warp_small_ok"	28977	"WarpSmallWhite"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"warp_small_blocked"	29233	"WarpSmallRed"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"sparkle"	29489	"Sparkle"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"death_ice"	29745	"DeathFire"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"1,63,0,-1,0,-1"	"death_phase"	30001	"DeathPhase"	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	4	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"3,63,0,-1,0,-1"	"death_fire"	30257	"DeathFire"	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	2	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"1,63,0,-1,0,-1"	"death_poison"	30513	"DeathPoison"	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	5	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"3,63,0,-1,0,-1"	"death_stun"	30769	"DeathStun"	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	3	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"deathhidden"	31025	"Hidden"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"has_gethit_particles"	31281		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49216
"3,63,0,-1,0,-1"	"opendoor"	13362	"OpenDoor"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49208
"3,63,0,-1,0,-1"	"closedoor"	13618	"CloseDoor"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49208
"3,63,0,-1,0,-1"	"opened"	13874	"OpenedDoor"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49208
"3,63,0,-1,0,-1"	"uniquesparkle"	14130	"Unique Sparkle"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"3,63,0,-1,0,-1"	"player_charge"	14386	"PlayerCharge"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"whirlwind"	14642	"Whirlwind"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		31	"skill_tmp_com_action_whirlwind"	"skilltree_atlas"	2	"skill back big"	60	-1	-1	719	-1	-1	-1	0	-1	49272
"1,63,0,-1,0,-1"	"blood_zombie_mist"	16690	"BloodZombieMist"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"1,63,0,-1,0,-1"	"spread_fire"	16946	"SpreadFire"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	100	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16504
"1,63,0,-1,0,-1"	"on_poison_aura"	17202	"OnPoisonAura"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16440
"1,63,0,-1,0,-1"	"on_spectral_aura"	17458	"OnSpectralAura"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	20	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16440
"3,63,0,-1,0,-1"	"player_limbo"	17714	"PlayerLimbo"	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"major_pet"	17970	"MajorPet"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"restore_vitals"	18226	"RestoreVitals"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	2000	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49240
"3,63,0,-1,0,-1"	"powering"	18482	"Powering"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		6	"skill_powering"	"skilltree_atlas"	2		-1	4734	-1	-1	-1	-1	-1	0	-1	49272
"1,63,0,-1,0,-1"	"hellball_open"	18738		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16384
"3,63,0,-1,0,-1"	"warping"	18994	"Warping"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49226
"3,63,0,-1,0,-1"	"warping_electric_destination"	19250	"WarpingElectricDestination"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49226
"3,63,0,-1,0,-1"	"warping_electric"	19506	"WarpingElectric"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	199	-1	-1	0	-1	49226
"3,63,0,-1,0,-1"	"scorching"	19762	"Scorching"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"1,63,0,-1,0,-1"	"adrenaline"	20018		2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		21	"consumable_adrenaline"	"skilltree_atlas"	6	"skill back big"	62	720	-1	-1	-1	-1	-1	0	-1	278648
"3,63,0,-1,0,-1"	"shieldcapacitor"	20274	"shieldcapacitor"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		22	"consumable_shields"	"skilltree_atlas"	6	"skill back big"	62	727	-1	-1	-1	-1	-1	0	-1	278648
"1,63,0,-1,0,-1"	"antidoteinjector"	20530		2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		23	"consumable_defence_stun"	"skilltree_atlas"	6	"skill back big"	62	728	-1	-1	-1	-1	-1	0	-1	278648
"1,63,0,-1,0,-1"	"stabilizinginjector"	20786		2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		24	"consumable_defence_ignite"	"skilltree_atlas"	6	"skill back big"	62	729	-1	-1	-1	-1	-1	0	-1	278648
"1,63,0,-1,0,-1"	"fire_extinguisher"	21042		2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		26	"consumable_defence_poison"	"skilltree_atlas"	6	"skill back big"	62	730	-1	-1	-1	-1	-1	0	-1	278648
"1,63,0,-1,0,-1"	"shuntcapacitor"	21298		2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		27	"consumable_defence_phase"	"skilltree_atlas"	6	"skill back big"	62	731	-1	-1	-1	-1	-1	0	-1	278648
"1,63,0,-1,0,-1"	"gyrostabilizor"	21554		2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		28	"consumable_defence_knockback"	"skilltree_atlas"	6	"skill back big"	62	732	-1	-1	-1	-1	-1	0	-1	278648
"3,63,0,-1,0,-1"	"frightened"	21810	"Frightened"	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	40	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49152
"3,63,0,-1,0,-1"	"scale_double"	22066	"ScaleDouble"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"3,63,0,-1,0,-1"	"scale_half"	22322	"ScaleHalf"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49176
"1,63,0,-1,0,-1"	"morpho_jr_scale_up"	22578	"MorphoJrScaleUp"	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"1,63,0,-1,0,-1"	"morpho_sr_scale_down"	22834	"MorphoSrScaleDown"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16408
"1,63,0,-1,0,-1"	"zombie_buff"	23090	"ZombieBuff"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16440
"3,63,0,-1,0,-1"	"slowed"	24882	"Slowed"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	60	-1	0	-1	0	0		4	"skill_tmp_div_aura_holywindaura"	"skilltree_atlas"	6	"skill back pointy"	3	-1	-1	733	-1	-1	-1	0	-1	114808
"3,63,0,-1,0,-1"	"warp_town_ok"	25138	"WarpTown"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
"1,63,0,-1,0,-1"	"master_fiend_charge"	25394		1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16440
"1,63,0,-1,0,-1"	"master_fiend_spectral_charge"	25650	"MasterFiendSpectralCharge"	217	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	500	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16440
"1,63,0,-1,0,-1"	"master_fiend_fire_charge"	25906	"MasterFiendFireCharge"	217	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	500	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16440
"1,63,0,-1,0,-1"	"master_fiend_physical_charge"	26162	"MasterFiendPhysicalCharge"	217	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	500	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16440
"1,63,0,-1,0,-1"	"master_fiend_toxic_charge"	26418	"MasterFiendToxicCharge"	217	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	500	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16440
"1,63,0,-1,0,-1"	"master_fiend_electrical_charge"	26674	"MasterFiendElectricalCharge"	217	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	500	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	16440
"3,63,0,-1,0,-1"	"warp_hellrift"	26930	"WarpHellrift"	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0		0			-1		-1	-1	-1	-1	-1	-1	-1	0	-1	49160
