"UNITTYPES"	"name"	"code"	"isA0"	"isA1"	"isA2"	"isA3"	"isA4"	"isA5"	"isA6"	"isA7"	"isA8"	"isA9"	"isA10"	"isA11"	"isA12"	"isA13"	"isA14"	"isA15"	"String"
"3,62,0,-1,0,-1"	"warp_one"	28978	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"start_location"	29234	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"portal_to_town"	29490	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"portal_from_town"	29746	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"visual_portal_to_town"	18497	188	181	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"visual_portal_from_town"	18753	189	181	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"zombie_pet"	30002	117	132	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"nightmare_boss"	30258	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"passage"	30514	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"passage_enter"	30770	194	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"passage_exit"	31026	194	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"hellgate"	16961	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"temporary_buff"	31282	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"templar_pet"	19265	66	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"hunter_pet"	29761	67	116	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"sublevel_portal_fake"	19521	181	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"destructible_notarget"	19777	76	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"blocking_destructible_notarget"	20033	206	100	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"prayer_weapon"	22081	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"quest_object"	22593	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"quest_object_interact"	22849	224	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"quest_object_boss"	23105	224	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"quest_object_mini_boss"	24897	224	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"adrenaline"	25153	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"shield_capacitor"	25409	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"antidote"	25665	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"stabilizer"	25921	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"fire_suppressor"	26177	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"shunt_capacitor"	26433	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"gyro"	26689	202	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"spectral_pet"	26945	12	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"techsmith"	27201	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"imp_pet"	27457	79	117	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"field_missile"	27713	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"field_missile_fire"	27969	238	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"field_missile_electric"	28225	238	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"field_missile_physical"	28481	238	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"field_missile_spectral"	28737	238	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"field_missile_toxic"	28993	238	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"bladed"	29249	43	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"map"	29505	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,48,20,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"guardian"	30273	63	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	8
"3,62,0,-1,0,-1"	"blademaster"	30529	63	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	10
"3,48,20,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"guardian_player"	31041	247	69	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"blademaster_player"	31297	248	69	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,48,20,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"guardian_monster"	12613	247	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"blademaster_monster"	12869	248	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,48,100,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"engineer"	12610	64	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	15
"3,62,0,-1,0,-1"	"marksman"	12866	64	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	16
"3,48,100,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"engineer_player"	13378	256	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"marksman_player"	13634	257	70	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,48,100,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"engineer_monster"	13381	256	67	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"marksman_monster"	13637	257	67	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,48,100,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"summoner"	14146	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12
"3,62,0,-1,0,-1"	"evoker"	14402	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13
"3,48,100,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"summoner_player"	16706	265	71	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"evoker_player"	16962	266	71	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,48,100,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"summoner_monster"	14149	265	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"evoker_monster"	14405	266	68	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"fellhound"	17218	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"monster_notarget"	17474	7	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"map_spawner"	19266	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"maptrigger"	19010	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"cannon"	20034	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"nightflier"	20290	439	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"single_use_recipe"	21058	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"wanted_stand"	21314	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"shield_prev"	22338	16	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"ugly"	22594	384	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"ugly_monster"	22850	291	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"ugly_spectral"	25922	291	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"ugly_minor_pet_spectral"	26178	291	165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"ugly_attacker"	26434	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"ugly_attacker_missile"	26690	295	8	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"chocolatefog"	28226	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"hellball"	28482	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"1,62,0,-1,0,-1"	"dye_kit"	28738	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"1,62,0,-1,0,-1"	"train"	28994	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"1,62,0,-1,0,-1"	"beast_of_abbadon"	29250	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"field_missile_fear"	29506	238	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"field_missile_challenge"	29762	238	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"field_missile_convert"	30018	238	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"templar_weapon"	16708	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"cabalist_weapon"	16964	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"hunter_weapon"	17220	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"templar_gun1h"	12611	47	314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	476
"3,62,0,-1,0,-1"	"templar_gun2h"	13379	48	314	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	477
"3,62,0,-1,0,-1"	"hunter_gun1h"	31298	47	316	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	476
"3,62,0,-1,0,-1"	"hunter_gun2h"	12355	48	316	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	477
"3,62,0,-1,0,-1"	"cabalist_gun1h"	12867	47	315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	476
"3,62,0,-1,0,-1"	"cabalist_gun2h"	13123	48	315	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	477
"3,62,0,-1,0,-1"	"templar_gun1h_missile"	22083	317	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	476
"3,62,0,-1,0,-1"	"templar_gun2h_missile"	22339	318	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	477
"3,62,0,-1,0,-1"	"hunter_gun1h_missile"	22595	319	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	476
"3,62,0,-1,0,-1"	"hunter_gun2h_missile"	22851	320	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	477
"3,62,0,-1,0,-1"	"cabalist_gun1h_missile"	23107	321	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	476
"3,62,0,-1,0,-1"	"cabalist_gun2h_missile"	24899	322	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	477
"3,62,0,-1,0,-1"	"templar_gun1h_beam"	25155	317	49	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	476
"3,62,0,-1,0,-1"	"templar_gun2h_beam"	25411	318	49	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	477
"3,62,0,-1,0,-1"	"hunter_gun1h_beam"	25667	319	49	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	476
"3,62,0,-1,0,-1"	"hunter_gun2h_beam"	25923	320	49	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	477
"3,62,0,-1,0,-1"	"cabalist_gun1h_beam"	26179	321	49	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	476
"3,62,0,-1,0,-1"	"cabalist_gun2h_beam"	26435	322	49	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	477
"3,62,0,-1,0,-1"	"field_weapon"	23108	16	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"templar_gun2h_field"	22340	330	335	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	477
"3,62,0,-1,0,-1"	"hunter_gun2h_field"	22596	332	335	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	477
"3,62,0,-1,0,-1"	"cabalist_gun2h_field"	22852	334	335	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	477
"3,62,0,-1,0,-1"	"templar_armor"	20803	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"hunter_armor"	21059	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"cabalist_armor"	21315	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"templar_helm"	13635	26	339	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"templar_shoulderpads"	13891	21	339	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"templar_torso"	14147	27	339	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"templar_arms"	14403	28	339	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"templar_belt"	14659	29	339	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"templar_legarmor"	16707	31	339	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"templar_boots"	16963	30	339	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"hunter_helm"	17219	26	340	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"hunter_shoulderpads"	17475	21	340	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"hunter_torso"	17731	27	340	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"hunter_arms"	17987	28	340	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"hunter_belt"	18243	29	340	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"hunter_legarmor"	18499	31	340	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"hunter_boots"	18755	30	340	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"cabalist_helm"	19011	26	341	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"cabalist_shoulderpads"	19267	21	341	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"cabalist_torso"	19523	27	341	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"cabalist_arms"	19779	28	341	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"cabalist_belt"	20035	29	341	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"cabalist_legarmor"	20291	31	341	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"cabalist_boots"	20547	30	341	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"environment_monster"	21571	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"quest_object_interact_lvl_start"	26691	224	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"quest_object_interact_lvl_end"	26947	224	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"warp_party_member_enter"	27203	170	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"3,62,0,-1,0,-1"	"warp_party_member_exit"	27715	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
"2,62,0,-1,0,-1"		0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
